"","X","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID","Author"
"20",20,"SLee IlDongYun InseoHan","Model-Based Object Recognition Using the Hausdorff Distance with Explicit Pairing ","ICIP International Conference Image Processing",10,8,20,"SLee"
"21",21,"SLee InKyuPark KyoungMuLee","Recognition and Reconstruction of -D Objects Using Model-Based Perceptual Grouping ","ICPR International Conference Pattern Recognition",10,9,21,"SLee"
"22",22,"SLee TokWangLing","Improving Integrity Constraint Checking for Stratified Deductive Databases ","DEXA Database and Expert Systems Applications",11,10,22,"SLee"
"23",23,"SLee TokWangLing","Refined Termination Decision in Active Databases ","DEXA Database and Expert Systems Applications",11,11,23,"SLee"
"24",24,"SLee TokWangLing","Verify Updating Trigger Correctness ","DEXA Database and Expert Systems Applications",11,12,24,"SLee"
"25",25,"SLee Hua GangLi TokWangLing","Range-Max/Min Query in OLAP Data Cube ","DEXA Database and Expert Systems Applications",11,13,25,"SLee"
"26",26,"SLee GillianDobbie LeonidAKalinichenko Mong LiLee TokWangLing","Designing Semistructured Databases: A Conceptual Approach ","DEXA Database and Expert Systems Applications",11,14,26,"SLee"
"27",27,"SLee BinCui Chuan HengAng TokWangLing ZhongWeiLuo","Range Top/Bottom k Queries in OLAP Sparse Data Cubes ","DEXA Database and Expert Systems Applications",11,15,27,"SLee"
"28",28,"SLee Chuan HengAng TokWangLing ZhengXuanLoh","Adaptive Method for Range Top- k Queries in OLAP Data Cubes ","DEXA Database and Expert Systems Applications",11,16,28,"SLee"
"29",29,"SLee Mong LiLee TokWangLing","Updatability in Federated Database Systems ","DEXA Database and Expert Systems Applications",11,17,29,"SLee"
"30",30,"SLee BoonTunWee TokWangLing","DO : Deductive Object-Oriented Database System ","DEXA Database and Expert Systems Applications",11,18,30,"SLee"
"31",31,"SLee Hua GangLi TokWangLing WaiChongLow ZhongWeiLuo","Variable Sized Partitions for Range Query Algorithms ","DEXA Database and Expert Systems Applications",11,19,31,"SLee"
"32",32,"SLee TokWangLing","Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases ","VLDB Very Large Data Bases",11,1,32,"SLee"
"33",33,"SLee TokWangLing","Unrolling Cycles to Decide Trigger Termination ","VLDB Very Large Data Bases",11,2,33,"SLee"
"34",34,"SLee Hua GangLi TokWangLing","Hierarchical Compact Cube for Range-Max Queries ","VLDB Very Large Data Bases",11,3,34,"SLee"
"35",35,"SLee Hua GangLi TokWangLing ZhengXuanLoh","Range Sum Queries in Dynamic OLAP Data Cubes ","CODAS The Second International Symposium Cooperative Database Systems for Advanced Applications",11,4,35,"SLee"
"36",36,"SLee TokWangLing","Are Your Trigger Rules Correct?","DEXA Database and Expert Systems Applications Workshop",11,5,36,"SLee"
"37",37,"SLee TokWangLing","Improving Integrity Checking for Exists-Constraints ","DASFAA Database Systems for Advanced Applications",11,6,37,"SLee"
"38",38,"SLee TokWangLing","A Path Removing Technique for Detecting Trigger Termination ","EDBT Extending Database Technology",11,20,38,"SLee"
"39",39,"SLee GillianDobbie Mong LiLee TokWangLing XiaoyingWu","NF-SS: A Normal Form for Semistructured Schema ","ER International Conference Conceptual Modeling the Entity Relationship Approach Workshops",11,7,39,"SLee"
"40",40,"SLee PeiYuenWong WaiLupLow","Learning Fingerprints for a Database Intrusion Detection System ","ESORICS the European Symposium Research Computer Security",11,21,40,"SLee"
"41",41,"SLee LeonidAKalinichenko Mong LiLee TokWangLing","Designing Good Semi-Structured Databases and Conceptual Modeling ","ER International Conference Conceptual Modeling the Entity Relationship Approach",11,8,41,"SLee"
"42",42,"SLee Chuan HengAng TokWangLing ZhengXuanLoh","Analysis of pre-computed partition top method for range top-k queries in OLAP data cubes ","CIKM International Conference Information and Knowledge Management",11,9,42,"SLee"
"43",43,"SLee HKim S gLee","User-Feedback Driven Document Clustering Technique for Information Organization,","IEICE Transactions Information and Systems E D",12,20,43,"SLee"
"44",44,"SLee HKim S gLee","Automatic Maintenance of Evolving Topic Structure in Intelligent Information Systems,","Proceedings of Conference Advances Intelligent Systems",12,21,44,"SLee"
"45",45,"SLee HKim TLee S gLee JChun","Automated Data Warehousing for Rule-based CRM Systems,","Proceedings of the th Australasian Database Conference",12,22,45,"SLee"
"46",46,"SLee TLee JShim S gLee","DOC: A Distributed Object Caching System for Information Infrastructure,","Proceedings of the Human Society Internet Conference Lecture Notes Computer Science",12,23,46,"SLee"
"47",47,"SLee S gLee DKim CWu","Digital Catalog Library: A Shared Repository of Online Catalogs for Electronic Commerce,","Proceedings of Workshop Advanced Issues of E and Web based Information Systems",12,24,47,"SLee"
"48",48,"JuhnyoungLee SuekyungLee","A Framework of Winner Determination Algorithms for Internet Auctions ","Human Society Internet",12,25,48,"SLee"
"49",49,"SLee S gLee LHenschen JChun TLee","Semantic Query Reformulation in Deductive Databases,","Information and Software Technology",12,26,49,"SLee"
"50",50,"SLee S gLee SMun PJha BLevine DRo","Telemedicine: Challenges and Opportunities,","Journal of High Speed Networks",12,27,50,"SLee"
"51",51,"SLee GPark JOh KKim S gLee CWu","A Component-based Architecture for Digital Catalog Library Systems,","Proceedings of Software Architecture and Components Workshop",12,28,51,"SLee"
"52",52,"SLee GhassanZQadah LawrenceJHenschen","Semantic Query Reformulation in Deductive Databases ","ICDE International Conference Data Engineering",12,29,52,"SLee"
"53",53,"SLee JunhoShim TaeheeLee","DOC: A Distributed Object Caching System for Information Infrastructure ","Human Society Internet",12,30,53,"SLee"
"54",54,"SLee JunhoShim TaeheeLee","A Server Placement Algorithm Conscious of Communication Delays and Relocation Costs ","NETWORKING Workshops",12,31,54,"SLee"
"55",55,"JShim TLee SLee","A Server Placement Algorithm Conscious of Communication Delays and Relocation Costs,","Proceedings of the Web Engineering Conference Lecture Notes Computer Science",12,32,55,"SLee"
"56",56,"SLee ChisuWu GeundukPark JaewonOh KapsooKim","Catalog Sharing through Catalog Interoperability ","Human Society Internet",12,33,56,"SLee"
"57",57,"SLee ChisuWu DongkyuKim KapsooKim WoochangShin","Digital Catalog Library: A Shared Repository of Online Catalogs for Electronic Commerce ","WECWIS Workshop Advanced Issues of E and Web based Information Systems",12,34,57,"SLee"
"58",58,"SLee Jae youngChang","Query Reformulation Using Materialized Views in Data Warehousing Environment ","DOLAP International Workshop Data Warehousing and OLAP",12,1,58,"SLee"
"59",59,"SLee Jae youngChang","Extended Conditions for Answering an Aggregate Query Using Materialized Views ","Inf Process Lett",12,2,59,"SLee"
"60",60,"SLee Jae youngChang","An Extended Query Reformulation Technique Using Materialized Views ","DEXA Database and Expert Systems Applications Workshop",12,3,60,"SLee"
"61",61,"SLee Jae HeonCheong","A Boolean Query Processing with a Result Cache in Mediator Systems ","ADL Advances Digital Libraries",12,4,61,"SLee"
"62",62,"SLee JCheong S gLee","Cache-based Query Processing for a Keyword-based Boolean Query Model in Mediator,","Proceedings of IEEE Advances Digital Libraries",12,5,62,"SLee"
"63",63,"SLee Jae HeonCheong JonghoonChun","A Method for Processing Boolean Queries Using a Result Cache ","DEXA Database and Expert Systems Applications",12,6,63,"SLee"
"64",64,"Dong HoonChoi Sang HoLee","A Logic Database System with Extended Functionality ","COMPSAC International Computer Software and Applications Conference",12,7,64,"SLee"
"65",65,"SLee JChun HKim S gLee JChoi HCho","A DBMS-based Medical Teleconference System,","Journal of the American Medical Informatics Association",12,8,65,"SLee"
"66",66,"SLee SHyun JChoi JChun S gLee DShin","Implementation of Mobile Computing System in Clinical Environment - MobileNurse TM ,","Proceedings of the American Medical Informatics Association Conference",12,9,66,"SLee"
"67",67,"SLee JJung DKim S gLee","EE-Cat: Extended Electronic Catalog for Dynamic and Flexible Electronic Commerce,","Proceedings of Information Resources Management Association Conference",12,10,67,"SLee"
"68",68,"SLee Han joonKim","Building topic hierarchy based on fuzzy relations ","Neurocomputing",12,11,68,"SLee"
"69",69,"SLee DKim S gLee","Catalog Management in e-Commerce Systems,","Proceedings of International Conference Computer Science and Technology",12,12,69,"SLee"
"70",70,"SLee DKim JKim S gLee","Catalog Integration for Electronic Commerce through Category-Hierarchy Merging Technique,","Proceedings of Workshop Research Issues Data Engineering E E Business Systems RIDE Research Issues Data Engineering EC",12,13,70,"SLee"
"71",71,"SLee HKim S gLee","Discovering Taxonomic Relationships from Textual Documents,","Proceedings of IASTED Applied Informatics Conference",12,14,71,"SLee"
"72",72,"SLee HKim S gLee","An Effective Document Clustering Method using User-Adaptable Distance Metrics,","Proceedings of ACM Symposium Applied Computing",12,15,72,"SLee"
"73",73,"SLee HKim S gLee","An Effective Flash Memory Manager for Reliable Flash Memory Space Management,","IEICE Transactions Information and Systems E D",12,16,73,"SLee"
"74",74,"SLee KKim DKim JKim SPark ILee S gLee","An Experimental Evaluation of Dynamic Electronic Catalog Models in Relational Database Systems,","Proceedings of Information Resources Management Association Conference",12,17,74,"SLee"
"75",75,"SLee Han joonKim","A New Flash Memory Management for Flash Storage System ","COMPSAC International Computer Software and Applications Conference",12,18,75,"SLee"
"76",76,"SLee Han joonKim","A Semi-Supervised Document Clustering Technique for Information Organization ","CIKM International Conference Information and Knowledge Management",12,19,76,"SLee"
"77",77,"SLee SLin SWLee"," Generation of Diffuse and Specular Appearance from Photometric Images "," Proc IEEE International Conference Computer Vision Kerkyra",13,33,77,"SLee"
"78",78,"SLee StephenLin","An Appearance Representation for Multiple Reflection Components ","CVPR Computer Vision and Pattern RecognitioN",13,34,78,"SLee"
"79",79,"SLee SLin SWLee"," A Representation of Specular Appearance "," Proc IEEE International Conference Computer Vision Kerkyra",13,35,79,"SLee"
"80",80,"SLee SLin SWLee"," Using Chromaticity Distributions and Eigenspace for Pose-, Illumination-, and Specularity-Invariant D Object Recognition "," Proc IEEE Conference Computer Vision and Pattern Recognition San Juan Puerto Rico",13,36,80,"SLee"
"81",81,"SLee StephenLin","Using Chromaticity Distributions and Eigenspace Analysis for Pose, Illumination, and Specularity-Invariant Recognition of D Objects ","CVPR Computer Vision and Pattern RecognitioN",13,37,81,"SLee"
"82",82,"SLee StephenLin","Estimation of Diffuse and Specular Appearance ","ICCV International Conference Computer Vision",13,38,82,"SLee"
"83",83,"SLee CHOh HSKim HWPark WSKim SWLee ZHCho"," Study of R F , Gradient Pulse and Magnet Instability Effect in NMR Tomography "," IEEE Trans Nucl Sci",13,39,83,"SLee"
"84",84,"SLee EAngelopoulou SWLee RBajcsy"," Spectral Gradient: A Material Descriptor Invariant to Geometry and Incident Illumination "," Proc IEEE International Conference Computer Vision Kerkyra",13,1,84,"SLee"
"85",85,"SLee KArthur GBishop RBajcsy HFarid HFuchs SWLee  LMcMillan AState"," Virtual Reality and Telepresence for st Century Remote Medical Consultation "," Second Carolina Conf Biomed Eng ICSC Symposium Neural Computation",13,2,85,"SLee"
"86",86,"SLee RBajcsy SWLee ALeonardis"," Color Image Segmentation Detection of Highlights and Local Illumination Induced by Inter-reflections, ","Proc of the th International Conference Pattern Recognition Atlantic City",13,3,86,"SLee"
"87",87,"SLee RBajcsy SWLee ALeonardis"," Color Image Segmentation Detection of Highlights and Local Illumination Induced by Inter-reflections, ","Physics Based Vision Principles and Practice Color Ed G E Healey S A Shafer and L B Wolff Jones and Publishers p",13,4,87,"SLee"
"88",88,"SLee RBajcsy SWLee ALeonardis"," Color Image Segmentation and Color Constancy, ","Proc of SPIE The International Society for Optical Engineering Conference Santa Clara Computer Animation",13,5,88,"SLee"
"89",89,"SLee RBajcsy SWLee ALeonardis"," Computational Aspects of Color Constancy "," GRASP Laboratory Technical Report CIS University of",13,6,89,"SLee"
"90",90,"SLee RBajcsy SWLee ALeonardis"," Detection of Diffuse and Specular Interface Reflections and Inter-reflections by Color Image Segmentation ","International Journal of Computer Vision",13,7,90,"SLee"
"91",91,"SLee RuzenaBajcsy","Detection of Specularity Using Color and Multiple Views ","ECCV European Conference Computer Vision",13,8,91,"SLee"
"92",92,"SLee RBajcsy SWLee ALeonardis"," Image Segmentation detection of Highlights and Inter-reflections Using Color "," Proc of the Image Understanding and Machine Vision Topical Meeting Cape Cod",13,9,92,"SLee"
"93",93,"SLee InKyuPark SangUkLee","Shape-Adaptive -D Mesh Simplification Based on Local Optimality Measurement ","Pacific Conference Computer Graphics and Applications",13,40,93,"SLee"
"94",94,"SLee GSharp SWLee DWehe"," An Appearance Representation for Multiple Reflection Components "," Proc IEEE Conference Computer Vision and Pattern Recognition Hilton Head Island Supercomputing",13,41,94,"SLee"
"95",95,"SLee GSharp SWLee DWehe"," Range Image Registration using Extended Feature Vectors "," Proc IEEE International Conference Robotics and Automation",13,42,95,"SLee"
"96",96,"SLee SSull JOh SOh SMHSong SWLee"," Relevance Graph-Based Image Retrieval "," Proc IEEE International Conference Multimedia and Expo New",13,43,96,"SLee"
"97",97,"SLee DavidKWehe GregoryCSharp","ICP Registration Using Invariant Features ","IEEE Transactions Pattern Analysis and Machine Intelligence",13,44,97,"SLee"
"98",98,"SLee DavidKWehe GregoryCSharp","Multiview Registration of D Scenes by Minimizing Error between Coordinate Frames ","ECCV European Conference Computer Vision",13,45,98,"SLee"
"99",99,"SLee DavidKWehe GregoryCSharp","Invariant Features and the Registration of Rigid Bodies ","ICRA International Conference Robotics and Automation",13,46,99,"SLee"
"100",100,"SLee DavidKWehe GregoryCSharp","Toward Multiview Registration in Frame Space ","ICRA International Conference Robotics and Automation",13,47,100,"SLee"
"101",101,"SLee DanielBerwick","A Chromaticity Space for Specularity-, Illumination Color- and Illumination Pose-Invariant -D Object Recognition ","ICCV International Conference Computer Vision",13,10,101,"SLee"
"102",102,"SLee DBerwick SWLee"," Specularity-, Illumination Color- and Pose-Invariant Chromaticity Space for -D Object Recognition "," Proc IEEE International Conference Computer Vision Bombay",13,11,102,"SLee"
"103",103,"SLee DBerwick SWLee"," Spectral Gradients for Color-Based Object Recognition and Indexing ","",13,12,103,"SLee"
"104",104,"SLee DBerwick SWLee"," Spectro-Spatial Gradients for Color-Based Object Recognition and Indexing "," Proc International Conference Computer Analysis of Images and Patterns Ljubljana",13,13,104,"SLee"
"105",105,"SLee DBerwick SWLee"," Spectro-Spatial Gradients for -D Object Recognition and Indexing ","",13,14,105,"SLee"
"106",106,"SLee ZHCho HWPark JBRa SWLee SKHilal"," Echo-Time Encoded Chemical Shift NMR Spectroscopic Imaging Technique "," Proc rd Annual Meeting Society of Magnetic Resonance Medicine New",13,15,106,"SLee"
"107",107,"SLee ZHCho HSKim CHOh HWPark SWLee ","NMR Imaging: Principles;Algorithms;","Lecture Note Medical Informatics Systems Selected Topics Image Science Z H Cho Springer Verlag p",13,16,107,"SLee"
"108",108,"SLee ZHCho SWLee"," Short T Sodium Imaging Using Quadrature Coils KAIS Tesla Superconducting NMR system "," Proc th Annual Meeting Society of Magnetic Resonance Medicine Montreal",13,17,108,"SLee"
"109",109,"SLee HFarid SWLee RBajcsy"," View Selection Strategies for Multi-View, Wide-Baseline Stereo "," GRASP Laboratory Technical Report CIS University of",13,18,109,"SLee"
"110",110,"SLee CFrost SWLee RJohnson YLMurphy"," Research on Human-centered Design and Evaluation of Multimode Image Retrieval "," Proc Fourth DELOS Workshop Pisa",13,19,110,"SLee"
"111",111,"SLee HFuchs GBishop KArthur LMcMillan RBajcsy SWLee HFarid TKanade"," Visual Space Teleconferencing Using a Sea of Cameras "," Proc of the First Intern Symp Med Robotics and Comput Assisted Surgery",13,20,111,"SLee"
"112",112,"SLee WHGarner SKHilal SWLee ASpector"," Sodium- Magnetic Resonance Imaging of the Eye and Lens "," Proc Natl Acad Sci",13,21,112,"SLee"
"113",113,"SLee ZHe JObermark JDu SWLee DKWehe GFKnoll"," The CSPD- Gamma-Ray Vision System "," Proc IEEE Nuclear Science Symposium Medical Imaging Conference Part of San Francisco",13,22,113,"SLee"
"114",114,"SLee SKHilal SWLee ZHCho SKMun JBRa MMawad AJSilver PSane"," Proton and Sodium NMR "," Proc rd Annual Meeting Society of Magnetic Resonance Medicine New",13,23,114,"SLee"
"115",115,"SLee SWLee RBajcsy"," Detection of Specularity Using Color and Multiple Views, ","Image and Vision Computing",13,24,115,"SLee"
"116",116,"SLee SWLee RBajcsy"," Detection of Specularity Using Color and Multiple Views, ","Proc of European Conference Computer Vision S Margherita Ligure",13,25,116,"SLee"
"117",117,"SLee SWLee ZHCho"," Limited Angular View Planar-Integral Projection Reconstruction in NMR imaging "," IEEE Trans Nucl Sci",13,26,117,"SLee"
"118",118,"SLee SWLee SKHilal ZHCho"," A Multinuclear Magnetic Resonance Imaging Technique - Simultaneous Proton and Sodium Imaging "," Mag Res Imaging",13,27,118,"SLee"
"119",119,"SLee SWLee SKHilal JBRa JHKim SKMun ZHCho"," Implementation of Simultaneous Multinuclear MR Imaging: Proton and Sodium "," Radiology Scientific Program th RSNA Annual Meeting D C",13,28,119,"SLee"
"120",120,"SLee SWLee"," Where am I? "," Sensors and Methods for Robot Positioning J Borenstein ed Report to US Dept of Energy Published CD IFIP ACM Working Conference Component Deployment ROM by A K Peters",13,29,120,"SLee"
"121",121,"SLee SWLee AJaklic R Bajcsy FSolina"," Analysis of Multiple Reflection Components, ","Proc of IEEE Conference Melecom Ljubljana",13,30,121,"SLee"
"122",122,"SLee SLin SWLee"," Detection of Specularity Using Stereo in Color and Polarization Space "," Computer Vision and Image Understanding",13,31,122,"SLee"
"123",123,"SLee SLin SWLee"," Detection of Specularity Using Stereo in Color and Polarization Space "," Proc International Conference Pattern Recognition",13,32,123,"SLee"
"124",124,"SLee Byeong SooJeong HyonwooSeung","A Secure Dynamic Copy Protocol in Real-Time Secure Database Systems ","Workshop Languages Compilers and Tools for Embedded Systems",14,1,124,"SLee"
"125",125,"SLee HyonwooSeung TaewoongJeon","An Integrated Push/Pull Buffer Management Method in Multimedia Communication Environments ","LCTES Languages Compilers and Tools for Embedded Systems",14,2,125,"SLee"
"126",126,"SLee HyonwooSeung TaewoongJeon","Embedding built-in tests in hot spots of an object-oriented framework ","SIGPLAN Special Interest Group Programming Languages Notices",14,3,126,"SLee"
"127",127,"SLee HyonwooSeung SunghwanRoh TaewoongJeon","The Design and Implementation of an Object-Oriented Process Control Loop Framework ","AISA Advanced Internet Services and Applications",14,4,127,"SLee"
"128",128,"SLee HyonwooSeung TaewoongJeon","Increasing the Testability of Object-Oriented Frameworks with Built-in Tests ","AISA Advanced Internet Services and Applications",14,5,128,"SLee"
"129",129,"SLee HyungillKim JongwonLee","A Network Channel Buffer Scheduling Algorithm for an Interactive VOD Server ","FTDCS Future Trends Distributed Computing Systems",14,6,129,"SLee"
"130",130,"SLee HyungillKim JongwonLee","Scheduling of Hard Aperiodic Tasks in Hybrid Static/Dynamic Priority Systems ","Workshop Languages Compilers amp Tools for Real Time Systems",14,7,130,"SLee"
"131",131,"SLee Byeong SooJeong DaehoKim","Optimistic Secure Real-Time Concurrency Control Using Multiple Data Version ","LCTES Languages Compilers and Tools for Embedded Systems",14,10,131,"SLee"
"132",132,"SLee HyungillKim JongwonLee","Scheduling Soft Aperiodic Tasks in Adaptable Fixed-Priority Systems ","Operating Systems Review",14,8,132,"SLee"
"133",133,"SLee Byeong SooJeong HyonwooSeung","A Secure Dynamic Copy Protocol in Real-Time Secure Database Systems ","Workshop Languages Compilers and Tools for Embedded Systems",14,11,133,"SLee"
"134",134,"SLee Byeong SooJeong Hyung IlKim Young RaeHong","Design and Implementation of the Content Manager in a Multimedia Streaming Framework ","PDPTA Parallel and Distributed Processing Techniques and Applications",14,9,134,"SLee"
"135",135,"SLee HyonwooSeung TaewoongJeon","An Integrated Push/Pull Buffer Management Method in Multimedia Communication Environments ","LCTES Languages Compilers and Tools for Embedded Systems",14,12,135,"SLee"
"136",136,"SLee HyonwooSeung TaewoongJeon","Embedding built-in tests in hot spots of an object-oriented framework ","SIGPLAN Special Interest Group Programming Languages Notices",14,13,136,"SLee"
"137",137,"SLee TzillaElrad UfukVerun","Extending Working Evnrironments for the Development of Reactive/Adaptive Systems with Intelligent Controls ","Europe",14,14,137,"SLee"
"138",138,"SLee ChoongSeonHong ZhaoweiQu","A QoS Provision Architecture for Mobile IPv over MPLS Using HMAT ","EurAsia ICT International Conference Telecommunications",14,15,138,"SLee"
"139",139,"Sugh HoonLee","Retransmission Scheme for MPEG Streams in Mission Critical Multimedia Applications ","EUROMICRO",14,16,139,"SLee"
"140",140,"SLee Chong SunHwang SungSukKim","Using reordering technique for mobile transaction management in broadcast environments ","Data Knowl Eng",15,10,140,"SLee"
"141",141,"SLee Chong SunHwang HeonChangYu","Revisiting Transaction Management in Multidatabase Systems ","Distributed and Parallel Databases",15,11,141,"SLee"
"142",142,"SLee Chong SunHwang MasaruKitsuregawa","Using Predeclaration for Efficient Read-Only Transaction Processing in Wireless Data Broadcast ","IEEE Trans Knowl Data Eng",15,12,142,"SLee"
"143",143,"SLee Chong SunHwang HeonChangYu SungSukKim","Optimistic Scheduling Algorithm for Mobile Transactions Based on Reordering ","Data Management",15,13,143,"SLee"
"144",144,"SLee Chong SunHwang SoonYoungJung SungSukKim","O-PreH: Optimistic Transaction Processing Algorithm based on Pre-Reordering in Hybrid Broadcast Environments ","CIKM International Conference Information and Knowledge Management",15,14,144,"SLee"
"145",145,"SLee Chong SunHwang WonGyeLee","A Uniform Approach to Global Concurrency Control and Recovery in Multidatabase Environment ","CIKM International Conference Information and Knowledge Management",15,15,145,"SLee"
"146",146,"SLee Chong SunHwang SoonYoungJung","A New Conflict Relation for Concurrency Control and Recovery in object-based Databases ","CIKM International Conference Information and Knowledge Management",15,16,146,"SLee"
"147",147,"SLee Chong SunHwang JeHyokRyu MoonBaeSong","Considering Mobility Patterns in Moving Objects Database ","ICPP International Conference Parallel Processing",15,1,147,"SLee"
"148",148,"SLee Chong SunHwang SoonYoungJung","A New Weaker Conflict Relation in Semantics-Based Concurrency Control ","OOIS Object Oriented Information Systems",15,2,148,"SLee"
"149",149,"SLee Chong SunHwang MasaruKitsuregawa","Efficient Processing of Wireless Read-only Transactions in Data Broadcast ","RIDE Research Issues Data Engineering",15,3,149,"SLee"
"150",150,"SLee Chong SunHwang HeonChangYu","Caching and Concurrency Control in Mobile Client/Server Database Systems ","CODAS The Second International Symposium Cooperative Database Systems for Advanced Applications",15,4,150,"SLee"
"151",151,"SLee Chong SunHwang SoonYoungJung","Concurrency Control Using a New Weaker Conflict Relation ","DEXA Database and Expert Systems Applications Workshop",15,5,151,"SLee"
"152",152,"SLee Chong SunHwang MasaruKitsuregawa","Using Predeclaration for Efficient Read-only Transaction Processing in Wireless Data Broadcast ","ICDCS International Conference Distributed Computing Systems",15,6,152,"SLee"
"153",153,"SLee Chong SunHwang Won GyuLee","A unified approach to global concurrency control and global deadlocks in a multidatabase environment ","ICPADS International Conference Parallel and Distributed Systems",15,7,153,"SLee"
"154",154,"SLee Chong SunHwang HeongChangYu","Supporting Transactional Cache Consistency in Mobile Database Systems ","MobiDE",15,8,154,"SLee"
"155",155,"SLee Chong SunHwang","Unified Protocols of Concurrency Control and Recovery in Distributed Object-based Databases ","Comput J",15,9,155,"SLee"
"156",156,"SLee DSKim SYLee RMKil"," Auditory processing of speech signals for robust speech recognition in real-world noisy environments "," IEEE Transactions Speech and Audio Processing P",16,10,156,"SLee"
"157",157,"SLee Doh SukKim HoonKim Jae HoonJeong","Speaker adaptation based on judge neural networks for real world implementations of Voice-Command systems ","Inf Sci",16,11,157,"SLee"
"158",158,"Su InLee","Top-Down Attention Control at Feature Space for Robust Pattern Recognition ","Biologically Motivated Computer Vision",16,12,158,"SLee"
"159",159,"SLee MichaelMozer","Robust Recognition of Noisy and Superimposed Patterns via Selective Attention ","NIPS Neural Information Processing Systems",16,13,159,"SLee"
"160",160,"SLee CheolHoonPark Jung WookCho","On-line Handwritten Character Recognition by a Hybrid Method based on Neural Networks and Pattern Matching ","IWANN International Work Conference Artificial and Natural Neural Networks",16,14,160,"SLee"
"161",161,"SLee Ki YoungPark MarwanAJabri TerrenceJSejnowski","Properties of Independent Components of Self-Motion Optical Flow ","ISMVL IEEE INTERNATIONAL SYMPOSIUM MULTIPLE VALUED LOGIC",16,15,161,"SLee"
"162",162,"SLee Ki YoungPark","Out-of-Vocabulary Rejection based on Selective Attention Model ","Neural Processing Letters",16,16,162,"SLee"
"163",163,"SLee Hyung MinPark Un MinBae","Top-down attention to complement independent component analysis for blind signal separa ","Neurocomputing",16,17,163,"SLee"
"164",164,"SLee Song YeeYoon","Training Algorithm with Incomplete Data for Feed-Forward Neural Networks ","Neural Processing Letters",16,18,164,"SLee"
"165",165,"SLee JimAustin RheeManKil","Building information systems based on neural networks ","Neurocomputing",16,1,165,"SLee"
