"","X","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID","Author"
"32",32,"ShinyaNozaki Yen WeiChen ZenshoNakao ShinsukeFujioka HiroyukiShiraga","A heuristic penumbral imaging technique for measurements of laser-produced plasma density profile","Review of Scientific Instruments press SCI Scalable Coherent Interface",11,102,32,"YChen"
"33",33,"YChen HNagamoto FAli ZNakao Y WChen"," Evolutionary CT Image Reconstruction by Variant Chromosome Size"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",11,79,33,"YChen"
"34",34,"YChen SNozaki Y WChen ZNakao"," An Adaptive Simulated Annealing to optimization of Phase distribution of Kinoform"," Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific",11,103,34,"YChen"
"35",35,"ShinyaNozaki Yen WeiChen ZenshoNakao","A new optimization algorithm of Kinoform based on simulated annealing","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo V",11,104,35,"YChen"
"36",36,"ShinyaNozaki Yen WeiChen ZenshoNakao HiroyukiShiraga","Reconstruction of x-ray penumbral images based on heuristic methods","Image Processing Algorithms and Systems SPIE The International Society for Optical Engineering Press",11,105,36,"YChen"
"37",37,"YChen MidoriTakashibu ZenshoNakao","Evolutionary CT Image Reconstruction by Image Partitioning ","SEAL Simulated Evolution and Learning",11,106,37,"YChen"
"38",38,"YChen STobaru FAli ZNakao Y WChen"," Gray Image Reconstruction by a New Back-Propagation Neural Network"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",11,107,38,"YChen"
"39",39,"YChen NWang Y WChen ZNakao"," Coupled Lattice Neural Network for Blind Deconvolution"," Proc of SPIE The International Society for Optical Engineering",11,108,39,"YChen"
"40",40,"NingWang Yen WeiChen ZenshoNakao ShinichiTamura","An evolutionary self-organizing neural network for blind deconvolution","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W",11,109,40,"YChen"
"41",41,"YChen Y WChen YIzawa SNakai CYamanaka"," Analysis of laser beam propagation effects in atomic laser isotope separation"," Jpn J Appl Phys SCI Scalable Coherent Interface",11,40,41,"YChen"
"42",42,"YChen Y WChen HNiki SAdachi YIzawa SNakai CYamanaka"," Numerical studies on propagation of laser pulses in multilevel photoionization system"," J Opt Soc Am B SCI Scalable Coherent Interface",11,41,42,"YChen"
"43",43,"YChen Y WChen HArakawa ZNakao KYamashita RKodama"," A Noise-Smoothing Filter Based on Adaptive Windowing Applied to Penumbral Imaging"," IEICE Trans Fundamentals E A SCI Scalable Coherent Interface",11,42,43,"YChen"
"44",44,"YChen Y WChen RKodama ZNakao"," Penumbral Imaging of Laser Imploded Targets and Its Blind Reconstruction"," IEEE Trans SCI Scalable Coherent Interface",11,43,44,"YChen"
"45",45,"Yen WeiChen NingWang","Parallel-distributed blind deconvolution based on a self-organizing neural network and a two-step learning method","Proc of Int Conf Nonlinear Science the Border of Milleniums Saint p",11,44,45,"YChen"
"46",46,"YChen Y WChen ZNakao XFang"," A Parallel Genetic Algorithm based on the Island Model for Image Restoration"," Neural Networks for Signal Processing Eds S Usui et IEEE Press",11,45,46,"YChen"
"47",47,"YChen Y WChen ZNakao XFang STamura"," A parallel genetic algorithm for image restoration"," Proc of th Int Conf Pattern Recognition W",11,46,47,"YChen"
"48",48,"YChen Y WChen ZNakao XFang"," Parallelization of a Genetic Algorithm for Image Restoration and Its Performance Analysis"," Proc of IEEE rd Int Conf Evolutionary Computation Nagoya",11,47,48,"YChen"
"49",49,"YChen MNakai SShinohara MKatayama Y WChen SKobayashi NMiyanaga KTanaka KNishihara MYamanaka TYamanaka SNakai"," Development of X-ray emission computed tomography for ICF Research"," Rev Sci Instrum SCI Scalable Coherent Interface",11,80,49,"YChen"
"50",50,"YChen Y WChen TEnokura NMendoza ZNakao","A pyramid model for blind deconvolution based on simulated annealing","Proc of IEEE International Conference Industrial Electronis Control and Instrumentation Nagoya EI",11,48,50,"YChen"
"51",51,"YChen MNakai MYamanaka HAzechi Y WChen TJitsuno MKatayama KMima NMiyanaga HNakaishi MNakatsuka ANishiguchi PANorreys YSetsuhara MTakagi TNorimatsu TYamanaka SNakai"," X-ray and particle diagnostics of a high-density plasma by laser implosion"," Rev Sci Instrum SCI Scalable Coherent Interface",11,81,51,"YChen"
"52",52,"YChen Y WChen ZNakao KArakaki INakamura STamura"," Reconstruction of neutron penumbral images by a constrainted genetic algorithm"," Proc of th Int Conf Pattern Recognition E",11,49,52,"YChen"
"53",53,"YChen ZNakao Y WChen TTengan MKinjo"," Ada-based support packages for fuzzy expert system construction & GUI"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto",11,82,53,"YChen"
"54",54,"YChen ZNakao MTakashibu Y WChen"," Evolutionary CT image reconstruction by image partitioning"," Lecture Notes Artificial Intelligence Eds X Yao J H Kim T Furuhashi Springer",11,83,54,"YChen"
"55",55,"YChen ZNakao Y WChen MTakashibu YKina"," Evolutionary reconstruction of gray images"," Proc of Int Fuzzy Systems and Intelligent Control Conf Hawai",11,84,55,"YChen"
"56",56,"YChen ZNakao Y WChen FAli"," Evolutionary reconstruction of plane binary images from projections"," J Jpn Soc Fuzzy Theo and Sys",11,85,56,"YChen"
"57",57,"YChen ZNakao Y WChen MTakashibu YKina"," Evolutionary reconstruction of plane color images from projections"," FUZZY LOGIC FOR THE APPLICATIONS TO COMPLEX SYSTEMS Edited by W Chiang J Lee World Scientific",11,86,57,"YChen"
"58",58,"YChen NWang Y WChen ZNakao STamura"," Parallel-distributed blind deconvolution based on a self-organizing neural network"," Appl Opt",11,110,58,"YChen"
"59",59,"YChen ZNakao Y WChen FAli"," An Evolutionary reconstruction technique of plane uniform images"," Proc of International Conference Neural Information Processing Beijing",11,87,59,"YChen"
"60",60,"YChen NWang LLiu Y WChen"," Pattern Recognition Based on Artificial Immune Neural Network"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",11,111,60,"YChen"
"61",61,"YChen ZNakao Y WChen TTengan"," Neuro-genetic reconstruction of ternary gray image from projections"," Proc of th IASTED International Conference Applied Informatics Innsbruck",11,88,61,"YChen"
"62",62,"YChen NWang Y WChen ZNakao STamura HAritome"," Synthesis of Binary Computer Generated Holograms Based on a Coding and Frequency Domain Optimization Algorithm"," International Journals of Opt Electronics",11,112,62,"YChen"
"63",63,"YChen ZNakao Y WChen MNoborikawa STobaru TTengan"," Reconstruction of Gray Images by Neural Networks"," Methodologies for the Conception Design and Application of Intelligent System Edited by T Yamakawa G Matsumoto World Scientific",11,89,63,"YChen"
"64",64,"YChen SYamauchi Y WChen ZNakao"," Optimization of Computer-Generated Holograms by an Artificial Neural Network"," Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian",11,113,64,"YChen"
"65",65,"YChen Xiang YanZeng ZenshoNakao","Blind Separation Based on an Evolutionary Neural Network ","ICPR International Conference Pattern Recognition",11,114,65,"YChen"
"66",66,"Xiang YanZeng Yen WeiChen ZenshoNakao HanqingLu","h Texture segmentation based on pattern maps obtained by independent component analysis","Proc of th Int Conf Neural Information Processing Shanghai",11,115,66,"YChen"
"67",67,"Xiang YanZeng Yen WeiChen ZenshoNakao HanqingLu","h Texture segmentation based on pattern maps obtained by principal component analysis","Proc of Int Tech Conf Circuits Systems Computers and Communications Tokushima",11,116,67,"YChen"
"68",68,"Xiang YanZeng Yen WeiChen ZenshoNakao HanqingLu","A new texture feature based on PCA pattern maps and its application to image retrieval","IEICE Trans Information Systems press SCI Scalable Coherent Interface",11,117,68,"YChen"
"69",69,"YChen Y WChen ZNakao KArakaki STamura"," Blind Deconvolution Based on Genetic Algorithms"," IEICE Trans Fundamentals E A SCI Scalable Coherent Interface",11,10,69,"YChen"
"70",70,"YChen Y WChen ZNakao KArakaki STamura"," Blind deconvolution based on genetic algorithms"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea",11,11,70,"YChen"
"71",71,"YChen Y WChen ZNakao MIguchi STamura"," Blind deconvolution by genetic algorithms"," Proc of SPIE The International Society for Optical Engineering EI",11,12,71,"YChen"
"72",72,"YChen Y WChen KOtsuki ZNakao RKodama"," Blind Dconvolution of X-ray Penumbral Images"," Rev Sci Instrum SCI Scalable Coherent Interface",11,13,72,"YChen"
"73",73,"YChen Y WChen KOtsuki ZNakao RKodama"," Blind Dconvolution of Spatially Encoded Penumbral Images"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",11,14,73,"YChen"
"74",74,"Yen WeiChen ShusukeNarieda KatsumiYamashita","Blind nonlinear channel identification based on a constrained genetic algorithm","Proc of IEEE Instrumentation and Measurement Conference Budapest",11,15,74,"YChen"
"75",75,"YChen Y WChen NMiyanaga MYamanaka HAzechi KNishihara TYamanaka SNakai CYamanaka"," Observation of burn and pusher regions of laser-driven large-high-aspect- ratio-target by a-particle imaging"," Jpn J Appl Phys SCI Scalable Coherent Interface",11,16,75,"YChen"
"76",76,"TYChen TCYang Y WChen BYLiao","Channel noise reduction for M/R VQ with index assignment","Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press",11,17,76,"YChen"
"77",77,"YChen Y WChen ZNakao KArakaki STamura"," Reconstruction of Neutron Penumbral Images by a Genetic Algorithm with Laplacian Constraint"," Neural Networks for Signal Processing Eds S Usui et IEEE Press",11,50,77,"YChen"
"78",78,"YChen Y WChen ZNakao KArakaki STamura"," Distortion-Free Reconstruction of Neutron Penumbral Images by a Genetic Algorithm"," IEEE Trans SCI Scalable Coherent Interface",11,18,78,"YChen"
"79",79,"YChen Y WChen","Review of imaging techniques for burn region observation in laser fusion research"," Invited Speech Proc of rd Conf of Association for Science and Technology Chinese Academic Press",11,51,79,"YChen"
"80",80,"YChen Y WChen SYamauchi NWang ZNakao"," A fast kinoform optimization algorithm based on simulated annealing,","IEICE Trans Fundamentals E A SCI Scalable Coherent Interface",11,19,80,"YChen"
"81",81,"YChen Y WChen KNomaru KKou YIzawa SNakai CYamanaka"," Research activities on atomic laser isotope separation at ILT and ILE, Osaka University"," Proc of th Workshop separation phenomena liquid and gass Beijin",11,52,81,"YChen"
"82",82,"Y WChen ZNakao KArakaki XFang STamura"," Restoration of Gray Images Based on a Genetic Algorithm with Laplacian Constraint"," Fuzzy Sets and Systems SCI Scalable Coherent Interface",11,53,82,"YChen"
"83",83,"YChen Y WChen"," Simultaneous Measurement of Time-Resolved D Temperature Distribution of Evaporation Surface Heated by an Electron Beam with Sweeping Mode"," Proc of IEEE Instrumentation and Measurement Technology Conference St Paul",11,54,83,"YChen"
"84",84,"YChen Y WChen","Simultaneous Measurement of Time-resolved D Temperature Distribution of Evaporation Surface Heated by Swept Electron Beam","IEEE Trans Instrumentation Measurement SCI Scalable Coherent Interface",11,55,84,"YChen"
"85",85,"Yen WeiChen NoelMendoza ShinyuUehara ZenshoNakao TatsuhiroAdachi YoshihisaMasuda","Estimating wind speed in lower atmosphere wind profiler based on genetic algorithms","Proc of IEEE Instrumentation and Measurement Conference Budapest",11,56,85,"YChen"
"86",86,"YChen Y WChen NMiyanaga MYamanaka MNakai KATanaka KNishihara TYamanaka SNakai"," Three-dimensional imaging of laser imploded targets"," J Appl Phys",11,57,86,"YChen"
"87",87,"YChen ZNakao Y WChen YKina"," ART estimation of color images from projections"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto",11,90,87,"YChen"
"88",88,"YChen Y WChen NMiyanaga MYamanaka MNakai TYamanaka SNakai"," Three-Dimensional Imaging of Laser-Imploded Targets Using X-ray Computed Tomography Technique"," IEEE Trans SCI Scalable Coherent Interface",11,58,88,"YChen"
"89",89,"YChen MakotoNakasone MidoriTakashibu YasuyukiKina ZenshoNakao","Evolutionary Reconstruction of Gray Images ","International Conference Evolutionary Computation",11,91,89,"YChen"
"90",90,"YChen Y WChen MYamanaka NMiyanaga TYamanaka SNakai CYamanaka STamura"," Three-dimensional reconstruction of laser-irradiated targets using URA coded aperture cameras"," Opt Commun SCI Scalable Coherent Interface",11,59,90,"YChen"
"91",91,"YChen MNakasone FAli ZNakao Y WChen"," Parallel Evolutionary Reconstruction of Gray Images by Exponential Gray Level Growth"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",11,92,91,"YChen"
"92",92,"YChen SNarieda Y WChen KYamashita","Blind nonlinear channel identification based on higher order statistics using hybrid genetic algorithm","Proc of IEEE Int Conf Systems Man and Cybernetics Nashville",11,93,92,"YChen"
"93",93,"YChen HNiki NESAly KKou KNomaru Y WChen YIzawa SNakai CYamanaka"," Laser isotope separation of gadolinium"," Proc of the th Interational Symposium Advanced Nuclear Energy Research Mito",11,94,93,"YChen"
"94",94,"YChen MNoborikawa FAli ZNakao Y WChen"," Gray Image Reconstruction by Parallel Simulated Annealing"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",11,95,94,"YChen"
"95",95,"YChen KNomaru YIzawa Y WChen"," Growth of Spatial Nonuniformity of Laser Beam Propagating in Near-Resonant Atomic Vapor"," Journal of Nuclear Science and Technology SCI Scalable Coherent Interface",11,96,95,"YChen"
"96",96,"YChen KNomaru Y WChen YIzawa SNakai CYamanaka"," Spatial and temporal behavious of laser beam propagating in atomic vapor"," Laser Interaction and Related Plasma Phenomera Edited by S Nakai G H Miely AIP Press",11,97,96,"YChen"
"97",97,"YChen KNoumaru Y WChen YIzawa SNakai CYamanaka"," Near-resonant effects on propagation of frequency-swept laser pulse in atomic vapor laser isotope separation"," J Nucl Sci Technol SCI Scalable Coherent Interface",11,98,97,"YChen"
"98",98,"YChen KNoumaru Y WChen YIzawa SNakai CYamanaka"," Propagation of laser pulse in near resonant medium"," Proc of the th Interational Symposium Advanced Nuclear Energy Research Mito",11,99,98,"YChen"
"99",99,"YChen FAli MNakasone HNagamoto STobaru MNoborikawa ZNakao Y WChen"," Comparative Evaluation of Three New Soft Computing Approaches to Image Reconstruction from Projections"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",11,1,99,"YChen"
"100",100,"YChen FFAli SYokegawa ZNakao Y WChen"," CT Image Reconstruction by Stochastic Relaxation,","Proc of rd Int l Conf Knowledge Based IntelligentInformation Engineering Systems Adelaide",11,2,100,"YChen"
"101",101,"YChen FathElAlemFAli ZenshoNakao","GA-Based Reconstruction of Plane Binary Images ","International Conference Evolutionary Computation",11,3,101,"YChen"
"102",102,"YChen FFAli ZNakao Y WChen","An adaptive backpropagation for limited-angle CT image reconstruction","IEICE Trans Fundamentals E A SCI Scalable Coherent Interface",11,4,102,"YChen"
"103",103,"YChen FFAli KMatsuo ZNakao Y WChen","An evolutionary algorithm for CT image reconstruction","Journal of Robotics and Mechatronics",11,5,103,"YChen"
"104",104,"YChen FAli ZNakao Y WChen"," Two new neural network approaches to two-dimensional CT image reconstruction"," Fuzzy Sets and Systems SCI Scalable Coherent Interface",11,6,104,"YChen"
"105",105,"YChen Y WChen TEnokura ZNakao"," A Fast Image Restoration Algorithm Based on Simulated Annealing,","Proc of rd Int l Conf Knowledge Based IntelligentInformation Engineering Systems Adelaide",11,20,105,"YChen"
"106",106,"YChen NSAly KNoumaru Y WChen HNiki YIzawa SNakai"," Selective photoionization scheme for atomic Gadolinium laser isotope separation"," Rew Laser Eng SCI Scalable Coherent Interface",11,7,106,"YChen"
"107",107,"YChen Yen WeiCHEN Xiang YanZENG ZenshoNAKAO","Geographic Information System Construction Using High-resolution Satellite Imagesh,","OPSEARECH",11,21,107,"YChen"
"108",108,"YChen KouichiArakaki ShinichiTamura ZenshoNakano","Evolutionary Reconstruction of Neutron Penumbral Images ","International Conference Evolutionary Computation",11,8,108,"YChen"
"109",109,"YChen Y WChen ZNakao MIguchi STamura"," Genetic algorithms for coded aperture imaging"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto",11,22,109,"YChen"
"110",110,"YChen HArakawa Y WChen ZNakao KYamashita INakamura STamura"," A noise-smoothing filtering based on adaptive windowing for penumbral imaging"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea",11,9,110,"YChen"
"111",111,"YChen Y WChen ZNakao KArakaki"," Genetic Algorithms Applied to Neutron Penumbral Imaging"," Optical Review B",11,23,111,"YChen"
"112",112,"Yen WeiChen Xiang YanZeng ZenshoNakao HanqingLu","hEdge detection by learning the principal components of images","Proc of IEEE International Workshop Intelligent Signal Processing Budapest",11,24,112,"YChen"
"113",113,"YChen Y WChen NMiyanaga MYamanaka TYamanaka SNakai TIguchi MNakazawa TIida STamura"," High resolution penumbral imaging of -MeV neutrons"," IEICE Trans Electronics E C SCI Scalable Coherent Interface",11,25,113,"YChen"
"114",114,"Yen WeiChen NoelMendoza","A heuristic approach to image superresolution","Proc Of IEEE International Workshop Intelligent Signal Processing Budapest",11,26,114,"YChen"
"115",115,"Yen WeiChen NoelMendoza ZenshoNakao TatsuhiroAdachi","h Estimating Wind Speed in the Lower Atmosphere Wind Profiler Based on a Genetic Algorithm","IEEE Trans Instrumentation Measurement press SCI Scalable Coherent Interface",11,27,115,"YChen"
"116",116,"YChen Y WChen ZNakao STamura"," Attenuation correction for x-ray emission computed tomography of laser-produced plasma"," IEICE Trans Fundamentals E A SCI Scalable Coherent Interface",11,60,116,"YChen"
"117",117,"YChen Y WChen TEnokura ZNakao"," A Hybrid GA/SA Approach to Blind Deconvolution"," Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian",11,28,117,"YChen"
"118",118,"TatsuroEnokura Yen WeiChen ZenshoNakao","A fast algorithm for image restoration based on a hybrid GA and SA","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W",11,61,118,"YChen"
"119",119,"YChen Y WChen X YZang ZNakao"," A Hybrid Neural Network Training Approach of Backpropagation and Genetic Algorithm for Classification of Remotely Sensed Images"," Proc of the Fifth Int Conf Neural Network Information Processing Kitakyushu",11,29,119,"YChen"
"120",120,"YChen XueFang ZenshoNakao","Parallelization of a Genetic Algorithm for Image Restoration and Its Performance Analysis ","International Conference Evolutionary Computation",11,62,120,"YChen"
"121",121,"YChen YIzawa Y WChen KNoumaru NSAly KKou HNiki SNakai CYamanaka"," Near-resonant effects on laser pulse propagation in atomic laser isotope separation"," Proc of SPIE The International Society for Optical Engineering EI",11,63,121,"YChen"
"122",122,"YChen YKawano ZNakao Y WChen"," An Application of Automaton Neural Networks to Artificial Agents"," Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian",11,64,122,"YChen"
"123",123,"YChen YKawano ZNakao Y WChen"," Automaton Neural Networks and Artificial Agents - Simulation"," Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific",11,65,123,"YChen"
"124",124,"YChen KKishimoto Y WChen ZNakao INakamura STamura"," A quantitative evaluation of URA coded aperture imaging"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea",11,66,124,"YChen"
"125",125,"YChen KKishimoto Y WChen ZNakao"," Tomographic Resolution of URA Coded Aperture Imaging and Its Enhansment"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",11,67,125,"YChen"
"126",126,"NKitabatake Y WChen ZNakao","Improvement of tomographic imaging in coded aperture system based on simulated annealing","Proc of Int Tech Conf Circuits Systems Computers and Communications Pusan Korea",11,68,126,"YChen"
"127",127,"TetsuyaKohatsu ShinyaNozaki Yen WeiChen","CT image reconstruction based on a heuristic method from limited number of projections","Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press",11,69,127,"YChen"
"128",128,"YChen Y WChen TEnokura ZNakao"," A Hybrid Approach to Blind Deconvolution Using Genetic Algorithm and Simulated Annealing"," Proc of IEEE Int Conf Systems Man and Cybernetics San Diego",11,30,128,"YChen"
"129",129,"YChen Y WChen ZNakao MIguchi"," Evolutionary reconstruction of coded image"," Proc of Asian Conference Computer Vision",11,31,129,"YChen"
"130",130,"YChen Y WChen ZNakao KArakaki STamura"," Evolutionary reconstruction of neutron penumbral images"," Proc of IEEE rd Int Conf Evolutionary Computation Nagoya",11,32,130,"YChen"
"131",131,"YChen Y WChen ZNakao INakamura"," A Quantitative Evaluation of Neutron Penumbral Imaging with a Toroidal-Segment Aperture"," IEICE Trans Electronics E C",11,33,131,"YChen"
"132",132,"YChen Y WChen KNomaru KKou YIzawa SNakai CYamanaka"," Laser spectroscopy and laser isotope separation of atomic gadolinium"," Invited Talk Proc of Symposium Laser Spectroscopy Taejon Korea",11,34,132,"YChen"
"133",133,"YChen Y WChen RKodama TMatsushita"," Imaging of Laser-Imploded Targets with x-ray CCD cameras"," Proc of IEEE Instrumentation and Measurement Technology Conference St Paul",11,35,133,"YChen"
"134",134,"YChen Y WChen MYamanaka NMiyanaga HAzechi SIshikawa TYamanaka SNaka STamura"," Measurement of D-D burn region using proton prnumbral coded aperture imaging"," Opt Commun SCI Scalable Coherent Interface",11,36,134,"YChen"
"135",135,"Yen WeiChen Xiang YanZeng ZenshoNakao","Independent component analysis by evolutionary neural networks","Applications of Artificial Neural Networks Image Processing Eds N M Nasrabhadi SPIE The International Society for Optical Engineering Press",11,37,135,"YChen"
"136",136,"YChen RLin Y WChen KTeruya INakamura HHiga ZNakao","The use of a GPS in geographic information system construction","Proc of Int Tech Conf Circuits Systems Computers and Communications Pusan Korea",11,70,136,"YChen"
"137",137,"Yen WeiChen","Independent component analysis and its application to pattern recognition","Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press",11,38,137,"YChen"
"138",138,"YChen HanqingLu Xiang YanZeng ZenshoNakao","An ICA-Based Illumination-Free Texture Model and Its Application to Image Retrieval ","IEEE Pacific Rim Conference Multimedia",11,71,138,"YChen"
"139",139,"YChen Y WChen ZNakao MIguchi STamura"," An evolutionary algorithm for image restoration"," Proc of IEEE International Conference Neural Networks and Signal Processing Nanjing",11,39,139,"YChen"
"140",140,"NoelMendoza Yen WeiChen ZenshoNakao","A hybrid EA approach to multisensor image super-resolution","Proc of Int Tech Conf Circuits Systems Computers and Communications Tokushima",11,72,140,"YChen"
