"","X","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID","Author"
"35",35,"EDahlhaus FManne MMiller JRyan","Algorithms for combinatorial problems related to train marshalling,","Proceedings of AWOCA Hunter Valley",1,59,35,"MMiller"
"36",36,"BDMcKay MMiller JSiran","A note on large graphs of diameter two and given maximum degree,","J Combinatorial Theory",1,92,36,"MMiller"
"37",37,"MMiller KedsPark","","Proceedings of the Fourteenth Australasian Workshop Combinatorial Algorithms Seoul Korea",1,93,37,"MMiller"
"38",38,"MMiller HMNguyen XSlamin","Construction techniques for diregular and non-diregular large directed networks,","Proceedings of AWOCA Frazer Island",1,94,38,"MMiller"
"39",39,"MMiller JSiran","Digraphs of degree two which miss the Moore bound by two,","Discrete Mathematics",1,95,39,"MMiller"
"40",40,"MMiller CARodger RSimanjuntak","Distance magic labelings of graphs,","Australasian J Combin",1,96,40,"MMiller"
"41",41,"MMiller JRyan XSlamin WFSmyth","Labelling wheels for minimum sum number,","JCMCC",1,97,41,"MMiller"
"42",42,"MMiller JGimbert JSiran XSlamin","Almost Moore digraphs are diregular,","Discrete Mathematics",1,98,42,"MMiller"
"43",43,"MMiller","A model of statistical database compromise incorporating supplementary knowledge, in Databases in the 's - , ","",1,99,43,"MMiller"
"44",44,"ETBaskoro PManuel MMiller JRyan MSutton","Generalized clique covering in circular arc graphs,","Proceedings of AWOCA Darwin",1,20,44,"MMiller"
"45",45,"ETBaskoro LBrankovic MMiller JPlesnik JRyan JSiran","Large digraphs with small diameter: A voltage assignment approach,","JCMCC",1,21,45,"MMiller"
"46",46,"EBaskoro XSurahmat SMNababan MMiller","On Ramsey numbers for trees versus wheels of five or six vertices,","Graphs and Combinatorics",1,22,46,"MMiller"
"47",47,"MMiller JAMacDougall XSlamin WDWallis","Problems in magic total labellings,","Proceedings of AWOCA Perth",1,110,47,"MMiller"
"48",48,"ETBaskoro MMiller","On the construction of networks with minimum diameter,","Proceedings of the th Australian Computer Science Conference",1,23,48,"MMiller"
"49",49,"MMiller IRoberts JSimpson","Prevention of relative compromise using Audit Expert,","Bulletin of ICA",1,111,49,"MMiller"
"50",50,"ETBaskoro MMiller JPlesnik","On the structure of digraphs with order close to the Moore bound,","Graphs and Combinatorics",1,24,50,"MMiller"
"51",51,"MMiller JCooper","Security considerations for present and future medical databases,","re printed by the IMIA Yearbook of Medical Informatics",1,112,51,"MMiller"
"52",52,"ETBaskoro MMiller JSiran","A note on almost Moore digraphs of degree three,","Acta Mathematica Universitatis Comenianae LXVI",1,25,52,"MMiller"
"53",53,"MMiller JCooper","Security considerations for present and future medical databases,","International Journal of Bio Medical Computing",1,113,53,"MMiller"
"54",54,"ETBaskoro MMiller","Open problems in constructing digraphs with minimal diameter,","Proceedings of the th AWOCA Ubud",1,26,54,"MMiller"
"55",55,"MMiller","Security issues in medical databases,","HIANSW Third Annual Conference Hunter Valley",1,114,55,"MMiller"
"56",56,"ETBaskoro MMiller","A procedure for constructing a minimum-diameter digraph,","Bulletin of ICA",1,27,56,"MMiller"
"57",57,"MMiller","Some open problems in optimal digraphs,","Tatra Mountains Mathematical Publications",1,115,57,"MMiller"
"58",58,"EDahlhaus PManuel MMiller","Maximum h-colorable subgraph problem in balanced graphs,","Information Processing Letters",1,60,58,"MMiller"
"59",59,"ETBaskoro MMiller JPlesnik SZnam","Regular digraphs of diameter and maximum order,","Australasian Journal of Combinatorics",1,28,59,"MMiller"
"60",60,"MMiller JRyan WFSmyth","The sum number of a disjoint union of graphs,","Proceedings of the Fourteenth Australasian Workshop Combinatorial Algorithms Seoul Korea",1,116,60,"MMiller"
"61",61,"EDahlhaus PManuel MMiller","Parallel algorithms for generalised clique transversal problems,","Ars Combinatoria",1,61,61,"MMiller"
"62",62,"FBertault MMiller","Extended graph model for software visualization,","Proceedings of SoftVis Sydney",1,29,62,"MMiller"
"63",63,"MMiller JRyan WSmyth","The sum number of the cocktail party graph,","Bulletin of ICA",1,117,63,"MMiller"
"64",64,"MMiller EliasDahlhaus JosephFRyan PeterHorak","The train marshalling problem ","Discrete Applied Mathematics",1,62,64,"MMiller"
"65",65,"MMiller JGimbert FRuskey JRyan","Iterations of eccentric digraphs,","Proceedings of AWOCA Frazer Island",1,118,65,"MMiller"
"66",66,"MMiller EliasDahlhaus JanKratochv iacute l PaulDManuel","Transversal Partitioning in Balanced Hypergraphs ","Discrete Applied Mathematics",1,63,66,"MMiller"
"67",67,"SMorris JCooper DBomba LBrankovic MMiller FPacecho","Australian healthcare: a smart card for a clever country,","International Journal of Bio Medical Computing",1,119,67,"MMiller"
"68",68,"EDahlhaus JKratochvil MMiller PManuel","Transversal partitioning in balanced hypergraphs,","Proceedings of the Twente Workshop Graphs and Combinatorial Optimization Enschede The",1,64,68,"MMiller"
"69",69,"MMiller AnnaDraganova MartinSutton","Mod sum number of wheels ","Ars Comb",1,65,69,"MMiller"
"70",70,"PEades HElGindy MHoules MMiller BLenhart DRappaport SWhitesides","Dominance drawing of bipartite graphs,","Proceedings of the Fifth Conference Computational Geometry",1,66,70,"MMiller"
"71",71,"PEades MKeil PManuel MMiller","Two dominating sets with minimum intersection in chordal graphs,","Nordic Journal of Computing",1,67,71,"MMiller"
"72",72,"ZFeng MMiller","Data integrity in relational databases,","Proceedings of th New Zealand Annual Computer Science Conference",1,68,72,"MMiller"
"73",73,"ZFeng YJia MMiller","Null values in relational DBMS, in Databases in the 's B Srinivasan and J Zeleznikow ed ,","World Scientific",1,69,73,"MMiller"
"74",74,"FBertault MMiller","An algorithm for drawing compound graphs,","Lecture Notes Computer Science ed Kratochvil",1,30,74,"MMiller"
"75",75,"JBoland MMiller","Eccentric digraph of a digraph,","Proceedings of AWOCA Bandung Indonesia",1,31,75,"MMiller"
"76",76,"JBoland FBuckley MMiller","Eccentric Digraphs,","Discrete Mathematics",1,32,76,"MMiller"
"77",77,"HNagamochi MMiller XSlamin","Bounds on the number of isolates in sum graph labeling,","Discrete Mathematics",1,120,77,"MMiller"
"78",78,"DBomba LBrankovic JCooper MMiller SMorris FPacecho","Data Inference in Medical Databases,","Inaugural Conference of the Asia Pacific Association of Medical Informatics",1,33,78,"MMiller"
"79",79,"MMiller DavidRappaport HossamAElGindy MichaelEHoule SueWhitesides WilliamLenhart","Dominance Drawings of Bipartite Graphs ","CCCG Canadian Conference Computational Geometry",1,121,79,"MMiller"
"80",80,"DBomba LBrankovic JCooper MMiller SMorris FPacecho","Security Measurement and Medical Databases,","Inaugural Conference of the Asia Pacific Association of Medical Informatics",1,34,80,"MMiller"
"81",81,"MMiller AlexanderRosa LjiljanaBrankovic PeterHorak","Premature partial latin squares ","Ars Comb",1,122,81,"MMiller"
"82",82,"DBomba LBrankovic JCooper MMiller SMorris FPacecho","Australian Healthcare: Smart Card for a Clever Country,","Inaugural Conference of the Asia Pacific Association of Medical Informatics",1,35,82,"MMiller"
"83",83,"MMiller JenniferSeberry","Relative Compromise of Statistical Databases ","Australian Computer Journal",1,123,83,"MMiller"
"84",84,"MMiller LjiljanaBrankovic PeterHorak","A Combinatorial Problem in Database Security ","Discrete Applied Mathematics",1,36,84,"MMiller"
"85",85,"RSimanjuntak MMiller","Largest planar digraphs of diameter two,","Proceedings of AWOCA Frazer Island",1,124,85,"MMiller"
"86",86,"LBrankovic MMiller DBomba JCooper SMorris FPacecho","Confidentiality of patient records and the data inference problem,","HICS Conference Adelaide",1,37,86,"MMiller"
"87",87,"RSimanjuntak MMiller","Survey of a,d -antimagic graph labelings, Prosiding Komperensi Nasional X Matematika, ITB Bandung, July ,","Jurnal MIHMI",1,125,87,"MMiller"
"88",88,"ZFeng YJia MMiller","Nulls in relational DBMS,","Proceedings DBIS Sydney",1,70,88,"MMiller"
"89",89,"LBrankovic PLieby MMiller","Flattening antichains with respect to the volume,","Electronic Journal of Combinatorics R",1,38,89,"MMiller"
"90",90,"RSimanjuntak MMiller FBertault","Two new a,d antimagic labelings,","Proceedings of AWOCA Hunter Valley",1,126,90,"MMiller"
"91",91,"ZFeng YJia MMiller","An multivalued approach to relational DBMS,","Proceedings of the Far East Conference Future Databases Kyoto",1,71,91,"MMiller"
"92",92,"LBrankovic MMiller JSiran","Graphs, - matrices and usability of statistical databases,","Congr Numer",1,39,92,"MMiller"
"93",93,"MMiller JozefSiran LjiljanaBrankovic","Towards a Practical Auditing Method for the Prevention of Statistical Database Compromise ","Australasian Database Conference",1,127,93,"MMiller"
"94",94,"ZFeng IFris MMiller","An enhancement of domain integrity in relational database,","Proceedings of International Conference for Young Computer Scientists Beijing",1,72,94,"MMiller"
"95",95,"MBaca YLin MMiller MZYoussef","Edge-antimagic graphs","Discrete Mathematics",1,1,95,"MMiller"
"96",96,"XSlamin MBaca YLin MMiller RSimanjuntak","Edge-magic total labelings of wheels, fans and friendship graphs,","Bulletin of ICA",1,128,96,"MMiller"
"97",97,"ZFeng MMiller MZhang","An intelligent database model,","Third International Conference for Young Computer Scientists Beijing",1,73,97,"MMiller"
"98",98,"MBaca MMiller","d-antimagic labelings of plane graphs,","Proceedings of AWOCA Hunter Valley",1,2,98,"MMiller"
"99",99,"XSlamin MMiller","Diregularity of digraphs close to Moore bound, Prosiding Komperensi Nasional X Matematika,","ITB Bandung Jurnal MIHMI",1,129,99,"MMiller"
"100",100,"ZFeng HDai MMiller","A proposal towards data integrity subsystem for relational databases,","Proceedings of Baltic International Conference Database Method Riga",1,74,100,"MMiller"
"101",101,"MBaca MMiller","Valuations of a certain class of convex polytopes,","JCMCC",1,3,101,"MMiller"
"102",102,"MMiller Fran ccedil oisBertault","An Algorithm for Drawing Compound Graphs ","Graph Drawing",1,75,102,"MMiller"
"103",103,"MBaca YLin MMiller","Valuations of plane quartic graphs,","JCMCC",1,4,103,"MMiller"
"104",104,"MMiller IvanFris","Minimum Diameter of Diregular Digraphs of Degree ","Comput J",1,76,104,"MMiller"
"105",105,"MBaca MMiller XSlamin","Vertex-magic total labelings of generalized Petersen graphs,","Int J of Computer Mathematics Issue",1,5,105,"MMiller"
"106",106,"PHorak LBrankovic MMiller","Combinatorial problem in data security,","Discrete Applied Mathematics",1,77,106,"MMiller"
"107",107,"MBaca FBertault JAMacDougall MMiller RSimanjuntak XSlamin","Vertex-antimagic total labelings of graphs,","Discussiones Mathematicae Graph Theory",1,6,107,"MMiller"
"108",108,"CIliopoulos MMiller BedsSmyth",""," th Australasian Workshop Combinatorial Algorithms Special Issue Int J of Computer Mathematics Issue",1,78,108,"MMiller"
"109",109,"MBaca MMiller XSlamin","Every generalized Petersen graph has a vertex-magic total labeling,","Proceedings of AWOCA Hunter Valley",1,7,109,"MMiller"
"110",110,"MBaca MMiller","On d-magic labelings of type , , for prisms,","JCMCC",1,8,110,"MMiller"
"111",111,"MMiller YingxianJia ZhuopengFeng","A Multivalued Approach to Handle Nulls in RDB ","Future Databases",1,79,111,"MMiller"
"112",112,"MBaca ETBaskoro MMiller","On d-antimagic labelings of honeycomb,","Proceedings of AWOCA Bandung Indonesia",1,9,112,"MMiller"
"113",113,"LBrankovic MMiller JPlesnik JRyan JSiran","Large graphs with small diameter: A voltage assignment approach,","Australasian Journal of Combinatorics",1,40,113,"MMiller"
"114",114,"LBrankovic AFurche MMiller GWrightson","NewCash - Anonymous payments with receipts,","Proceedings of SICON",1,41,114,"MMiller"
"115",115,"LBrankovic MMiller","An application of combinatorics to the security of statistical databases,"," th Conference of the Austr Math Society Armidale requested for publication Australian Mathematical Society Gazette",1,42,115,"MMiller"
"116",116,"XSlamin ETBaskoro MMiller","Diregularity of digraphs of out-degree three and order two less than Moore bound,","Proceedings of AWOCA Bandung Indonesia",1,130,116,"MMiller"
"117",117,"MMiller LjiljanaBrankovic PeterHorak","An Optimization Problem in Statistical Databases ","SIAM Society for Industrial and Applied Mathematics J Discrete Math",1,43,117,"MMiller"
"118",118,"MMiller Slamin","On the Monotonicity of Minimum Diameter with Respect to Order and Maximum Out-Degree ","COCOON Computing and Combinatorics",1,131,118,"MMiller"
"119",119,"LBrankovic PHorak MMiller","An optimisation problem in statistical database security,","SIAM Society for Industrial and Applied Mathematics Journal Discrete Mathematics",1,44,119,"MMiller"
"120",120,"XSlamin MMiller","On two conjectures concerning vertex-magic total labeling of generalized Petersen graphs,","Bulletin of ICA",1,132,120,"MMiller"
"121",121,"LBrankovic MMiller JSiran","On range query usability of statistical databases,","Int J of Computer Mathematics Issue",1,45,121,"MMiller"
"122",122,"XSlamin MMiller","Open problems in sum and integral sum graph labellings,","Proceedings of AWOCA",1,133,122,"MMiller"
"123",123,"LBrankovic MMiller JPlesnik JRyan JSiran","A note on constructing large Cayley graphs of given degree and diameter by voltage assignment,","Electronic Journal of Combinatorics R",1,46,123,"MMiller"
"124",124,"XSlamin MMiller","Sum graph labelling and related problems,","Jurnal MIHMI",1,134,124,"MMiller"
"125",125,"LBrankovic MMiller","Introduction to Statistical Database Security, Special Issue,","Selected Topics of Cryptography and Information Security Communications of the CCISA",1,47,125,"MMiller"
"126",126,"KSugeng MMiller MBaca"," a,d -edge-antimagic total labeling,","Indonesia Conference Computational Geometry and Graph Theory Bandung Indonesia",1,135,126,"MMiller"
"127",127,"AVKelarev MMiller OSokratova","Directed graphs and closure properties for languages,","Proceedings of AWOCA Bandung Indonesia",1,80,127,"MMiller"
"128",128,"LBrankovic MMiller","Open problems in the security of statistical databases,","Proceedings of AWOCA",1,48,128,"MMiller"
"129",129,"KASugeng MMiller","Open problems in secret sharing,","Proceedings of AWOCA Frazer Island",1,136,129,"MMiller"
"130",130,"MMiller JanKratochv iacute l PaulDManuel","Generalized Domination in Chordal Graphs ","Nordic Journal of Computing",1,81,130,"MMiller"
"131",131,"LBrankovic PHorak MMiller ARosa","Premature partial latin squares,","Ars Combinatoria",1,49,131,"MMiller"
"132",132,"MSutton MMiller JRyan XSlamin","Connected graphs which are not mod sum graphs,","Discrete Mathematics",1,137,132,"MMiller"
"133",133,"JKratochvil PManuel MMiller AProskurowski","Disjoint and unfolding domination in graphs,","Australasian Journal of Combinatorics",1,82,133,"MMiller"
"134",134,"MSutton MMiller","Mod sum graph labelling of Hmn and Kn,","Australasian Journal of Combinatorics",1,138,134,"MMiller"
"135",135,"JKratochvil PManuel MMiller","Generalized domination in chordal graphs,","Nordic Journal of Computing",1,83,135,"MMiller"
"136",136,"MSutton ADraganova MMiller","Mod sum number of wheels,","Ars Combinatoria",1,139,136,"MMiller"
"137",137,"JKratochvil MMiller HNNguyen","Sum graph labels - an upper bound and related problems,","Proceedings of AWOCA Bandung Indonesia",1,84,137,"MMiller"
"138",138,"YLin MMiller CRodger","Edge connectivity of cages,","Proceedings of AWOCA Bandung Indonesia",1,85,138,"MMiller"
"139",139,"YLin MMiller","Generalisations of directed Moore graphs,","Proceedings of AWOCA Frazer Island",1,86,139,"MMiller"
"140",140,"YLin MMiller","Vertex magic total labellings of complete graphs,","Bulletin of ICA",1,87,140,"MMiller"
"141",141,"YLin MMiller RSimanjuntak XSlamin","Magic and antimagic labelings of wheels,","Proceedings of AWOCA Hunter Valley",1,88,141,"MMiller"
"142",142,"YLin XSlamin MBaca MMiller","On $d$-antimagic labelings of prisms,","Ars Combin",1,89,142,"MMiller"
"143",143,"MBaca MMiller JRyan","On d-antimagic labelings of prisms and antiprisms,","Proceedings of AWOCA Bandung Indonesia",1,10,143,"MMiller"
"144",144,"MBaca YLin MMiller RSimanjuntak","New constructions of magic and antimagic graph labelings,","Utilitas Math",1,11,144,"MMiller"
"145",145,"MBaca SJendrol MMiller JRyan","On irregular total labelings","Discrete Mathematics",1,12,145,"MMiller"
"146",146,"MMiller IFris","Maximum order digraphs for diameter or degree , Pullman volume of Graphs and Matrices,","Lecture Notes Pure and Applied Mathematics",1,100,146,"MMiller"
"147",147,"MBaca MMiller","Antimagic face labeling of convex polytopes based on biprisms,","Journal of Combinatorial Mathematics and Combinatorial Computing",1,13,147,"MMiller"
"148",148,"MMiller CRodger RSimanjuntak","On distance magic graphs,","Proceedings of AWOCA Bandung Indonesia",1,101,148,"MMiller"
"149",149,"MBaca SJendrol MMiller JRyan","Antimagic labelings of generalised Petersen graphs that are plane,","Ars Combinatoria",1,14,149,"MMiller"
"150",150,"MMiller BPascoe IRoberts","An Expert System for security of statistical databases,","IJCAI International Joint Conference Artificial Intelligence Workshop Integrating Artificial Intelligence into Databases Sydney",1,102,150,"MMiller"
"151",151,"MBaca ETBaskoro SJendrol MMiller","Antimagic labelings of hexagonal plane maps,","Utilitas Math",1,15,151,"MMiller"
"152",152,"MMiller GaryChristensen MIMiller YAmit UGrenander","Global Shape Models for Anatomical Structures,","Poor and Schwartz editors Proceedings of the th Conference Information Sciences and Systems University",2,30,152,"MMiller"
"153",153,"MMiller GEChristensen SCJoshi MIMiller","Volumetric Transformation of Brain Anatomy,","IEEE Transactions Medical Imaging",2,31,153,"MMiller"
"154",154,"MMiller GaryChristensen MichaelIMiller MichaelWVannier UlfGrenander","Individualizing Neuroanatomical Atlases Using a Massively Parallel Computer,","IEEE Computer",2,32,154,"MMiller"
"155",155,"MMiller GaryEChristensen MichaelVannier UlfGrenander","Individualizing Neuroanatomic Atlases Using a Massively Parallel Computer ","IEEE Computer",2,33,155,"MMiller"
"156",156,"MMiller MichaelIMiller","Method and apparatus for image registration,","United States Patent US Patent Office",2,120,156,"MMiller"
"157",157,"MMiller GEChristensen SCJoshi MIMiller","Individualizing Anatomical Atlases of the Head,","Proc th Intl Conf Visualization Biomedical Computing",2,34,157,"MMiller"
"158",158,"MMiller MIMiller TJSchaewe CSBosch JJHAckerman","A Mathematical Signal Model for Phase and Frequency Encoded Magnetic Resonance Imaging Data,","J Magn Reson series B",2,121,158,"MMiller"
"159",159,"MMiller GaryChristensen MIMiller JLMarsh MWVannier","Automatic Analysis of Medical Images Using a Deformable Textbook,","",2,35,159,"MMiller"
"160",160,"MMiller MichaelIMiller GaryEChristensen YaliAmit UlfGrenander","Mathematical Textbook of Deformable Neuroanatomies,","Proceedings of the National Academy of Science",2,122,160,"MMiller"
"161",161,"GaryChristensen RDRabbitt MIMiller SCJoshi UGrenander TCoogan DVanEssen","Topological properties of smooth anatomic maps,","Y Bizais C Braillot and R Di Paola editors Information Processing Medical Imaging th International Conference Kluwer Academic Publishers",2,36,161,"MMiller"
"162",162,"MMiller MIMiller DLSnyder SMMoore","An Evaluation of the Use of Sieves for Producing Estimates of Radioactivity Distributions with the EM Algorithm for Positron Emission Tomography,","IEEE Trans Nucl Sci",2,123,162,"MMiller"
"163",163,"MCooper UlfGrenander MichaelMiller AnujSrivastava","Accommodating Geometric and Thermodynamic Variability For Forward-Looking Infrared Sensors,","Proc SPIE The International Society for Optical Engineering Algorithms for Synthetic Aperture Radar IV E Zelnio Ed",2,37,163,"MMiller"
"164",164,"MMiller MIMiller DLSnyder","An Alternating Maximization of the Entropy/Likelihood Function for Image Reconstruction and Spectrum Estimation,","Proc SPIE The International Society for Optical Engineering Advanced Architectures and Algorithms",2,124,164,"MMiller"
"165",165,"MMiller MCooper ASrivastava MIMiller","Quadratic Analysis of Information Measures for Object Recognition,","SPIE The International Society for Optical Engineering",2,38,165,"MMiller"
"166",166,"MMiller MIMiller DRFuhrmann","An EM Algorithm for Direction-of-Arrival Estimation for Narrowband Signals in Noise,","Proc SPIE The International Society for Optical Engineering Advanced Algorithms and Architectures for Signal Process",2,125,166,"MMiller"
"167",167,"MatthewCooper MichaelMiller","Information Gain in Object Recognition Via Sensor Fusion,","Proc of the Intl Conf Multisource Multisensor Information Fusion",2,39,167,"MMiller"
"168",168,"MMiller MIMiller KBLarson JESaffitz DLSnyder LJThomas BRoysam","A New Method for Analysis of Electron Microscopic Autoradiographs,","Biotechniques",2,126,168,"MMiller"
"169",169,"MMiller MIMiller JWang","A New Stochastic Model for Auditory-Nerve Discharge,","J Acoust Soc Am",2,127,169,"MMiller"
"170",170,"MMiller MIMiller ATrouve LYounes","On the Metrics and Euler-Lagrange Equations of Computational Anatomy,","Annual Review of biomedical Engineering",2,128,170,"MMiller"
"171",171,"MMiller MIMiller","Application of Likelihood and Entropy for Toeplitz Constrained Covariance Estimation,","Maximum Entropy and Bayesian Methods Science and Engineering Kluwer Academic Publishers",2,129,171,"MMiller"
"172",172,"MMiller MCooper MIMiller","Information Measures for Object Recognition,","SPIE The International Society for Optical Engineering Conference Algorithms for Synthetic Aperture Radar Imagery V",2,40,172,"MMiller"
"173",173,"MMiller MCooper MIMiller","Information Measures for Object Recognition Accommodating Signature Variability,","IEEE Transactions Information Theory pages",2,41,173,"MMiller"
"174",174,"MCooper AaronLanterman SarangJoshi MichaelMiller","Representing The Variation of Thermodynamic State Via Principal Components Analysis,","Proc Third Workshop Conventional Weapon ATR U S Army Missile Command",2,42,174,"MMiller"
"175",175,"MMiller JohnGCsernanskuy LeiWang PhD JeffreySwank ChinChinTing jPhilipMiller MichaelIMiller JohnCMorris","Hippocampal Volume and shape Variation Predicts Cognitive Decline in Nondemented Elder Subjects,","World Congress",2,43,175,"MMiller"
"176",176,"MMiller MIMiller MBSachs","Representation of Voice Pitch in Discharge Patterns of Auditory-Nerve Fibers,","Hearing Res",2,130,176,"MMiller"
"177",177,"MMiller JohnGCsernansky MathewKSchindler NReaganSplinter LeiWang MohktarGado LynnDSelemon DevnaRastogi Cruz JoelAPosener PaulAThompson MichaelIMiller","Abnormalities of Thalamic Volume and Shape in Schizophrenia,","American Journal of Psychiatry",2,44,177,"MMiller"
"178",178,"MMiller MIMiller MBSachs","Representation of Stop Consonants in the Discharge Patterns of Auditory-Nerve Fibers,","J Acoust Soc Am",2,131,178,"MMiller"
"179",179,"MMiller JohnGCsernansky JohnWHaller AyanashuBanerjee LeiWang SarangCJoshi GaryEChristensen MokhtarGado MichaelWVannier MichaelIMiller","A Comparison of the Hippocampus in Schizophrenia and Control Subjects using Automated Methods for Neuromorphometry,","Schizophrenia Research",2,45,179,"MMiller"
"180",180,"MMiller MIMiller","Strategies for the Representation of Broadband Stimuli in the Discharge Patterns of Auditory Nerve Fibers,","Proc NATO Advanced Res Workshop Auditory Frequency Selectivity Auditory Frequency Selectivity",2,132,180,"MMiller"
"181",181,"MMiller JohnGCsernansky JohnWHaller AyanashuBanerjee LeiWang SarangCJoshi GaryEChristensen MokhtarGado MichaelWVannier MichaelIMiller","A Comparison of the Hippocampus in Schizophrenia and Control Subjects Using Automated Methods for Neuromorphometry ,"," th Annual Meeting of the ACNP San Juan Puerto Rico",2,46,181,"MMiller"
"182",182,"MMiller MIMiller PEBarta MBSachs","Strategies for the Representation of a Tone in Background Noise in the Temporal Aspects of the Discharge Patterns of Auditory-Nerve Fibers,","J Acoust Soc Am",2,133,182,"MMiller"
