"","X","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID","Author"
"34",34,"UDeshpande AGupta ABasu","A coordination mechanism for hospital resource scheduling using a multi-agent framework,"," rd International Workshop Distributed Computing Calcutta",12,7,34,"AGupta"
"35",35,"UDeshpande AGupta ABasu","Adaptive fault tolerant hospital resource scheduling,","International Conference Cooperative Information Systems LNCS",12,8,35,"AGupta"
"36",36,"UDeshpande AGupta ABasu","A distributed hospital resource scheduling system using a multi-agent framework,","IETE Technical Review",12,9,36,"AGupta"
"37",37,"AGupta HimadriSekharPaul RBadrinath","A Heterogeneous Checkpoint and Recovery Protocol in Cluster-Based Distributed Systems ","PDPTA Parallel and Distributed Processing Techniques and Applications",12,30,37,"AGupta"
"38",38,"HSPaul AGupta RBadrinath","Evaluation of different classes of checkpoint and recovery potocols iwth dPSIM,","CIT th International Conference Information Technology Gopalpur Sea",12,31,38,"AGupta"
"39",39,"HSPaul AGupta RBadrinath","Performance comparison of checkpoint and recovery protocols,"," Concurrency and Computation Practice and Experience",12,32,39,"AGupta"
"40",40,"HSPaul AGupta RBadrinath","Simulation and performance estimation of checkpoint and recovery protocols,","Poster presentation HPC ASIA Bangalore",12,33,40,"AGupta"
"41",41,"AGupta SriramVPemmaraju SukumarGhosh","Fault-containing network protocols ","SAC Selected Areas Cryptography",12,34,41,"AGupta"
"42",42,"AGupta SriramVPemmaraju SukumarGhosh TedHerman","Fault-Containing Self-Stabilizing Algorithms ","PODC Symposium Principles of Distributed Computing",12,35,42,"AGupta"
"43",43,"AGupta SriramVPemmaraju SukumarGhosh","A Self-Stabilizing Algorithm for the Maximum Flow Problem ","Distributed Computing",12,36,43,"AGupta"
"44",44,"SRanjan AGupta ABasu AMeka AChaturvedi","Adaptive mobile agents: modeling and a case study,"," Workshop Distributed Computing Calcutta",12,37,44,"AGupta"
"45",45,"SShekhar SBanerjee AGupta","Online transcoding of news pages for handheld devices,","International Conference Computer Sciences",12,38,45,"AGupta"
"46",46,"UDeshpande AGupta ABasu","Performance improvement of contract net based using instance based learning,","International Workshop Distributed Computing Kolkata Proceedings Springer Verlag s LNCS series",12,10,46,"AGupta"
"47",47,"UDeshpande AGupta ABasu","Task assignment in a collaborative system with imprecise information,","KBCS Mumbai",12,11,47,"AGupta"
"48",48,"SGhosh AGupta SVPemmaraju","Fault-containing network protocols,","Annual ACM Symposium Applied Computing San Jose",12,12,48,"AGupta"
"49",49,"SGhosh AGupta SVPemmaraju","A fault-containing self-stabiling spanning tree algorithm,","Journal of Computing and Information",12,13,49,"AGupta"
"50",50,"SGhosh AGupta THerman SVPemmaraju","Fault-containing self-stabilizing protocols,"," th Annual ACM Symposium Principles of Distributed Computing",12,14,50,"AGupta"
"51",51,"SGhosh AGupta","An exercise in fault-containment: Self-stabilizing leader election,","Information Processing Letters",12,15,51,"AGupta"
"52",52,"SGhosh AGupta SVPemmaraju","Randomized algorithms in graph theory,","Technical Report TR Department of Computer Science The University of City",12,16,52,"AGupta"
"53",53,"SGhosh AGupta MHKaraata SVPemmaraju","Self-stabilizing dynamic programming algorithms on trees,"," Workshop Self Stabilizing Systems Las Vegas",12,17,53,"AGupta"
"54",54,"SGhosh AGupta MHKaraata SVPemmaraju","A self-stabilizing algorithm for maximal matching on trees,","Technical Report TR Department of Computer Science The University of City",12,18,54,"AGupta"
"55",55,"SGhosh AGupta SVPemmaraju","A self-stabilizing algorithm for the maximum flow problem,","Distributed Computing",12,19,55,"AGupta"
"56",56,"AGupta Marie PierreDubuisson Jolly ThomasO Donnell","A Cooperative Framework for Segmentation Using D Active Contours and D Hybrid Models as Applied to Branching Cylindrical Structures ","ICCV International Conference Computer Vision",13,1,56,"AGupta"
"57",57,"AGupta Cheng ChungLiang Marie PierreDubuisson Jolly","Optimal Polyline Tracking for Artery Motion Compensation in Coronary Angiography ","ICCV International Conference Computer Vision",13,2,57,"AGupta"
"58",58,"AGupta TerranceEBoult ThomasO Donnell","A new model for the recovery of cylindrical structures from medical image data ","CVRMed",13,3,58,"AGupta"
"59",59,"AGupta BirBhanu DavidMichael TerranceEBoult","Introduction to the Special Issue on Innovative Applications of Computer Vision ","Mach Vis Appl",13,4,59,"AGupta"
"60",60,"AGupta TerranceEBoult ThomasO Donnell","Global Models with Parametric Offsets as Applied to Cardiac Motion Recovery ","CVPR Computer Vision and Pattern RecognitioN",13,5,60,"AGupta"
"61",61,"AGupta GarethFunka Lea","The use of hybrid models to recover cardiac wall motion in tagged MR images ","CVPR Computer Vision and Pattern RecognitioN",13,6,61,"AGupta"
"62",62,"AGupta GarethFunka Lea RichardDWhite SandraSimonHalliburton ShmuelAharon ThomasO Donnell","Multi-Modality Model-Based Registration in the Cardiac Domain ","CVPR Computer Vision and Pattern RecognitioN",13,7,62,"AGupta"
"63",63,"AGupta JeremyPChew","Fairness performance of dynamic weights in the ATM ABR service ","Perform Eval",14,1,63,"AGupta"
"64",64,"AGupta JeremyPChew","Improving Fairness of Long VCs Using Active Fairness in the ATM ABR Service ","ICC International Conference Communications",14,2,64,"AGupta"
"65",65,"AGupta XiaoqunWang","Controlling Isochronous Traffic in CRMA/ATM Interworking ","ICC International Conference Communications",14,3,65,"AGupta"
"66",66,"AGupta Bu SungLee MdShamsuzzaman","A New Consolidation Algorithm for Point-to-Multipoint ABR Service in ATM Networks ","ICN International Competition Network",14,4,66,"AGupta"
"67",67,"AGupta NicolasDGeorganas","Analysis of a Packet Switch with Input and Output Buffers and Speed Constraints ","INFOCOM The Conference Computer Communications",14,5,67,"AGupta"
"68",68,"AGupta NicolasDGeorganas","Priority Performance of ATM Packet Switches ","INFOCOM The Conference Computer Communications",14,6,68,"AGupta"
"69",69,"AGupta LuisOrozco Barbosa NicolasDGeorganas","Switching Modules for ATM Switching Systems and Their Interconnection Networks ","Computer Networks and ISDN Systems",14,7,69,"AGupta"
"70",70,"AlokGupta BorisJukic PrabhudevKonana","Pricing Virtual Private Networks - An Economic, Engineering and Experimental Approach,","Business Modelling A MultiDisciplinary Approach Essays honor of Andrew B Whinston C Holsapple V Jacob H R Rao eds Kluwer Academic Publishers forthcoming",15,30,70,"AGupta"
"71",71,"AlokGupta DaleOStahl AndrewBWhinston","Priority Pricing of Integrated Services Networks, in Internet Economics, L W McKnight and J P Bailey, eds , MIT Press, Cambridge, MA, , - ","",15,31,71,"AGupta"
"72",72,"AlokGupta DaleOStahl AndrewBWhinston"," A Priority Pricing Approach to Manage Multi-Service Class Networks in Real-Time,"," The Journal of Electronic Publishing",15,32,72,"AGupta"
"73",73,"AlokGupta DaleOStahl AndrewBWhinston","A Stochastic Equilibrium Model of Internet Pricing,","Journal of Economic Dynamics and Control",15,33,73,"AGupta"
"74",74,"AlokGupta BorisJukic MingzhiLi DaleOStahl AndrewBWhinston"," Estimating Internet Users' Demand Characteristics,","Computational Economics",15,34,74,"AGupta"
"75",75,"AlokGupta BorisJukic ManojParameswaran DaleOStahl AndrewBWhinston"," Streamlining the Digital Economy: How to Avert a Tragedy of the Commons,","IEEE Internet Computing",15,35,75,"AGupta"
"76",76,"AlokGupta DaleOStahl AndrewBWhinston"," The Economics of Network Management,","Communications of the ACM",15,36,76,"AGupta"
"77",77,"AlokGupta DaleOStahl AndrewBWhinston","The Internet: A Future Tragedy of the Commons?","Computational Approaches to Economic Problems H Amman B Rustem and A B Whinston eds Kluwer Academic Publishers Dordrecht The",15,37,77,"AGupta"
"78",78,"AlokGupta DouglasJMorrice","Transient S ensitivity Analysis in Computer Simulation,","Proceedings of European Simulation Multiconference Barcelona Nominated for the Best Paper Award",15,38,78,"AGupta"
"79",79,"PKonana AlokGupta AndrewBWhinston"," Integrating User Preferences and Real-time Workload in Electronic Commerce,","Information Systems Research",15,39,79,"AGupta"
"80",80,"PKonana AlokGupta DaleOStahl AndrewBWhinston","Pricing and Real-Time Database Applications for Information Services: A Framework and Economic Justification,","Proceedings of ICIS International Conference Information Systems Dcember Winner Runners up award for the Best Paper",15,40,80,"AGupta"
"81",81,"PKonana AlokGupta DaleOStahl AndrewBWhinston","Research Issues in Real-time DBMS in the Context of Electronic Commerce,","Proceedings of ACM for Workshop Databases Active and Real time association with th International Conference Information and Knowledge Management",15,41,81,"AGupta"
"82",82,"AGupta AndrewBWhinston BorisJukic DaleOStahl ManojParameswaran","Streamlining the Digital Economy: How to Avert a Tragedy of the Commons ","IEEE Internet Computing",15,42,82,"AGupta"
"83",83,"AGupta AndrewBWhinston DaleOStahl","The Economics of Network Management ","Commun ACM",15,43,83,"AGupta"
"84",84,"RaviBapna PauloGoes AlokGupta","Simulating Online Yankee Auctions to Optimize Sellers Revenue,","Proceedings of HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES Maui",15,10,84,"AGupta"
"85",85,"RaviBapna PauloGoes AlokGupta YiweiJin","User Heterogeneity and its Impact on Electronic Auction Market Design: An Empirical Exploration,","Forthcoming Management Information Systems Quarterly",15,11,85,"AGupta"
"86",86,"RaviBapna PauloGoes AlokGupta"," A Theoretical and Empirical Investigation of Multi-item On-line Auctions,","Information Technology and Management",15,12,86,"AGupta"
"87",87,"AGupta RKChellappa Gupta A","Managing Computing Resources in Active Intranets ,","International Journal of Network Management",15,13,87,"AGupta"
"88",88,"AndrewChen PauloGoes AlokGupta JamesMarsden","Database Design in the Modern Organization - Identifying Robust Structures Under Changing Query Patterns and Arrival Rate Conditions,","Forthcoming Decision Support Systems of Article Press version",15,14,88,"AGupta"
"89",89,"AGupta PauloBGoes RaviBapna","Insights and Analyses of Online Auctions ","Commun ACM",15,15,89,"AGupta"
"90",90,"AGupta PauloBGoes RaviBapna","Simulating Online Yankee Auctions to Optimize Sellers Revenue ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES",15,16,90,"AGupta"
"91",91,"AGupta RamDGopal","Minitrack Introduction ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES",15,17,91,"AGupta"
"92",92,"RamGopal AlokGupta","Trading Higher Software Piracy for Higher Profits: The Case of Phantom Piracy,","Proceedings of HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES Big Island Nominated for the Best Paper Award",15,18,92,"AGupta"
"93",93,"AlokGupta LeighLinden DaleOStahl AndrewBWhinston"," Benefits and Costs of Adopting Usage Based Pricing in a Subnetwork,","Information Technology and Management",15,19,93,"AGupta"
"94",94,"GedasAdomavicius AlokGupta","Towards Comprehensive Bidder Support in Online Combinatorial Auctions,","Proceedings of WITS Workshop Information Technologies and Systems",15,1,94,"AGupta"
"95",95,"RaviBapna PauloGoes AlokGupta"," Comparative Analysis of Multi-Item Online Auctions: Evidence from the Laboratory,","Decision Support System",15,2,95,"AGupta"
"96",96,"RaviBapna AlokGupta","Online Mercantile Processes: A Closer Look at B C Online Auctions, in Handbook of Electronic Commerce in Business and Society, P B Lowry, R J Watson, and J O Cherrington eds , St Lucie Press, Boca Raton, FL, , - ","",15,3,96,"AGupta"
"97",97,"RaviBapna PauloGoes AlokGupta","Online Mercantile Processes for Digital Products under Quality-of-Service and Uncertain Demand,","Proceedings of WITS Workshop Information Technologies and Systems Sydney",15,4,97,"AGupta"
"98",98,"RaviBapna PauloGoes AlokGupta"," Analysis and Design of Business-to-Consumer Online Auctions,","Management Science",15,5,98,"AGupta"
"99",99,"RaviBapna PauloGoes AlokGupta"," Insights and Analysis of Online Auctions,","Communications of the ACM",15,6,99,"AGupta"
"100",100,"RaviBapna PauloGoes AlokGupta GilbertKaruga","Predictive Calibration of Online Multi-Unit Ascending Auctions,","Proceedings of WITS Workshop Information Technologies and Systems Barcelona Nominated for the Best Paper Award",15,7,100,"AGupta"
"101",101,"RaviBapna PauloGoes AlokGupta GilbertKaruga","Optimal Design of the Online Auction Channel: Analytical, Empirical and Computational Insights,","Decision Sciences of prepublication version",15,8,101,"AGupta"
"102",102,"RaviBapna PauloGoes AlokGupta"," Replicating Online Yankee Auctions to Analyze Auctioneers' and Bidders' Strategies,","Information Systems Research",15,9,102,"AGupta"
"103",103,"AlokGupta DaleOStahl AndrewBWhinston","A Conceptual Framework for Applying Parallel Computing to Flexible Manufacturing Systems,","Proceedings of NSF Conference Design and Manufacturing",15,20,103,"AGupta"
"104",104,"AlokGupta Bo ChiuanSu ZhipingWalter","Economic Analysis of Consumer Purchase Intentions in Electronic and Traditional Retail Channels: Competitive and Strategic Implications,","Forthcoming Decision Support Systems",15,21,104,"AGupta"
"105",105,"AGupta DaleOStahl AndrewBWhinston","Economic Issues in Electronic Commerce,","Readings Electronic Ravi Kalakota and Andrew B Whinston eds Wesley Parts Reprinted under the same title Legal Issues Electronic R L ed Captus Press",15,22,105,"AGupta"
"106",106,"AlokGupta DaleOStahl AndrewBWhinston","A Decentralized Approach to Estimate Activity Based Costs and Near-Optimal Resource Allocation in Flexible Manufacturing Systems,","International Journal of Flexible Manufacturing Systems",15,23,106,"AGupta"
"107",107,"AlokGupta YAlexTung JamesRMarsden"," Digital Signature: Use and Modification to Achieve Success in Next Generational E-Business Processes,","Forthcoming Information Management",15,24,107,"AGupta"
"108",108,"AlokGupta DaleOStahl AndrewBWhinston"," Managing Computing Resources in Intranets: An Electronic Commerce Perspective,","Decision Support Systems",15,25,108,"AGupta"
"109",109,"AlokGupta BorisJukic DaleOStahl AndrewBWhinston"," Extracting Consumers' Private Information for Implementing Incentive Compatible Internet Traffic Pricing,","Journal of Management Information Systems",15,26,109,"AGupta"
"110",110,"AlokGupta DaleOStahl AndrewBWhinston","An Economic Approach to Network Computing with Priority Classes,","Journal of Organizational Computing and Electronic",15,27,110,"AGupta"
"111",111,"AlokGupta DaleOStahl AndrewBWhinston","Application of Parallel Computing to Resource Pricing and Scheduling in Flexible Manufacturing Systems,","Operations Research Methods Models and Applications J E Aronson and S Zionts eds Quorum Books",15,28,111,"AGupta"
"112",112,"AlokGupta DaleOStahl AndrewBWhinston","Pricing of Services on The Internet,","IMPACT How IC Research Affects Public Policy and Business Markets Quorum Books forthcoming",15,29,112,"AGupta"
"113",113,"AGupta ArminBiere EdmundMClarke PoulFrederickWilliams","Combining Decision Diagrams and SAT Procedures for Efficient Symbolic Model Checking ","CAV Computer Aided Verification",16,1,113,"AGupta"
"114",114,"AGupta EdmundMClarke JamesHKukula OferShrichman","SAT Based Abstraction-Refinement Using ILP and Machine Learning Techniques ","CAV Computer Aided Verification",16,2,114,"AGupta"
"115",115,"AartiGupta AnubhavGupta ZijiangYang PranavAshar","Dynamic Detection and Removal of Inactive Clauses in SAT with Application in Image","Computation DAC Design Automation Conference",16,3,115,"AGupta"
"116",116,"AartiGupta PranavAshar ZijiangYang","Dynamic Detection and Removal of Inactive Clauses in SAT with Application in Image Computation ","DAC Design Automation Conference",16,4,116,"AGupta"
"117",117,"AartiGupta PranavAshar ZijiangYang","SAT-Based Image Computation with Application in Reachability Analysis ","FMCAD Formal Methods Computer Aided Design",16,5,117,"AGupta"
"118",118,"AGupta RamSuryanarayan TravisNBlalock","A slew rate enhancement technique for operational amplifiers based on a tunable active Gm-based capacitance multiplication circuit ","ACM Great Lakes Symposium VLSI Very Large Scale Integration",16,6,118,"AGupta"
"119",119,"PoulFrederickWilliams ArminBiere EdmundMClarke AnubhavGupta","Combining Decision Diagrams and SAT Procedures for Efficient Symbolic Model Checking","CAV Computer Aided Verification",16,7,119,"AGupta"
"120",120,"AGupta JohnPHayes","Width minimization of two-dimensional CMOS cells using integer programming ","ICCAD International Conference Computer Aided Design",17,1,120,"AGupta"
"121",121,"AGupta JohnPHayes","Optimal -D cell layout with integrated transistor folding ","ICCAD International Conference Computer Aided Design",17,2,121,"AGupta"
"122",122,"AGupta JohnPHayes","CLIP: An Optimizing Layout Generator for Two-Dimensional CMOS Cells ","DAC Design Automation Conference",17,3,122,"AGupta"
"123",123,"AGupta JohnPHayes","CLIP: integer-programming-based optimal layout synthesis of D CMOS cells ","ACM Trans Design Autom Electr Syst",17,4,123,"AGupta"
"124",124,"AGupta IlianaAvila Campillo ToddJGreen AshishKumarGupta MakotoOnizuka DemianRaven DanSuciu","XMLTK: An XML Toolkit for Scalable XML Stream Processing"," PLANX",18,1,124,"AGupta"
"125",125,"AGupta SurajitChaudhuri VivekRNarasayya","Compressing SQL workloads ","SIGMOD International Conference Management of Data Conference",18,2,125,"AGupta"
"126",126,"AGupta AshishKumarGupta AlonHalevy DanSuciu","View Selection for Stream Processing","WebDB",18,3,126,"AGupta"
"127",127,"AGupta AshishKumarGupta DanSuciu","Stream Processing of XPath Queries with Predicates","SIGMOD International Conference Management of Data",18,4,127,"AGupta"
"128",128,"AGupta AshishKumarGupta DanSuciu AlonHalevy","The View Selection Problem for Stream Processing","PODS Symposium Principles of Database Systems",18,5,128,"AGupta"
"129",129,"AGupta AlonYHalevy DanSuciu","View Selection for Stream Processing ","WebDB",18,6,129,"AGupta"
"130",130,"AGupta AlonYHalevy DanSuciu","The view selection problem for XML content based routing ","PODS Symposium Principles of Database Systems",18,7,130,"AGupta"
"131",131,"AGupta DanSuciu","Stream Processing of XPath Queries with Predicates ","SIGMOD International Conference Management of Data Conference",18,8,131,"AGupta"
"132",132,"AGupta KanadChakraborty PinakiMazumder","A Silicon Compiler for Fault-Tolerant ROMs ","DFT Defect and Fault Tolerance VLSI Systems",19,1,132,"AGupta"
"133",133,"AGupta KanadChakraborty MayukhBhattacharya PinakiMazumder ShriramKulkarni","A Physical Design Tool for Built-in Self-Repairable Static RAMs ","DATE Design Automation and Test Europe",19,2,133,"AGupta"
"134",134,"AGupta LarryWhitman RameshKAgarwal","Supply chain agent decision aid system SCADAS ","Winter Simulation Conference",19,3,134,"AGupta"
"135",135,"AGupta BenVerghese MendelRosenblum RohitChandra ScottDevine","Scheduling and Page Migration for Multiprocessor Compute Servers ","ASPLOS Architectural Support for Programming Languages and Operating Systems",1,103,135,"AGupta"
"136",136,"AGupta JohnChapin MendelRosenblum StephenAlanHerrod","Memory System Performance of UNIX on CC-NUMA Multiprocessors ","SIGMETRICS Measurement and Modeling of Computer Systems",1,16,136,"AGupta"
"137",137,"AGupta Wolf DietrichWeber","Cache Invalidation Patterns in Shared-Memory Multiprocessors ","IEEE Trans Computers",1,104,137,"AGupta"
"138",138,"AGupta DavidRCheriton HendrikAGoosen PatrickDBoyle","The VMP Multiprocessor: Initial Experience, Refinements and Performance Evlauation ","ISCA International Symposium Computer Architecture",1,17,138,"AGupta"
"139",139,"AGupta Wolf DietrichWeber","Exploring the Benefits of Multiple Hardware Contexts in a Multiprocessor Architecture: Preliminary Results ","ISCA International Symposium Computer Architecture",1,105,139,"AGupta"
"140",140,"AGupta DanielLenoski JamesLaudon JohnLHennessy KouroshGharachorloo PhillipBGibbons","Memory Consistency and Event Ordering in Scalable Shared-Memory Multiprocessors ","ISCA International Symposium Computer Architecture",1,50,140,"AGupta"
"141",141,"AGupta AlexColburn IvanTashev JonathanJCadiz Li weiHe RossCutler SteveSilverberg YongRui ZhengyouZhang ZichengLiu","Distributed meetings: a meeting capture and broadcasting system ","ACM Multimedia",1,18,141,"AGupta"
"142",142,"AGupta Wolf DietrichWeber","Analysis of Cache Invalidation Patterns in Multiprocessors ","ASPLOS Architectural Support for Programming Languages and Operating Systems",1,106,142,"AGupta"
"143",143,"AGupta DanielLenoski JamesLaudon JohnLHennessy KouroshGharachorloo","The Directory-Based Cache Coherence Protocol for the DASH Multiprocessor ","ISCA International Symposium Computer Architecture",1,51,143,"AGupta"
"144",144,"RossCutler YongRui AnoopGupta JonathanJCadiz IvanTashev Li weiHe AlexColburn ZhengyouZhang ZichengLiu SteveSilverberg","Distributed meetings,"," ACM_Multimedia",1,19,144,"AGupta"
"145",145,"Wolf DietrichWeber ToddCMowry","Reducing Memory and Traffic Requirements for Scalable Directory Based Cache Coherence Schemes,"," Anoop Gupta",1,107,145,"AGupta"
"146",146,"AGupta DanielLenoski DavidNakahira JamesLaudon JohnLHennessy LuisStevens TrumanJoe","The DASH Prototype: Logic Overhead and Performance ","IEEE Trans Parallel Distrib Syst",1,52,146,"AGupta"
"147",147,"StevenCameronWoo MoriyoshiOhara EvanTorrie JaswinderPalSingh AnoopGupta","The SPLASH Programs,"," ISCA International Symposium Computer Architecture",1,108,147,"AGupta"
"148",148,"AGupta DanielLenoski DavidNakahira JamesLaudon JohnLHennessy LuisStevens TrumanJoe","The DASH Prototype: Implementation and Performance ","ISCA International Symposium Computer Architecture",1,53,148,"AGupta"
"149",149,"AGupta DanielLenoski JamesLaudon JohnLHennessy KouroshGharachorloo MarkHorowitz MonicaSLam Wolf DietrichWeber","The Stanford Dash Multiprocessor ","IEEE Computer",1,54,149,"AGupta"
"150",150,"AGupta MargaretMartonosi ThomasEAnderson","Effectiveness of Trace Sampling for Performance Debugging Tools ","SIGMETRICS Measurement and Modeling of Computer Systems",1,55,150,"AGupta"
"151",151,"AGupta MargaretMartonosi ThomasEAnderson","MemSpy: Analyzing Memory System Bottlenecks in Programs ","SIGMETRICS Measurement and Modeling of Computer Systems",1,56,151,"AGupta"
"152",152,"AGupta MargaretMartonosi ThomasEAnderson","Tuning Memory Performance of Sequential and Parallel Programs ","IEEE Computer",1,57,152,"AGupta"
"153",153,"AGupta PerStenstr ouml m TrumanJoe","Comparative Performance Evaluation of Cache-Coherent NUMA and COMA Architectures ","ISCA International Symposium Computer Architecture",1,90,153,"AGupta"
"154",154,"AGupta MargaretMartonosi","Tradeoffs in Message Passing and Shared Memory Implementations of a Standard Cell Router ","ICPP International Conference Parallel Processing",1,58,154,"AGupta"
"155",155,"AGupta MilindTambe","Suitability of Message Passing Computers for Implementing Production Systems ","AAAI National Conference Artificial Intelligence",1,91,155,"AGupta"
