"","X","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID","Author"
"35",35,"JLee EdmundHDurfee PiotrJGmytrasiewicz","Overeager Reciprocal Rationality and Mixed Strategy Equilibria ","AAAI National Conference Artificial Intelligence",11,6,35,"JLee"
"36",36,"JLee SukIYoo YongSChoi","Hierarchial Multi-agent Organization for Text Database Discovery ","PRIMA International Workshop Multi Agents",11,20,36,"JLee"
"37",37,"JLee EdmundHDurfee","On Explicit Plan Languages for Coordinating Multiagent Plan Execution ","ATAL Agent Theories Architectures and Languages",11,7,37,"JLee"
"38",38,"JLee EdmundHDurfee","Structured Circuit Semantics for Reactive Plan Execution Systems ","AAAI National Conference Artificial Intelligence",11,8,38,"JLee"
"39",39,"JLee EdmundHDurfee MarcusJHuber MichaelKurnow","TAIPE: Tactical Assistants for Interaction Planning and Execution ","Agents",11,9,39,"JLee"
"40",40,"JLee EdmundHDurfee VictorRLesser DanielDCorkill","Trends in Cooperative Distributed Problem Solving ","IEEE Transactions Knowledge and Data Engineering KDE",11,10,40,"JLee"
"41",41,"JLee EdmundHDurfee","Blissful Ignorance: Knowing Just Enough to Coordinate Well ","Proceedings of the First International Conference Multi Agent Systems",11,11,41,"JLee"
"42",42,"JLee EdmundHDurfee","What Your Computer Really Needs to Know, You Learned in Kindergarten ","Proceedings of the Tenth National Conference Artificial Intelligence pages",11,12,42,"JLee"
"43",43,"JLee EdmundHDurfee","Planning in Distributed Artificial Intelligence,","G O Hare and N eds Foundations of Distributed Artificial Intelligence Wiley",11,13,43,"JLee"
"44",44,"JLee EdmundHDurfee","The Distributed Artificial Intelligence Melting Pot ","IEEE Transactions Systems Man and Cybernetics Special Issue Distributed Artificial Intelligence SMC",11,14,44,"JLee"
"45",45,"JLee DaeEunKim","Handling Continuous-Valued Attributes in Decision Tree with Neural Network Modelling ","ECML European Conference Machine Learning",11,15,45,"JLee"
"46",46,"JLee DaeEunKim","Instance-Based Method to Extract Rules from Neural Networks ","ICANN Int Conference Artificial Neural Networks",11,16,46,"JLee"
"47",47,"JLee DaeEunKim","Rule Reduction over Numerical Attributes in Decision Tree Using Multilayer Perceptron ","PAKDD Pacific Asia Conference Knowledge Discovery and Data Mining",11,17,47,"JLee"
"48",48,"JungJinLee","An Adaptable Dialog Interface Agent Using Meta-Rules ","FLAIRS The AI Research Society Conference Conference",11,18,48,"JLee"
"49",49,"JLee SukIYoo YongSChoi","Hierarchically Organized Neural Net Agents for Distributed Web Information Retrieval ","COMPSAC International Computer Software and Applications Conference",11,19,49,"JLee"
"50",50,"JLee PCWong","Performance Analysis of a Pull-Based Parallel Video Server ","IEEE Trans Parallel Distrib Syst",12,37,50,"JLee"
"51",51,"JLee YWWong JackYBLee","Recursive Patching An Efficient Technique for Multicast Video Streaming,","Proc th International Conference Information Systems ICEIS International Conference Information Systems Angers",12,38,51,"JLee"
"52",52,"JLee PCWong","Redundant Array of Inexpensive Servers RAIS for On-Demand Multimedia Services ","ICC International Conference Communications",12,39,52,"JLee"
"53",53,"JLee JackYBLee","On a Unified Architecture for Video-on-Demand Services,","IEEE Transactions Multimedia",12,20,53,"JLee"
"54",54,"JLee JackYBLee PCWong","Performance Analysis of a Pull-Based Parallel Video Server,","IEEE Transactions Parallel and Distributed Systems",12,21,54,"JLee"
"55",55,"JLee JackYBLee","Parallel Video Servers A Tutorial,","IEEE Multimedia",12,22,55,"JLee"
"56",56,"JLee JackYBLee","Optimizing Channel Allocation in a Unified Video-on-Demand System,","IEEE Transactions Circuits and Systems for Video Technology",12,23,56,"JLee"
"57",57,"JLee PCWong","A Server Array Approach for Video-On-Demand Service on Local Area Networks ","INFOCOM The Conference Computer Communications",12,40,57,"JLee"
"58",58,"JLee JackYBLee","Supporting Server-Level Fault Tolerance in Concurrent-Push-Based Parallel Video Servers,","IEEE Transactions Circuits and Systems for Video Technology",12,24,58,"JLee"
"59",59,"JLee PCWong","The Effect of Function Noise on GP Efficiency ","Evo Workshops",12,41,59,"JLee"
"60",60,"JLee JackYBLee WTLeng","Study of a Server-less Architecture for Video-on-Demand Applications,","Proc IEEE International Conference Multimedia and Expo Lausanne",12,25,60,"JLee"
"61",61,"JLee YBLee PCWong","Designing a Server Array System for Multimedia World-Wide-Web Services,","Workshop Resource Management Computer Systems and Networks Eighth IEEE Symposium Parallel and Distributed Processing New Orleans",12,42,61,"JLee"
"62",62,"JLee JackYBLee","Staggered Push - A Linearly Scalable Architecture for Push-Based Parallel Video Servers,","IEEE Transactions Multimedia",12,26,62,"JLee"
"63",63,"JLee YBLee PCWong","A Server Array Approach for Video-on-demand Service on Local Area Networks,","Proc IEEE INFOCOM The Conference Computer Communications",12,43,63,"JLee"
"64",64,"JLee JackYBLee JohnCSLui","Automatic Recovery from Disk Failure in Continuous-Media Servers,","IEEE Transactions Parallel and Distributed Systems",12,27,64,"JLee"
"65",65,"JLee YBLee PCWong","Storage Rebuild for Automatic Failure Recovery in Video-on-Demand Servers,","Proc IEEE ISCE",12,44,65,"JLee"
"66",66,"JLee RaymondWTLeung","Design and Analysis of a Fault-Tolerant Mechanism for a Server-Less Video-On-Demand System ","ICPADS International Conference Parallel and Distributed Systems",12,28,66,"JLee"
"67",67,"JLee WTLeung JackYBLee","A Server-less Architecture for Building Scalable, Reliable, and Cost-Effective Video-on-demand Systems,","Internet Workshop Collaborative Computing Higher Education Peer to Peer and Beyond",12,29,67,"JLee"
"68",68,"JLee ","Parallel Video Servers: A Tutorial ","IEEE MultiMedia",12,1,68,"JLee"
"69",69,"JLee PHChan JackYBLee","An Efficient Disk-Array-Based Server Design for a Multicast Video Streaming System,","Proc IEEE th International Conference Application specific Systems Architectures and Processors ASAP Hague",12,2,69,"JLee"
"70",70,"JLee CYChan","On Transmission Scheduling in a Server-Less Video-on-Demand System ","Euro Par",12,3,70,"JLee"
"71",71,"JLee TKHo JackYBLee","A Novel Redundant Data Update Algorithm for Fault-Tolerant Server-less Video-on-Demand Systems,","Proc High Performance Large Scale Computing HP LSC Conference Nottingham UK",12,4,71,"JLee"
"72",72,"JLee TszKinHo","A Row-Permutated Data Reorganization Algorithm for Growing Server-less Video-on-Demand Systems ","CCGRID",12,5,72,"JLee"
"73",73,"JLee HLLai JackYBLee LKChen","A Monotonic-Decreasing Rate Scheduler for Variable-Bit-Rate Video Streaming,"," IEEE Transactions Circuits and Systems for Video Technology",12,10,73,"JLee"
"74",74,"JLee TKHo JackYBLee","A Row-Permutated Data Reorganization Algorithm for Server-less Video-on-Demand Systems,","Proc International Symposium Cluster Computing and the Grid",12,6,74,"JLee"
"75",75,"JLee LSLam JackYBLee SCLiew WWang","A Transparent Rate Adaptation Algorithm for Streaming Video over the Internet,","Proc th International Conference Advanced Information Networking and Applications AINA Advanced Information Networking and Applications Fukuoka",12,11,75,"JLee"
"76",76,"JLee TszKinHo","A Transpositional Redundant Data Update Algorithm for Growing Server-Less Video Streaming Systems ","Peer to Peer Computing",12,7,76,"JLee"
"77",77,"JLee JackYBLee","Buffer Management and Dimensioning for a Pull-Based Parallel Video Server,","IEEE Transactions Circuits and Systems for Video Technology",12,12,77,"JLee"
"78",78,"JLee ChunWaiKong","Slice-and-Patch - An Algorithm to Support VBR Video Streaming in a Multicast-based Video-on-Demand System ","ICPADS International Conference Parallel and Distributed Systems",12,8,78,"JLee"
"79",79,"JLee JackYBLee","Channel Folding An Algorithm to Improve Efficiency of Multicast Video-on-Demand Systems,"," IEEE Transactions Multimedia",12,13,79,"JLee"
"80",80,"JLee HLLai LKChen JackYBLee","VBR Video Delivery Using Monotonic-Decreasing Rate Scheduling,","Proc IEEE International Symposium Circuits and Systems Sydney",12,9,80,"JLee"
"81",81,"JLee WCLiu JackYBLee","Constrained Consonant Broadcasting A Generalized Periodic Broadcasting Scheme for Large Scale Video Streaming,","Proc IEEE International Conference Multimedia and Expo ICME U S A",12,30,81,"JLee"
"82",82,"JLee JackYBLee","Concurrent Push - A Scheduling Algorithm for Push-Based Parallel Video Servers,","IEEE Transactions Circuits and Systems for Video Technology",12,14,82,"JLee"
"83",83,"JLee JohnCSLui","Automatic Recovery from Disk Failure in Continuous-Media Servers ","IEEE Trans Parallel Distrib Syst",12,31,83,"JLee"
"84",84,"JLee JackYBLee WTLeung","Design and Analysis of a Fault-Tolerant Mechanism for a Server-Less Video-On-Demand System,","Proc International Conference Parallel and Distributed Systems",12,15,84,"JLee"
"85",85,"JLee PCWong YBLee","Redundant Array of Inexpensive Servers Canada, June , , - ","ICC International Conference Communications",12,32,85,"JLee"
"86",86,"JLee JackYBLee PCWong","Design and Performance Evaluation of A Multimedia Web Server,","Journal of Visual Communication and Image Representation",12,16,86,"JLee"
"87",87,"JLee HPSze SCLiew JackYBLee CSYip","A Multiplexing Scheme for H Voice-over-IP Applications,","IEEE Journal Selected Areas Communications",12,33,87,"JLee"
"88",88,"JLee JackYBLee CHLee","Design, Performance Analysis, and Implementation of a Super-Scalar Video-on-Demand System,","IEEE Transactions Circuits and Systems for Video Technology",12,17,88,"JLee"
"89",89,"JLee HPSze SCLiew JackYBLee","A Packet-Loss-Recovery Scheme for Continuous-Media Streaming over Internet,","IEEE Communications Letters",12,34,89,"JLee"
"90",90,"JLee JackYBLee","UVoD A Unified Architecture for Video-on-Demand Services,","IEEE Communications Letters",12,18,90,"JLee"
"91",91,"JLee KongChunWai JackYBLee","Slice-and-Patch - An Algorithm to Support VBR Video Streaming in a Multicast-based Video-on-Demand System,","Journal of Information Science and Engineering",12,35,91,"JLee"
"92",92,"JLee VincentCHLee JackYBLee","Improving UVoD System Efficiency with Batching,","Proc International Conference Software Telecommunications and Computer Networks SoftCOM Crotia",12,19,92,"JLee"
"93",93,"JLee KongChunWai JackYBLee","Slice-and-Patch - An Algorithm to Support VBR Video Streaming in a Multicast-based Video-on-Demand System,","Proc International Conference Parallel and Distributed Systems",12,36,93,"JLee"
"94",94,"JLee HoSooLee JayantKalagnanam MartinBichler","Winner Determination Algorithms for Electronic Auctions: A Framework Design ","EC ACM Conference Electronic Web",13,1,94,"JLee"
"95",95,"JLee HoSooLee PriscillaWang","A Visual One-Page Catalog Interface for Analytical Product Selection ","EC ACM Conference Electronic Web",13,2,95,"JLee"
"96",96,"JLee HoSooLee PriscillaWang","Design and Implementation of a Visual Online Product Catalog Interface ","ICEIS International Conference Information Systems",13,3,96,"JLee"
"97",97,"JLee MarkPodlaseck","Using a starfield visualization for analyzing product performance of online stores ","ACM Conference Electronic",13,4,97,"JLee"
"98",98,"JLee MarkPodlaseck","Visualization and Analysis of Clickstream Data of Online Stores with a Parallel Coordinate System ","EC ACM Conference Electronic Web",13,5,98,"JLee"
"99",99,"JLee EdithSchonberg MarkPodlaseck RobertHoch","Visualization and Analysis of Clickstream Data of Online Stores for Understanding Web Merchandising ","Data Mining and Knowledge Discovery",13,6,99,"JLee"
"100",100,"JLee EdithSchonberg MarkPodlaseck RobertHoch StephenGomory","Analysis and Visualization of Metrics for Online Merchandising ","WEBKDD",13,7,100,"JLee"
"101",101,"JLee Sang gooLee SuekyungLee","A Framework of Winner Determination Algorithms for Internet Auctions ","Human Society Internet",13,8,101,"JLee"
"102",102,"JLee Jen YaoChung","Agent-Based Electronic Commerce: Opportunities and Challenges ","ISADS International Symposium Autonomous Decentralized Systems",13,9,102,"JLee"
"103",103,"JLee PrabhudevKonana SudhaRam","Updating Timestamp Interval for Dynamic Adjustment of Serialization Order in Optimistic Concurrency Control-Time Interval OCCTI Protocol ","Inf Process Lett",13,10,103,"JLee"
"104",104,"JLee ","ABSolute: An Information Visualization System for Decision Support in Sourcing ","International Journal of Image and Graphics",13,11,104,"JLee"
"105",105,"JLee DinggangShen RuihuaMa WeiXiong","Video Segment Indexing through Classification and Interactive View-Based Query ","ACCV Asian Conference Computer Vision",14,1,105,"JLee"
"106",106,"JLee LiuShengHuang QingLi WeiXiong","Experimental Video Database Management System Based on Advanced Object-Oriented Techniques ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering",14,2,106,"JLee"
"107",107,"JLee Man ChingIp WeiXiong","Net Comparison: A Fast and Effective Method for Classifying Image Sequences ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering",14,3,107,"JLee"
"108",108,"JLee RuihuaMa WeiXiong","Novel Technique for Automatic Key Frame Computing ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering",14,4,108,"JLee"
"109",109,"JLee Rui HuaMa WeiXiong","Automatic video data structuring through shot partitioning and key-frame computing ","Mach Vis Appl",14,5,109,"JLee"
"110",110,"JLee WeiXiong","Automatic Dominant Camera Motion Annotation for Video Retrieval ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering",14,6,110,"JLee"
"111",111,"JLee QingLi WeiXiong","VIMS: A Video Information Management System ","Multimedia Tools and Applications",14,7,111,"JLee"
"112",112,"JLee Ting ChuenPong ZoltanKato","Motion Compensated Color Video Classification Using Markov Random Fields ","ACCV Asian Conference Computer Vision",14,10,112,"JLee"
"113",113,"JLee QingLi","Dynamic Object Clustering for Video Database Manipulations ","VDB Visual Database Systems",14,8,113,"JLee"
"114",114,"JLee AnilKJain GSudhir","Automatic Classification of Tennis Video for High-Level Content-Based Retrieval ","CAIVD",14,11,114,"JLee"
"115",115,"JLee Ting ChuenPong ZoltanKato","Color image segmentation and parameter estimation in a markovian framework ","Pattern Recognition Letters",14,9,115,"JLee"
"116",116,"DongwookKim JoonwonLee SeungkyuPark","A Partitioned On-Chip Virtual Cache for Fast Processors,","Journal of Systems Architecture",15,10,116,"JLee"
"117",117,"KisokKong ManheeKim JoonwonLee","a Rate Regurating Scheme for Scheme for Scheduling Multimedia Systems,","IEICE Transactions Information and systems",15,11,117,"JLee"
"118",118,"SangbumLee InbumJung JoonwonLee","Buddy Coherence: An Adaptive Granularity Handling Scheme for Page-based DSM,","IEICE Transaction Information and Systems to be appeared",15,12,118,"JLee"
"119",119,"Sang KwonLee MinheeCho Hyeon JuYoon Seong BaeEun HyunsooYoon JungWanCho JoonwonLee","Design and Implementation of a Multi-Threaded TMN Agent System"," International Workshop Parallel Computing Aizu",15,13,119,"JLee"
"120",120,"YunseokRhee JoonwonLee","A Scalable Cache Coherent Architecture for Large-Scale Mesh-Connected Multiprocessors"," rd Int l Symp Parallel Architectures Algorithms and Network Taipei",15,30,120,"JLee"
"121",121,"JoonwonLee UmakishoreRamachandran","Locks, Directories, and Weak Memory: A Recipe for Scalable Shared Memory Multiprocessors"," Workshop Scalable Shared Memory Multiprocessor Serial",15,14,121,"JLee"
"122",122,"YunseokRhee JoonwonLee","A Scalable Cache Coherent Scheme Exploiting Wormhole Routing Networks","Fifth International Symposium High Performance Computer Architecture",15,31,122,"JLee"
"123",123,"InseonLee HyogunLee JoonwonLee","An Analysis of Deadlock Detection Schemes in Multidatabase Systems"," th Intl Conf Parallel and Distributed Computing Systems Dijon",15,15,123,"JLee"
"124",124,"AnandSiva GautamSha JoonwonLee URamachandran HVenkat MemoryMultiprocessors",", International Symposium on Shared Memory Multiprocessors, Serial , Tokyo, - , ","",15,32,124,"JLee"
"125",125,"HyogunLee JoonwonLee","An Integrated Buffer management Scheme for Very Large Files,","International Journal of Computers and Application",15,16,125,"JLee"
"126",126,"VivekanandVellanki NissimHarel NamgeunJeong JoonwonLee UmakishoreRamachandran","High Availability for Software DSM"," Eighth Workshop Scalable Shared Memory Multiprocessors Serial",15,33,126,"JLee"
"127",127,"HyogunLee InseonLee  JoonwonLee","Performance Comparison of Deadlock Schemes in Multidatabase Systems,","International Journal of Computer applications Technology",15,17,127,"JLee"
"128",128,"JLee HeonYoungYeom IlhwanKim","Analysis of buffer replacement policies for WWW proxy ","SAC Selected Areas Cryptography",15,34,128,"JLee"
"129",129,"JLee JWLee URamachandran","Performance Evaluation of Three Parallel Algorithms in Scalable Multiprocessors,","MIT Press",15,18,129,"JLee"
"130",130,"JLee KYoon","Design of a System to Support Security Communication between a Web Proxy and a CGI Program Based on PKI ","ICPADS International Conference Parallel and Distributed Systems",15,35,130,"JLee"
"131",131,"JLee HyogunLee ManheeKim","A Proportional-Share Scheduler for Multimedia Applications ","ICMCS International Conference Multimedia Computing and Systems",15,19,131,"JLee"
"132",132,"JLee Hyeon JuYoon HyunsooYoon JungWanCho MinheeCho Sang KwonLee SeongBaeEun","Design and Implementation of a Multi-Threaded TMN Agent System ","ICPP International Conference Parallel Processing Workshops",15,36,132,"JLee"
"133",133,"JeonghwanChoi HyogunLee JoonwonLee","A Prefetching File System for WWW Servers"," Int l Symp Internet Technology",15,1,133,"JLee"
"134",134,"JLee InbumJung JongwoongHyun JoongsooMa","Two-Phase Barrier: A Synchronization Primitive for Improving the Processor Utilization ","International Journal of Parallel Programming",15,2,134,"JLee"
"135",135,"JLee DWKim JWLee","A Virtual Cache Architecture for Retaining the Process Working Sets in a Multiprogramming Environment,","IEICE Transactions Information and Systems",15,3,135,"JLee"
"136",136,"DongwookKim EunjinKim JoonwonLee","A Virtual Cache Scheme for Improving Cache-Affinity on Multiprogrammed Shared Memory Multiprocessors"," th Int l Conf High Performance Computing Systems and Applications Edmont",15,4,136,"JLee"
"137",137,"JLee DongwookKim","A Virtual-Physical On-Chip Cache for Shared Memory Multiprocessors ","Euro Par",15,5,137,"JLee"
"138",138,"DongwookKim JoonwonLee","A Virtual-Physical On-Chip Cache for Shared Memory Multiprocessors"," Passau",15,6,138,"JLee"
"139",139,"InhwanKim HeonYYeom JoonwonLee","Analysis of Buffer Replacement Policies for WWW Proxy"," th Int l Conf Information Networking Tokyo",15,7,139,"JLee"
"140",140,"ManheeKim HyogunLee JoonwonLee","A Proportional-Share Scheduler for Multimedia Applications"," Int l Conf Multimedia Computing and Systems",15,8,140,"JLee"
"141",141,"DongwookKim JoonwonLee","A Partitioned On-Chip Cache for Reducing Memory Access Latency on Shared Memory Multiprocessors"," th Int l Symp High Performance Computing",15,9,141,"JLee"
"142",142,"JoonwonLee UmakishoreRamachandran","Architectural Primitives for Scalable Shared Memory Multiprocessors"," ACM Symposium Parallel Algorithm and Architecture Serial Atlantic City",15,20,142,"JLee"
"143",143,"JLee JWLee URamachandran","A Recipe for Scalable Shared Memory Multiprocessors,","Workshop Shared Memory Multiprocessor",15,21,143,"JLee"
"144",144,"JLee JWLee URamachandran","Synchronization with Multiprocessor Cache,","Annual International Symposium Computer Architecture Serial",15,22,144,"JLee"
"145",145,"JLee JMa SCho","Meta-data Update Policy in a Flash Memory File System ","Journal of Research and Practice Information Technology",15,23,145,"JLee"
"146",146,"JLee URamachandran JWLee","Cache-based Synchronization in Shared Memory Multiprocessors,","Journal of Parallel and Distributed System",15,24,146,"JLee"
"147",147,"JLee UmakishoreRamachandran","Architectural Primitives for a Scalable Shared Memory Multiprocessor ","SPAA ACM Symposium Parallel Algorithms and Architectures",15,25,147,"JLee"
"148",148,"JLee UmakishoreRamachandran","Synchronization with Multiprocessor Caches ","ISCA International Symposium Computer Architecture",15,26,148,"JLee"
"149",149,"YunSeokRhee JoonwonLee","Locks, Directories, and Synchronization in Shared Memory Multiprocessors,","Kluwer Academic Press",15,27,149,"JLee"
"150",150,"YoonsukRhee JoonwonLee","A Prefetching Scheme for Image Computing"," IEEE Int l Conf Image Processing Switzerl Rosann",15,28,150,"JLee"
"151",151,"YunSeokRhee JoonwonLee","A Scalable-Cache coherent Architecture for Large-Scale Mesh-Connected Multiprocessor,","Journal of Systems Architecture",15,29,151,"JLee"
"152",152,"XMa MWinslett JLee SYu","Improving MPI-IO Output Performance with Active Buffering Plus Threads,","Proceedings of the International Parallel and Distributed Processing Symposium IPDPS International Parallel and Distributed Processing Symposium Nice",16,5,152,"JLee"
"153",153,"JLee MarianneWinslett ShengkeYu XiaosongMa","Active buffering plus compressed migration: an integrated solution to parallel simulations' data transport needs ","ICS International Conference Supercomputing",16,6,153,"JLee"
"154",154,"JLee MarianneWinslett ShengkeYu XiaosongMa","Declustering Large Multidimensional Data Sets for Range Queries over Heterogeneous Disks ","SSDBM Statistical and Scientific Database Management",16,7,154,"JLee"
"155",155,"JLee MarianneWinslett Szu WenKuo YingChen YongCho","Efficient Input and Output for Scientific Simulations ","IOPADS I O Parallel and Distributed Systems",16,8,155,"JLee"
"156",156,"JLee MarianneWinslett ShengkeYu XiaosongMa","Faster Collective Output through Active Buffering ","IPDPS International Parallel and Distributed Processing Symposium",16,9,156,"JLee"
"157",157,"JLee MarianneWinslett ShengkeYu XiaosongMa","Improving MPI-IO Output Performance with Active Buffering Plus Threads ","IPDPS International Parallel and Distributed Processing Symposium",16,10,157,"JLee"
"158",158,"JLee MarianneWinslett ShengkeYu XiaosongMa","Enhancing Data Migration Performance via Parallel Data Compression ","IPDPS International Parallel and Distributed Processing Symposium",16,11,158,"JLee"
"159",159,"JLee MarianneWinslett Szu WenKuo YongCho","New GDM-based Declustering Methods for Parallel Range Queries ","IDEAS International Database Engineering and Application Symposium",16,12,159,"JLee"
"160",160,"JLee MarianneWinslett Szu WenKuo YingChen YongECho","Parallel I/O for scientific applications on heterogeneous clusters: a resource-utilization approach ","International Conference Supercomputing",16,13,160,"JLee"
"161",161,"JLee MarianneWinslett PeterBrezany","Parallel I/O Support for HPF on Computational Grids ","ISHPC High Performance Computing",16,14,161,"JLee"
