,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
56,E T Baskoro;M Miller,"A procedure for constructing a minimum-diameter digraph,",Bulletin of ICA,1,27,56,MMiller
57,M Miller,"Some open problems in optimal digraphs,",Tatra Mountains Mathematical Publications,1,115,57,MMiller
58,E Dahlhaus;P Manuel;M Miller,"Maximum h-colorable subgraph problem in balanced graphs,",Information Processing Letters,1,60,58,MMiller
59,E T Baskoro;M Miller;J Plesnik;S Znam,"Regular digraphs of diameter and maximum order,",Australasian Journal of Combinatorics,1,28,59,MMiller
60,M Miller;J Ryan;W F Smyth,"The sum number of a disjoint union of graphs,",Proceedings of the Fourteenth Australasian Workshop Combinatorial Algorithms Seoul Korea,1,116,60,MMiller
61,E Dahlhaus;P Manuel;M Miller,"Parallel algorithms for generalised clique transversal problems,",Ars Combinatoria,1,61,61,MMiller
62,F Bertault;M Miller,"Extended graph model for software visualization,",Proceedings of SoftVis Sydney,1,29,62,MMiller
63,M Miller;J Ryan;W Smyth,"The sum number of the cocktail party graph,",Bulletin of ICA,1,117,63,MMiller
64,M Miller;Elias Dahlhaus ; Joseph F Ryan ; Peter Horak,The train marshalling problem ,Discrete Applied Mathematics,1,62,64,MMiller
65,M Miller;J Gimbert;F Ruskey;J Ryan,"Iterations of eccentric digraphs,",Proceedings of AWOCA Frazer Island,1,118,65,MMiller
66,M Miller;Elias Dahlhaus ; Jan Kratochv&iacute;l ; Paul D Manuel,Transversal Partitioning in Balanced Hypergraphs ,Discrete Applied Mathematics,1,63,66,MMiller
67,S Morris;J Cooper;D Bomba;L Brankovic;M Miller;F Pacecho,"Australian healthcare: a smart card for a clever country,",International Journal of Bio Medical Computing,1,119,67,MMiller
68,E Dahlhaus;J Kratochvil;M Miller;P Manuel,"Transversal partitioning in balanced hypergraphs,",Proceedings of the Twente Workshop Graphs and Combinatorial Optimization Enschede The,1,64,68,MMiller
69,M Miller;Anna Draganova ; Martin Sutton,Mod sum number of wheels ,Ars Comb,1,65,69,MMiller
70,P Eades;H ElGindy;M Houles;M Miller;B Lenhart;D Rappaport;S Whitesides,"Dominance drawing of bipartite graphs,",Proceedings of the Fifth Conference Computational Geometry,1,66,70,MMiller
71,P Eades;M Keil;P Manuel;M Miller,"Two dominating sets with minimum intersection in chordal graphs,",Nordic Journal of Computing,1,67,71,MMiller
72,Z Feng;M Miller,"Data integrity in relational databases,",Proceedings of th New Zealand Annual Computer Science Conference,1,68,72,MMiller
73,Z Feng;Y Jia;M Miller,"Null values in relational DBMS, in Databases in the 's B Srinivasan and J Zeleznikow ed ,",World Scientific,1,69,73,MMiller
74,F Bertault;M Miller,"An algorithm for drawing compound graphs,",Lecture Notes Computer Science ed Kratochvil,1,30,74,MMiller
75,J Boland;M Miller,"Eccentric digraph of a digraph,",Proceedings of AWOCA Bandung Indonesia,1,31,75,MMiller
76,J Boland;F Buckley;M Miller,"Eccentric Digraphs,",Discrete Mathematics,1,32,76,MMiller
77,H Nagamochi;M Miller;X Slamin,"Bounds on the number of isolates in sum graph labeling,",Discrete Mathematics,1,120,77,MMiller
78,D Bomba;L Brankovic;J Cooper;M Miller;S Morris;F Pacecho,"Data Inference in Medical Databases,",Inaugural Conference of the Asia Pacific Association of Medical Informatics,1,33,78,MMiller
79,M Miller;David Rappaport ; Hossam A ElGindy ; Michael E Houle ; Sue Whitesides ; William Lenhart,Dominance Drawings of Bipartite Graphs ,CCCG Canadian Conference Computational Geometry,1,121,79,MMiller
80,D Bomba;L Brankovic;J Cooper;M Miller;S Morris;F Pacecho,"Security Measurement and Medical Databases,",Inaugural Conference of the Asia Pacific Association of Medical Informatics,1,34,80,MMiller
81,M Miller;Alexander Rosa ; Ljiljana Brankovic ; Peter Horak,Premature partial latin squares ,Ars Comb,1,122,81,MMiller
82,D Bomba;L Brankovic;J Cooper;M Miller;S Morris;F Pacecho,"Australian Healthcare: Smart Card for a Clever Country,",Inaugural Conference of the Asia Pacific Association of Medical Informatics,1,35,82,MMiller
83,M Miller;Jennifer Seberry,Relative Compromise of Statistical Databases ,Australian Computer Journal,1,123,83,MMiller
84,M Miller;Ljiljana Brankovic ; Peter Horak,A Combinatorial Problem in Database Security ,Discrete Applied Mathematics,1,36,84,MMiller
85,R Simanjuntak;M Miller,"Largest planar digraphs of diameter two,",Proceedings of AWOCA Frazer Island,1,124,85,MMiller
86,L Brankovic;M Miller;D Bomba;J Cooper;S Morris;F Pacecho,"Confidentiality of patient records and the data inference problem,",HICS Conference Adelaide,1,37,86,MMiller
87,R Simanjuntak;M Miller,"Survey of a,d -antimagic graph labelings, Prosiding Komperensi Nasional X Matematika, ITB Bandung, July ,",Jurnal MIHMI,1,125,87,MMiller
88,Z Feng;Y Jia;M Miller,"Nulls in relational DBMS,",Proceedings DBIS Sydney,1,70,88,MMiller
89,L Brankovic;P Lieby;M Miller,"Flattening antichains with respect to the volume,",Electronic Journal of Combinatorics R,1,38,89,MMiller
90,R Simanjuntak;M Miller;F Bertault,"Two new a,d antimagic labelings,",Proceedings of AWOCA Hunter Valley,1,126,90,MMiller
91,Z Feng;Y Jia;M Miller,"An multivalued approach to relational DBMS,",Proceedings of the Far East Conference Future Databases Kyoto,1,71,91,MMiller
92,L Brankovic;M Miller;J Siran,"Graphs, - matrices and usability of statistical databases,",Congr Numer,1,39,92,MMiller
93,M Miller;Jozef Siran ; Ljiljana Brankovic,Towards a Practical Auditing Method for the Prevention of Statistical Database Compromise ,Australasian Database Conference,1,127,93,MMiller
94,Z Feng;I Fris;M Miller,"An enhancement of domain integrity in relational database,",Proceedings of International Conference for Young Computer Scientists Beijing,1,72,94,MMiller
95,M Baca;Y Lin;M Miller;M Z Youssef,Edge-antimagic graphs,Discrete Mathematics,1,1,95,MMiller
96,X Slamin;M Baca;Y Lin;M Miller;R Simanjuntak,"Edge-magic total labelings of wheels, fans and friendship graphs,",Bulletin of ICA,1,128,96,MMiller
97,Z Feng;M Miller;M Zhang,"An intelligent database model,",Third International Conference for Young Computer Scientists Beijing,1,73,97,MMiller
98,M Baca;M Miller,"d-antimagic labelings of plane graphs,",Proceedings of AWOCA Hunter Valley,1,2,98,MMiller
99,X Slamin;M Miller,"Diregularity of digraphs close to Moore bound, Prosiding Komperensi Nasional X Matematika,",ITB Bandung Jurnal MIHMI,1,129,99,MMiller
100,Z Feng;H Dai;M Miller,"A proposal towards data integrity subsystem for relational databases,",Proceedings of Baltic International Conference Database Method Riga,1,74,100,MMiller
101,M Baca;M Miller,"Valuations of a certain class of convex polytopes,",JCMCC,1,3,101,MMiller
102,M Miller;Fran&ccedil;ois Bertault,An Algorithm for Drawing Compound Graphs ,Graph Drawing,1,75,102,MMiller
103,M Baca;Y Lin;M Miller,"Valuations of plane quartic graphs,",JCMCC,1,4,103,MMiller
104,M Miller;Ivan Fris,Minimum Diameter of Diregular Digraphs of Degree ,Comput J,1,76,104,MMiller
105,M Baca;M Miller;X Slamin,"Vertex-magic total labelings of generalized Petersen graphs,",Int J of Computer Mathematics Issue,1,5,105,MMiller
106,P Horak;L Brankovic;M Miller,"Combinatorial problem in data security,",Discrete Applied Mathematics,1,77,106,MMiller
107,M Baca;F Bertault;J A MacDougall;M Miller;R Simanjuntak;X Slamin,"Vertex-antimagic total labelings of graphs,",Discussiones Mathematicae Graph Theory,1,6,107,MMiller
108,C Iliopoulos;M Miller;B eds Smyth,, th Australasian Workshop Combinatorial Algorithms Special Issue Int J of Computer Mathematics Issue,1,78,108,MMiller
109,M Baca;M Miller;X Slamin,"Every generalized Petersen graph has a vertex-magic total labeling,",Proceedings of AWOCA Hunter Valley,1,7,109,MMiller
110,M Baca;M Miller,"On d-magic labelings of type , , for prisms,",JCMCC,1,8,110,MMiller
111,M Miller;Yingxian Jia ; Zhuopeng Feng,A Multivalued Approach to Handle Nulls in RDB ,Future Databases,1,79,111,MMiller
112,M Baca;E T Baskoro;M Miller,"On d-antimagic labelings of honeycomb,",Proceedings of AWOCA Bandung Indonesia,1,9,112,MMiller
113,L Brankovic;M Miller;J Plesnik;J Ryan;J Siran,"Large graphs with small diameter: A voltage assignment approach,",Australasian Journal of Combinatorics,1,40,113,MMiller
114,L Brankovic;A Furche;M Miller;G Wrightson,"NewCash - Anonymous payments with receipts,",Proceedings of SICON,1,41,114,MMiller
115,L Brankovic;M Miller,"An application of combinatorics to the security of statistical databases,", th Conference of the Austr Math Society Armidale requested for publication Australian Mathematical Society Gazette,1,42,115,MMiller
116,X Slamin;E T Baskoro;M Miller,"Diregularity of digraphs of out-degree three and order two less than Moore bound,",Proceedings of AWOCA Bandung Indonesia,1,130,116,MMiller
117,M Miller;Ljiljana Brankovic ; Peter Horak,An Optimization Problem in Statistical Databases ,SIAM Society for Industrial and Applied Mathematics J Discrete Math,1,43,117,MMiller
118,M Miller;Slamin,On the Monotonicity of Minimum Diameter with Respect to Order and Maximum Out-Degree ,COCOON Computing and Combinatorics,1,131,118,MMiller
119,L Brankovic;P Horak;M Miller,"An optimisation problem in statistical database security,",SIAM Society for Industrial and Applied Mathematics Journal Discrete Mathematics,1,44,119,MMiller
120,X Slamin;M Miller,"On two conjectures concerning vertex-magic total labeling of generalized Petersen graphs,",Bulletin of ICA,1,132,120,MMiller
121,L Brankovic;M Miller;J Siran,"On range query usability of statistical databases,",Int J of Computer Mathematics Issue,1,45,121,MMiller
122,X Slamin;M Miller,"Open problems in sum and integral sum graph labellings,",Proceedings of AWOCA,1,133,122,MMiller
123,L Brankovic;M Miller;J Plesnik;J Ryan;J Siran,"A note on constructing large Cayley graphs of given degree and diameter by voltage assignment,",Electronic Journal of Combinatorics R,1,46,123,MMiller
124,X Slamin;M Miller,"Sum graph labelling and related problems,",Jurnal MIHMI,1,134,124,MMiller
125,L Brankovic;M Miller,"Introduction to Statistical Database Security, Special Issue,",Selected Topics of Cryptography and Information Security Communications of the CCISA,1,47,125,MMiller
126,K Sugeng;M Miller;M Baca," a,d -edge-antimagic total labeling,",Indonesia Conference Computational Geometry and Graph Theory Bandung Indonesia,1,135,126,MMiller
127,A V Kelarev;M Miller;O Sokratova,"Directed graphs and closure properties for languages,",Proceedings of AWOCA Bandung Indonesia,1,80,127,MMiller
128,L Brankovic;M Miller,"Open problems in the security of statistical databases,",Proceedings of AWOCA,1,48,128,MMiller
129,K A Sugeng;M Miller,"Open problems in secret sharing,",Proceedings of AWOCA Frazer Island,1,136,129,MMiller
130,M Miller;Jan Kratochv&iacute;l ; Paul D Manuel,Generalized Domination in Chordal Graphs ,Nordic Journal of Computing,1,81,130,MMiller
131,L Brankovic;P Horak;M Miller;A Rosa,"Premature partial latin squares,",Ars Combinatoria,1,49,131,MMiller
132,M Sutton;M Miller;J Ryan;X Slamin,"Connected graphs which are not mod sum graphs,",Discrete Mathematics,1,137,132,MMiller
133,J Kratochvil;P Manuel;M Miller;A Proskurowski,"Disjoint and unfolding domination in graphs,",Australasian Journal of Combinatorics,1,82,133,MMiller
134,M Sutton;M Miller,"Mod sum graph labelling of Hmn and Kn,",Australasian Journal of Combinatorics,1,138,134,MMiller
135,J Kratochvil;P Manuel;M Miller,"Generalized domination in chordal graphs,",Nordic Journal of Computing,1,83,135,MMiller
136,M Sutton;A Draganova;M Miller,"Mod sum number of wheels,",Ars Combinatoria,1,139,136,MMiller
137,J Kratochvil;M Miller;H N Nguyen,"Sum graph labels - an upper bound and related problems,",Proceedings of AWOCA Bandung Indonesia,1,84,137,MMiller
138,Y Lin;M Miller;C Rodger,"Edge connectivity of cages,",Proceedings of AWOCA Bandung Indonesia,1,85,138,MMiller
139,Y Lin;M Miller,"Generalisations of directed Moore graphs,",Proceedings of AWOCA Frazer Island,1,86,139,MMiller
140,Y Lin;M Miller,"Vertex magic total labellings of complete graphs,",Bulletin of ICA,1,87,140,MMiller
141,Y Lin;M Miller;R Simanjuntak;X Slamin,"Magic and antimagic labelings of wheels,",Proceedings of AWOCA Hunter Valley,1,88,141,MMiller
142,Y Lin;X Slamin;M Baca;M Miller,"On $d$-antimagic labelings of prisms,",Ars Combin,1,89,142,MMiller
143,M Baca;M Miller;J Ryan,"On d-antimagic labelings of prisms and antiprisms,",Proceedings of AWOCA Bandung Indonesia,1,10,143,MMiller
144,M Baca;Y Lin;M Miller;R Simanjuntak,"New constructions of magic and antimagic graph labelings,",Utilitas Math,1,11,144,MMiller
145,M Baca;S Jendrol;M Miller;J Ryan,On irregular total labelings,Discrete Mathematics,1,12,145,MMiller
146,M Miller;I Fris,"Maximum order digraphs for diameter or degree , Pullman volume of Graphs and Matrices,",Lecture Notes Pure and Applied Mathematics,1,100,146,MMiller
147,M Baca;M Miller,"Antimagic face labeling of convex polytopes based on biprisms,",Journal of Combinatorial Mathematics and Combinatorial Computing,1,13,147,MMiller
148,M Miller;C Rodger;R Simanjuntak,"On distance magic graphs,",Proceedings of AWOCA Bandung Indonesia,1,101,148,MMiller
149,M Baca;S Jendrol;M Miller;J Ryan,"Antimagic labelings of generalised Petersen graphs that are plane,",Ars Combinatoria,1,14,149,MMiller
150,M Miller;B Pascoe;I Roberts,"An Expert System for security of statistical databases,",IJCAI International Joint Conference Artificial Intelligence Workshop Integrating Artificial Intelligence into Databases Sydney,1,102,150,MMiller
151,M Baca;E T Baskoro;S Jendrol;M Miller,"Antimagic labelings of hexagonal plane maps,",Utilitas Math,1,15,151,MMiller
152,M Miller;Gary Christensen;M I Miller;Y Amit;U Grenander,"Global Shape Models for Anatomical Structures,",Poor and Schwartz editors Proceedings of the th Conference Information Sciences and Systems University,2,30,152,MMiller
153,M Miller;G E Christensen;S C Joshi;M I Miller,"Volumetric Transformation of Brain Anatomy,",IEEE Transactions Medical Imaging,2,31,153,MMiller
154,M Miller;Gary Christensen;Michael I Miller;Michael W Vannier;Ulf Grenander,"Individualizing Neuroanatomical Atlases Using a Massively Parallel Computer,",IEEE Computer,2,32,154,MMiller
155,M Miller;Gary E Christensen ; Michael Vannier ; Ulf Grenander,Individualizing Neuroanatomic Atlases Using a Massively Parallel Computer ,IEEE Computer,2,33,155,MMiller
156,M Miller;Michael I Miller,"Method and apparatus for image registration,",United States Patent US Patent Office,2,120,156,MMiller
157,M Miller;G E Christensen;S C Joshi;M I Miller,"Individualizing Anatomical Atlases of the Head,",Proc th Intl Conf Visualization Biomedical Computing,2,34,157,MMiller
158,M Miller;M I Miller;T J Schaewe;C S Bosch;J J H Ackerman,"A Mathematical Signal Model for Phase and Frequency Encoded Magnetic Resonance Imaging Data,",J Magn Reson series B,2,121,158,MMiller
159,M Miller;Gary Christensen;M I Miller;J L Marsh;M W Vannier,"Automatic Analysis of Medical Images Using a Deformable Textbook,",,2,35,159,MMiller
160,M Miller;Michael I Miller;Gary E Christensen;Yali Amit;Ulf Grenander,"Mathematical Textbook of Deformable Neuroanatomies,",Proceedings of the National Academy of Science,2,122,160,MMiller
161,Gary Christensen;RD Rabbitt;MI Miller;SC Joshi;U Grenander;T Coogan;D Van Essen,"Topological properties of smooth anatomic maps,",Y Bizais C Braillot and R Di Paola editors Information Processing Medical Imaging th International Conference Kluwer Academic Publishers,2,36,161,MMiller
162,M Miller;M I Miller;D L Snyder;S M Moore,"An Evaluation of the Use of Sieves for Producing Estimates of Radioactivity Distributions with the EM Algorithm for Positron Emission Tomography,",IEEE Trans Nucl Sci,2,123,162,MMiller
163,M Cooper;Ulf Grenander;Michael Miller;Anuj Srivastava,"Accommodating Geometric and Thermodynamic Variability For Forward-Looking Infrared Sensors,",Proc SPIE The International Society for Optical Engineering Algorithms for Synthetic Aperture Radar IV E Zelnio Ed,2,37,163,MMiller
164,M Miller;M I Miller;D L Snyder,"An Alternating Maximization of the Entropy/Likelihood Function for Image Reconstruction and Spectrum Estimation,",Proc SPIE The International Society for Optical Engineering Advanced Architectures and Algorithms,2,124,164,MMiller
165,M Miller;M Cooper;A Srivastava;M I Miller,"Quadratic Analysis of Information Measures for Object Recognition,",SPIE The International Society for Optical Engineering,2,38,165,MMiller
166,M Miller;M I Miller;D R Fuhrmann,"An EM Algorithm for Direction-of-Arrival Estimation for Narrowband Signals in Noise,",Proc SPIE The International Society for Optical Engineering Advanced Algorithms and Architectures for Signal Process,2,125,166,MMiller
167,Matthew Cooper;Michael Miller,"Information Gain in Object Recognition Via Sensor Fusion,",Proc of the Intl Conf Multisource Multisensor Information Fusion,2,39,167,MMiller
168,M Miller;M I Miller;K B Larson;J E Saffitz;D L Snyder;L J Thomas ;B Roysam,"A New Method for Analysis of Electron Microscopic Autoradiographs,",Biotechniques,2,126,168,MMiller
169,M Miller;M I Miller;J Wang,"A New Stochastic Model for Auditory-Nerve Discharge,",J Acoust Soc Am,2,127,169,MMiller
170,M Miller;M I Miller;A Trouve;L Younes,"On the Metrics and Euler-Lagrange Equations of Computational Anatomy,",Annual Review of biomedical Engineering,2,128,170,MMiller
171,M Miller;M I Miller,"Application of Likelihood and Entropy for Toeplitz Constrained Covariance Estimation,",Maximum Entropy and Bayesian Methods Science and Engineering Kluwer Academic Publishers,2,129,171,MMiller
172,M Miller;M Cooper;M I Miller,"Information Measures for Object Recognition,",SPIE The International Society for Optical Engineering Conference Algorithms for Synthetic Aperture Radar Imagery V,2,40,172,MMiller
173,M Miller;M Cooper;M I Miller,"Information Measures for Object Recognition Accommodating Signature Variability,",IEEE Transactions Information Theory pages,2,41,173,MMiller
174,M Cooper;Aaron Lanterman;Sarang Joshi;Michael Miller,"Representing The Variation of Thermodynamic State Via Principal Components Analysis,",Proc Third Workshop Conventional Weapon ATR U S Army Missile Command,2,42,174,MMiller
175,M Miller;John G Csernanskuy;Lei Wang;Ph D ;Jeffrey Swank;Chin Chin Ting;j Philip Miller;Michael I Miller;John C Morris,"Hippocampal Volume and shape Variation Predicts Cognitive Decline in Nondemented Elder Subjects,",World Congress,2,43,175,MMiller
176,M Miller;M I Miller;M B Sachs,"Representation of Voice Pitch in Discharge Patterns of Auditory-Nerve Fibers,",Hearing Res,2,130,176,MMiller
177,M Miller;John G Csernansky;Mathew K Schindler;N Reagan Splinter;Lei Wang;Mohktar Gado;Lynn D Selemon;Devna Rastogi-Cruz;Joel A Posener;Paul A Thompson;Michael I Miller,"Abnormalities of Thalamic Volume and Shape in Schizophrenia,",American Journal of Psychiatry,2,44,177,MMiller
178,M Miller;M I Miller;M B Sachs,"Representation of Stop Consonants in the Discharge Patterns of Auditory-Nerve Fibers,",J Acoust Soc Am,2,131,178,MMiller
179,M Miller;John G Csernansky;John W Haller;Ayanashu Banerjee;Lei Wang;Sarang C Joshi;Gary E Christensen;Mokhtar Gado;Michael W Vannier;Michael I Miller,"A Comparison of the Hippocampus in Schizophrenia and Control Subjects using Automated Methods for Neuromorphometry,",Schizophrenia Research,2,45,179,MMiller
180,M Miller;M I Miller,"Strategies for the Representation of Broadband Stimuli in the Discharge Patterns of Auditory Nerve Fibers,",Proc NATO Advanced Res Workshop Auditory Frequency Selectivity Auditory Frequency Selectivity,2,132,180,MMiller
181,M Miller;John G Csernansky;John W Haller;Ayanashu Banerjee;Lei Wang;Sarang C Joshi;Gary E Christensen;Mokhtar Gado;Michael W Vannier;Michael I Miller,"A Comparison of the Hippocampus in Schizophrenia and Control Subjects Using Automated Methods for Neuromorphometry ,", th Annual Meeting of the ACNP San Juan Puerto Rico,2,46,181,MMiller
182,M Miller;M I Miller;P E Barta;M B Sachs,"Strategies for the Representation of a Tone in Background Noise in the Temporal Aspects of the Discharge Patterns of Auditory-Nerve Fibers,",J Acoust Soc Am,2,133,182,MMiller
183,M Miller;John G Csernansky;Lei Wang;Sarang C Joshi;Mokhtar Gado;John G Morris;Michael I Miller,"A Computerized Brain Mapping Method for Detailed Analyses of Neuroanatomical Shapes and Volumes,",International Journal of Psychopharmacology Suppl S,2,47,183,MMiller
184,M Miller;Y Amit;M I Miller,"Large Deviations for Coding Markov Chains and Gibbs Random Fields,",IEEE Trans Inform Theory,2,1,184,MMiller
