,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
14,M Jones;Ganesh Gopalakrishnan,Verifying Transaction Ordering Properties in Unbounded Bus Networks through Combined Deductive/Algorithmic Methods ,FMCAD Formal Methods Computer Aided Design,13,5,14,MJones
15,M Jones;M D Jones;G Gopalakrishnan;,"Verifying Transaction ordering properties in Unbounded Bus Networks through Combined Deductive/Algorithmic Methods,",Formal Methods Computer Aided Design FMCAD Formal Methods Computer Aided Design Springer LNCS v,13,6,15,MJones
16,M Jones;A S Jones; M D Jones; M Clement; Q Snell;,Pyramid Broadcasting with Fast-forward and Rewind, th International Conference Telecommunication Systems Modelling and Analysis Nashville,13,7,16,MJones
17,M Jones;Michael D Jones;,Restricted Types for HOL, Category B of TPHOLs,13,8,17,MJones
18,M Jones;M D Jones ; G Gopalakrishnan;,Toward Automated Abstraction for Protocols over Branching Networks, IEEE International High Level Design Validation and Test Workshop HLDVT,13,9,18,MJones
19,M Jones;Abdel Mokkedem; Ravi Hosabettu; Michael D Jones ;Ganesh Gopalakrishnan;,Formalization and Proof of a Solution to the {PCI} Bus Transaction Ordering Problem, Formal Methods Systems Design,13,10,19,MJones
20,M Jones;Airy Weinzoepflen ; Dominique Cansell ; Dominique M&eacute;ry ; Ganesh Gopalakrishnan,Incremental Proof of the Producer/Consumer Property for the PCI Protocol ,ZB,13,11,20,MJones
21,M Jones;Mark P Jones,"Simplifying and Improving Qualified Types,",Research Report YALEU DCS RR Yale University New Haven Shorter revised version without proofs appears FPCA Functional Programming Languages and Computer Architecture Conference Functional Programming Languages and Computer Architecture Jolla Computer Animation,1,32,21,MJones
22,M Jones;Andrew P Black ; Johan Nordlander ; Magnus Carlsson ; Richard B Kieburtz,Reactive Objects ,Symposium Object Oriented Real Time Distributed Computing,1,16,22,MJones
23,M Jones;Mark P Jones,"Using Parameterized Signatures to Express Modular Structure,",Proceedings of the Twenty Third Annual ACM SIGPLAN Special Interest Group Programming Languages SIGACT Symposium Principles of Programming Languages St Beach,1,33,23,MJones
24,M Jones;Benedict R Gaster; Mark P Jones,"A Polymorphic Type System for Extensible Records and Variants,",Technical report NOTTCS TR Department of Computer Science University of Nottingham University Park Nottingham NG RD England,1,17,24,MJones
25,M Jones;Mark P Jones; Paul Hudak; Sebastian Shaumyan,"Using Types to Parse Natural Language,",Proceedings of the Workshop Functional Programming Ullapool Scotland To be published the Springer Verlag Workshops Computer Science Series,1,34,25,MJones
26,M Jones;Paul Hudak ; Sheng Liang,Monad Transformers and Modular Interpreters ,POPL Symposium Principles of Programming Languages,1,18,26,MJones
27,M Jones;Mark P Jones,"A system of constructor classes: overloading and implicit higher-order polymorphism,",FPCA Functional Programming Languages and Computer Architecture Conference Functional Programming Languages and Computer Architecture Copenhagen Appears extended form the Journal of Functional Programming University Press,1,35,27,MJones
28,M Jones;Paul Hudak ; Sebastian Shaumyan,Using Types to Parse Natural Language ,Functional Programming,1,19,28,MJones
29,M Jones;Mark P Jones,"The implementation of the Gofer functional programming system,",Research Report YALEU DCS RR Yale University New Haven,1,36,29,MJones
30,M Jones;Mark P Jones,"A theory of qualified types,",ESOP European Symposium Programming European Symposium Programming Rennes Springer Verlag Lecture Notes Computer Science,1,37,30,MJones
31,Simon Peyton Jones; Mark Jones; Erik Meijer,"Type classes: exploring the design space,",Proceedings of the Haskell Workshop The th,1,38,31,MJones
32,M Jones;Mark P Jones,"Type Classes with Functional Dependencies,",Proceedings of the th European Symposium Programming ESOP European Symposium Programming Springer Verlag LNCS,1,39,32,MJones
33,M Jones;,Computing with Lattices: An Application of Type Classes ,Journal of Functional Programming,1,1,33,MJones
34,M Jones;,Dictionary-Free Overloading by Partial Evaluation ,Lisp and Symbolic Computation,1,2,34,MJones
35,M Jones;,Dictionary-Free Overloading by Partial Evaluation ,PEPM Partial Evaluation and Semantic Based Program Manipulation,1,3,35,MJones
36,M Jones;,Functional Programming with Overloading and Higher-Order Polymorphism ,Advanced Functional Programming,1,4,36,MJones
37,M Jones;,First-class Polymorphism with Type Inference ,POPL Symposium Principles of Programming Languages,1,5,37,MJones
38,M Jones;,"ML Typing, Explicit Polymorphism and Qualified Types ",TACS Theoretical Aspects of Computer Software,1,6,38,MJones
39,M Jones;,"Integrating Programming, Properties, and Validation ",MPC Mathematics of Program Construction,1,7,39,MJones
40,M Jones;,Programming with Constructor Classes Abstract ,PLILP Symposium Programming Language Implementation and Logic Programming,1,8,40,MJones
41,M Jones;,Programming with Constructor Classes Preliminary Summary ,Functional Programming,1,9,41,MJones
42,M Jones;Mark P Jones,"Coherence for qualified types,",Research Report YALEU DCS RR Yale University New Haven,1,20,42,MJones
43,M Jones;Mark P Jones; Luc Duponcheel,"Composing Monads,",Research Report YALEU DCS RR Yale University New Haven,1,21,43,MJones
44,M Jones;Mark P Jones,Computing with lattices: An application of type classes,Journal of Functional Programming University Press,1,22,44,MJones
45,M Jones;Mark P Jones,"Dictionary-free Overloading by Partial Evaluation,",ACM SIGPLAN Special Interest Group Programming Languages Workshop Partial Evaluation and Semantics Based Program Manipulation,1,23,45,MJones
46,M Jones;Mark P Jones,"Typing Haskell in Haskell,",Proceedings of the Haskell Workshop Published Technical Report UU CS Department of Computer Science University of Utrecht,1,40,46,MJones
47,M Jones;Mark P Jones,Functional Programming with Overloading and Higher-Order Polymorphism,First International School Advanced Functional Programming Techniques B aa stad Springer Verlag Lecture Notes Computer Science,1,24,47,MJones
48,M Jones;Mark P Jones ,"The Functions of Java Bytecode,",Proceedings of the OOPSLA Conference Object Oriented Programming Systems Languages and Applications workshop Formal Underpinnings of Java,1,41,48,MJones
49,M Jones;Mark P Jones,"From Hindley-Milner Types to First-Class Structures,",Proceedings of the Haskell Workshop Jolla Yale University Research Report YALEU DCS RR,1,25,49,MJones
50,M Jones;Sheng Liang; Paul Hudak; Mark P Jones,"Monad Transformers and Modular Interpreters,",Conference Record of POPL Symposium Principles of Programming Languages ACM SIGPLAN Special Interest Group Programming Languages SIGACT Symposium Principles of Programming Languages San Francisco Computer Animation,1,42,50,MJones
51,M Jones;Mark P Jones,"First-class Polymorphism with Type Inference,",Proceedings of the Twenty Fourth Annual ACM SIGPLAN Special Interest Group Programming Languages SIGACT Symposium Principles of Programming Languages,1,26,51,MJones
52,M Jones;John Peterson,Implementing Type Classes ,PLDI Special Interest Group Programming Language Design and Implementation,1,43,52,MJones
53,M Jones;Mark P Jones,"Hugs , The Haskell User's Gofer System: User Manual,",Technical Report NOTTCS TR Functional Programming Research Group Department of Computer Science University of Nottingham Nottingham NG RD England,1,27,53,MJones
54,M Jones;John Peterson; Mark P Jones,"Implementing Type Classes,",Proceedings of ACM SIGPLAN Special Interest Group Programming Languages Symposium Programming Language Design and Implementation ACM SIGPLAN Special Interest Group Programming Languages,1,44,54,MJones
55,M Jones;Mark P Jones; Simon Peyton Jones ,"Lightweight Extensible Records for Haskell,",Proceedings of the Haskell Workshop Published Technical Report UU CS Department of Computer Science University of Utrecht,1,28,55,MJones
56,M Jones;Mark P Jones,"Qualified Types: Theory and Practice,",University Press,1,29,56,MJones
57,M Jones;,Simplifying and Improving Qualified Types ,FPCA Functional Programming Languages and Computer Architecture,1,10,57,MJones
58,M Jones;,Using Parameterized Signatures to Express Modular Structure ,POPL Symposium Principles of Programming Languages,1,11,58,MJones
59,M Jones;,A System of Constructor Classes: Overloading and Implicit Higher-Order Polymorphism ,FPCA Functional Programming Languages and Computer Architecture,1,12,59,MJones
60,M Jones;,A Theory of Qualified Types ,Sci Comput Program,1,13,60,MJones
61,M Jones;,A Theory of Qualified Types ,ESOP European Symposium Programming,1,14,61,MJones
62,M Jones;Mark P Jones,"ML typing, explicit polymorphism and qualified types",TACS Theoretical Aspects of Computer Software Conference theoretical aspects of computer software Sendai Springer Verlag Lecture Notes Computer Science,1,30,62,MJones
63,M Jones;,Type Classes with Functional Dependencies ,ESOP European Symposium Programming,1,15,63,MJones
64,M Jones;Mark P Jones; Paul Hudak,Implicit and explicit parallel programming in Haskell,Research Report YALEU DCS RR Yale University New Haven,1,31,64,MJones
65,M Jones;Christopher W Fraser ; Richard Draves ; Richard F Rashid ; Robert P Fitzgerald ; Todd B Knoblock ; William J Bolosky,Operating System Directions for the Next Millennium ,Workshop Hot Topics Operating Systems,2,12,65,MJones
66,M Jones;Michael B Jones; Daniela Rosu; Marcel-Catalin Rosu ,"CPU Reservations and Time Constraints: Efficient, Predictable Scheduling of Independent Activities ",Proceedings of the th ACM Symposium Operating Systems Principles Saint Malo pages,2,13,66,MJones
67,M Jones;Paul J Leach ; Richard Draves,Support for User-Centric Modular Real-Time Resource Management in the Rialto Operating System ,NOSSDAV Network and Operating System Support for Digital Audio and Video,2,30,67,MJones
68,M Jones;Michael B Jones; John Regehr ,CPU Reservations and Time Constraints: Implementation Experience on Windows NT ,Proceedings of the Third USENIX the Advanced Computing Systems Association Windows Symposium pages,2,14,68,MJones
69,M Jones;Aloysius K Mok ; C Douglas Locke ; Constance L Heitmeyer ; Kevin Jeffay ; Ragunathan Rajkumar,"Future Distributed Embedded and Real-Time Applications Will Be Adaptive: Meanings, Challenges and Research Paradigms Panel ",ICDCS International Conference Distributed Computing Systems,2,31,69,MJones
70,M Jones;Michael B Jones; Paul J Leach; Richard P Draves; Joseph S Barrera; III ,Modular Real-Time Resource Management in the Rialto Operating System ,Proceedings of the Fifth Workshop Hot Topics Operating Systems HotOS V Orcas Island pages IEEE Computer Society,2,15,70,MJones
71,M Jones;Richard F Rashid,Mach and Matchmaker: Kernel and Language Support for Object-Oriented Distributed Systems ,OOPSLA Conference Object Oriented Programming Systems Languages and Applications,2,32,71,MJones
72,M Jones;Michael B Jones; Joseph S Barrera III; Alessandro Forin; Paul J Leach; Daniela Rosu; Marcel-Catalin Rosu ,An Overview of the Rialto Real-Time Architecture ,Proceedings of the Seventh ACM SIGOPS European Workshop Connemara pages,2,16,72,MJones
73,M Jones;John Regehr; Michael B Jones; John A Stankovic ,Operating System Support for Multimedia: The Programming Model Matters ,Microsoft Research Technical Report MSR TR,2,33,73,MJones
74,M Jones;Michael B Jones; John Regehr ,Predictable Scheduling for Digital Audio ,Microsoft Research Technical Report MSR TR,2,17,74,MJones
75,M Jones;John Regehr,The Problems You're Having May Not Be the Problems You Think You're Having: Results from a Latency Study of Windows NT ,IEEE Real Time Technology and Applications Symposium,2,34,75,MJones
76,M Jones;Michael B Jones; Stefan Saroiu ,Predictable Scheduling for a Soft Modem ,Microsoft Research Technical Report MSR TR,2,18,76,MJones
77,M Jones;John Regehr,The Problems You're Having May Not Be the Problems You Think You're Having: Results from a Latency Study of Windows NT ,Workshop Hot Topics Operating Systems,2,35,77,MJones
78,M Jones;Michael B Jones; Stefan Saroiu ,Predictability Requirements of a Soft Modem ,Proceedings of the ACM SIGMETRICS Measurement and Modeling of Computer Systems Conference Measurement and Modeling of Computer Systems,2,19,78,MJones
79,M Jones;John Regehr ; Stefan Saroiu,Two Case Studies in Predictable Application Scheduling Using Rialto/NT ,IEEE Real Time Technology and Applications Symposium,2,36,79,MJones
80,M Jones;Daniela Rosu ; Marcel-Catalin Rosu,"CPU Reservations and Time Constraints: Efficient, Predictable Scheduling of Independent Activities ",SOSP Symposium Operating Systems Principles,2,37,80,MJones
81,M Jones;Stefan Saroiu,Predictability requirements of a soft modem ,SIGMETRICS Measurement and Modeling of Computer Systems Performance,2,38,81,MJones
82,M Jones;Marvin Theimer ; Michael B Jones ,Overlook: Scalable Name Service on an Overlay Network ,Proceedings of the International Conference Distributed Computing Systems ICDCS International Conference Distributed Computing Systems IEEE Computer Society,2,39,82,MJones
83,M Jones;Michael B Jones; John Regehr ,Issues in Using Commodity Operating Systems for Time-Dependent Tasks: Experiences from a Study of Windows NT ,Proceedings of the Eighth International Workshop Network and Operating Systems Support for Digital Audio and Video NOSSDAV Network and Operating System Support for Digital Audio and Video England,2,20,83,MJones
84,M Jones;Michael B Jones ; John Regehr ,The Problems You're Having May Not Be the Problems You Think You're Having: Results from a Latency Study of Windows NT ,Proceedings of the Seventh Workshop Hot Topics Operating Systems HotOS VII Rio Rico IEEE Computer Society,2,21,84,MJones
85,M Jones;Michael B Jones; John Regehr; Stefan Saroiu ,Two Case Studies in Predictable Application Scheduling Using Rialto/NT ,Proceedings of the Seventh Real Time Technology and Applications Symposium RTAS IEEE Real Time Technology and Applications Symposium Taipei,2,22,85,MJones
86,M Jones;Michael B Jones ,Bringing the C Libraries With Us into a Multi-Threaded Future ,Proceedings of the Winter Usenix Conference pages,2,23,86,MJones
87,M Jones;Mary R Thompson ; Richard F Rashid,Matchmaker: An Interface Specification Language for Distributed Processing ,POPL Symposium Principles of Programming Languages,2,40,87,MJones
88,M Jones;Michael B Jones ,Consumer Real-Time Systems and Applications ,Invited position statement Distributed Systems Online Real Time and Embedded Systems area special issue Where is Real Time and Embedded Systems Research Going issue IEEE,2,24,88,MJones
89,M Jones;Alec Wolman ; Anne-Marie Kermarrec ; Antony I T Rowstron ; HelenJ Wang ; Marvin Theimer ; Miguel Castro,An Evaluation of Scalable Application-Level Multicast Built Using Peer-To-Peer Overlays ,INFOCOM The Conference Computer Communications,2,41,89,MJones
90,M Jones;Michael B Jones ,Adaptive Real-Time Resource Management Supporting Composition of Independently Authored Time-Critical Services ,Proceedings of the Fourth Workshop Workstation Operating Systems WWOS Workshop Workstation Operating Systems now HotOS IV Computer Animation pages IEEE Computer Society,2,25,90,MJones
91,M Jones;Alec Wolman ; Marvin Theimer ; Nicholas J A Harvey ; Stefan Saroiu,SkipNet: A Scalable Overlay Network with Practical Locality Properties ,USENIX the Advanced Computing Systems Association Symposium Internet Technologies and Systems,2,42,91,MJones
92,M Jones;Michael B Jones ,Inheritance in Unlikely Places: Using Objects to Build Derived Implementations of Flat Interfaces ,Proceedings of the Second International Workshop Object Orientation Operating Systems IWOOOS pages IEEE Computer Society,2,26,92,MJones
93,M Jones;Michael B Jones ,Interposition Agents: Transparently Interposing User Code at the System Interface ,Proceedings of the th ACM Symposium Operating Systems Principles ICSC Symposium Neural Computation pages,2,27,93,MJones
94,M Jones;Michael B Jones ,The Microsoft Interactive TV System: An Experience Report ,Microsoft Research Technical Report MSR TR,2,28,94,MJones
95,M Jones;Michael B Jones ,Transparently Interposing User Code at the System Interface ,Ph D thesis Carnegie Mellon University School of Computer Science Available Technical Report CMU CS,2,29,95,MJones
96,M Jones;,Consumer Real-Time Systems ,ACM Comput Surv,2,1,96,MJones
97,M Jones;,Adaptive Real-Time Resource Management Supporting Composition of Independently Authored Time-Critical Services ,Workshop Workstation Operating Systems,2,2,97,MJones
98,M Jones;,Adaptive Real-Time Resource Management Supporting Modular Composition of Digital Multimedia Services ,NOSSDAV Network and Operating System Support for Digital Audio and Video,2,3,98,MJones
99,M Jones;,Interposition Agents: Transparently Interposing User Code at the System Interface ,SOSP Symposium Operating Systems Principles,2,4,99,MJones
100,M Jones;,Interposition Agents: Transparently Interposing User Code at the System Interface ,Secure Internet Programming,2,5,100,MJones
101,M Jones;,A Toolkit for Interposing User Code at the System Interface Abstract ,Operating Systems Review,2,6,101,MJones
102,M Jones;Andrew Birrell ; Edward Wobber,A Simple and Efficient Implementation for Small Databases ,SOSP Symposium Operating Systems Principles,2,7,102,MJones
103,M Jones;William J Bolosky; Richard P Draves; Robert P Fitzgerald; Christopher W Fraser; Michael B Jones; Todd B Knoblock; Rick Rashid ,Operating System Directions for the Next Millennium ,Proceedings of the Sixth Workshop Hot Topics Operating Systems HotOS Cape Cod IEEE Computer Society,2,8,103,MJones
104,M Jones;William J Bolosky; Joseph S Barrera; III; Richard P Draves; Robert P Fitzgerald; Garth A Gibson; Michael B Jones; Steven P Levi; Nathan P Myhrvold; Richard F Rashid ,The Tiger Video Fileserver ,Proceedings of the Sixth International Workshop Network and Operating System Support for Digital Audio and Video NOSSDAV Network and Operating System Support for Digital Audio and Video Zushi IEEE Computer Society,2,9,104,MJones
105,M Jones;Luis Felipe Cabrera; Michael B Jones; Marvin Theimer ,Herald: Achieving a Global Event Notification Service ,Proceedings of the Eighth Workshop Hot Topics Operating Systems HotOS VIII Elmau IEEE Computer Society,2,10,105,MJones
106,M Jones;George M Candea; Michael B Jones ,Vassal: Loadable Scheduler Support for Multi-Policy Scheduling ,Proceedings of the Second USENIX the Advanced Computing Systems Association Windows Symposium pages Given best student paper award,2,11,106,MJones
107,M Jones;J Hess; D Lee; S Harper; P Athanas,"Proceedings of IEEE Symposium on Field-Programmalbe Custom Computing Machines, Napa, CA, April, ",,3,10,107,MJones
108,M Jones;David C Lee ; Peter M Athanas ; Scott F Midkiff,Towards Active Hardware ,IWAN International Working Conference Active Networks,3,11,108,MJones
109,M Jones;David A Lehn; Kiran Puttehowda; Jae H Park; P Athanas,"Evaluation of Rapid Context Switching on a CSRC Device,,",ERSA,3,12,109,MJones
110,M Jones;Tom Martin ; Zahi Nakad,Communications in Electronic Textile Systems ,Communications Computing,3,13,110,MJones
111,M Jones;Paul E Plassmann,"Solution of Large, Sparse Systems of Linear Equations in Massively Parallel Applications ",Supercomputing,3,30,111,MJones
112,M Jones;Tom Martin; Zahi Nakad,"A Service Backplane for e-Textiles,",MAMSET Proc Workshop Modeling Analysis and Middleware Support for Electronic Textiles,3,14,112,MJones
113,M Jones;L Scharf; J Scott; C Twaddle; M Yaconis; K Yao; P Athanas; B Schott,"``Implementing an API for Distributed Adaptive Computing Systems,''",Proceedings of IEEE Symposium Field Programmable Custom Computing Machines Computer Animation,3,31,113,MJones
114,M Jones;Shashank Mehrotra; Jae Park,"Tasking Distributed Sensor Networks,",Int J of Supercomputer Applications,3,15,114,MJones
115,M Jones;Daniel Szyld,"``Two-stage Multisplitting Methods with Overlapping Blocks,''",Numerical Linear Algebra with Applications v,3,32,115,MJones
116,M Jones;Jae Park ; Mukta Nandwani ; Paul E Plassmann ; Yanhua Yi,Examining the Communication Requirements of Remote Scientific Visualization ,Communications Computing,3,16,116,MJones
117,M Jones;Michael Tang ; Paul E Plassmann ; Tom Canfield,Modeling Piezoelectric Crystals on the Intel Delta ,PPSC SIAM Conference Parallel Processing for Scientific Computing,3,33,117,MJones
118,M Jones;Jae Park ; Paul E Plassmann ; Yanhua Yi,The Use of Configurable Computing in Scientific Simulations ,PDPTA Parallel and Distributed Processing Techniques and Applications,3,17,118,MJones
119,M Jones;Merrell Patrick,"``Factoring Indefinite Matrices on High-Performance Architectures,''",SIAM Society for Industrial and Applied Mathematics Journal Matrix Analysis and Applications v,3,18,119,MJones
120,M Jones;Merrell L Patrick,Vector and Parallel-Vector Implementations of Lanczo's Method for the Generalized Eigenvalue Problem ,PPSC SIAM Conference Parallel Processing for Scientific Computing,3,19,120,MJones
121,M Jones;ISWC Proceedings Sixth International Symposium on - ; ,,,3,1,121,MJones
122,M Jones;William Barry; Paul Plassmann,"``Parallel Adaptive Mesh Refinement Techniques for Plasticity Problems,''",Advances Engineering Software,3,2,122,MJones
123,M Jones;Eloise Coupey,"A Script-Based Approach for E-Commerce Applications,",Quarterly Journal of Electronic,3,3,123,MJones
124,M Jones;Joshua Edmison ; Tom Martin ; Zahi Nakad,Using Piezoelectric Materials for Wearable Electronic Textile ,ISWC International Symposium Wearable Computers,3,4,124,MJones
125,M Jones;J Edmison; Z Nakad; T Martin," Using piezoelectric materials for wearable electronic textiles, ",Wearable Computers,3,5,125,MJones
126,M Jones;Lori A Freitag ; Paul E Plassmann,A Parallel Algorithm for Mesh Smoothing ,PPSC SIAM Conference Parallel Processing for Scientific Computing,3,6,126,MJones
127,M Jones;Lori Freitag; Paul Plassmann,"``A Parallel Algorithm for Mesh Smoothing,''",SIAM Society for Industrial and Applied Mathematics Journal Scientific Computing,3,7,127,MJones
128,M Jones;Lori Freitag; Paul Plassmann,"``The Scalability of Mesh Improvement Algorithms,''",IMA Journal of Applied Mathematics Volumes Mathematics and its Applications v,3,8,128,MJones
129,M Jones;Robert Gjertsen; Paul Plassmann,"``Parallel Heuristics for Improved, Balanced Graph Colorings,''",Journal of Parallel and Distributed Computing v,3,9,129,MJones
130,M Jones;Paul Plassmann,``Computational Results for Parallel Unstructured Mesh Computations'',Computing Systems Engineering v,3,20,130,MJones
131,M Jones;Paul Plassmann,"``Adaptive Refinement of Unstructured Finite-Element Meshes,''",Journal of Finite Elements Analysis and Design v,3,21,131,MJones
132,M Jones;Paul Plassmann,"``Algorithm : Fortran Subroutines to Compute Improved Incomplete Cholesky Factorizations,''",ACM Trans Mathematical Software v,3,22,132,MJones
133,M Jones;Paul Plassmann,"``An Improved Incomplete Cholesky Factorization,''",ACM Trans Mathematical Software v,3,23,133,MJones
134,M Jones;P Plassmann,"``Unstructured Mesh Computations on Networks of Workstations,''",Computer Aided Civil and Infrastructure Engineering,3,24,134,MJones
135,M Jones;Paul E Plassmann ; Robert K Gjertsen,"Parallel Heuristics for Improved, Balanced Graph Colorings ",J Parallel Distrib Comput,3,25,135,MJones
136,M Jones;Paul Plassmann,"``Parallel Algorithms for Adaptive Mesh Refinement,''",SIAM Society for Industrial and Applied Mathematics Journal Scientific Computing v,3,26,136,MJones
137,M Jones;Paul E Plassmann,"Parallel Solution of Unstructured, Sparse Systems of Linear Equations ",PPSC SIAM Conference Parallel Processing for Scientific Computing,3,27,137,MJones
138,M Jones;Paul E Plassmann,Recent Results in the Modeling of Type - II Superconductors on Massively Parallel Computers ,PPSC SIAM Conference Parallel Processing for Scientific Computing,3,28,138,MJones
139,M Jones;Paul E Plassmann,Scalable Iterative Solution of Sparse Linear Systems ,Parallel Computing,3,29,139,MJones
140,G Buchanan;A Blandford;M Jones;H Thimbleby,Spatial hypertext as a Reader Tool in Digital Libraries ,ACM IEEE Joint Conference Digital Libraries Workshop Visual Interfaces to Digital Libraries,4,10,140,MJones
141,M Jones;George Buchanan ; Harold W Thimbleby,Sorting Out Searching on Small Screen Devices ,HCI Human Computer Interaction,4,11,141,MJones
142,M Jones;C&eacute;cile Rigny ; Harold W Thimbleby ; Yin Leng Theng,HyperAT: HCI and Web Authoring ,BCS British Computer Society HCI Human Computer Interaction,4,12,142,MJones
143,P Curzon;A Blandford;M Jones;G Marsden;M Tools ,Proceedings of the th Annual Conference on the Teaching of Computing Smith;August CTC Dublin University,,4,13,143,MJones
144,M Jones;P C Woodland,Using Relative Duration in Large Vocabulary Speech Recognition ,Proceedings of EuroSpeech,4,30,144,MJones
145,E delGaldo;P Gough;M Jones;R Noble;P Stenton,A New User Interface Metaphor for Mobile Personal Technologies ,J Siddiqi Wilkinson J Eds Companion Proceedings of People and Computers XIII UK,4,14,145,MJones
146,M Jones;G Buchanan,Search Interfaces for Handheld Web Browsers ,Poster Proceedings th International Conference World Wide Web,4,31,146,MJones
147,H Dunlop;M Jones;S J Cunningham,A Digital Library of Conversational Expressions - Helping Profoundly Disabled Users Communicate ,Proceedings of the second ACM IEEE CS joint conference Digital libraries,4,15,147,MJones
148,M Jones;G Buchanan;H Thimbleby,Sorting Out Searching on Small Screen Devices ,Paterno F Ed Proceedings of the th International Symposium HCI Human Computer Interaction Pisa LNCS Springer,4,32,148,MJones
149,M Jones;P Jain;G Buchanan,Changing the Pace of Search - Supporting Background Information Needs ,CHI Conference Human Factors Computing Systems Workshop Search,4,16,149,MJones
150,M Jones;G Marsden;N Mohd-Nasir;G Buchanon,A Site Based Outliner for Small Screen Web Access ,Poster Proceedings of the th International Conference World Wide Web Toronto,4,33,150,MJones
151,M Jones,Conventional art as Web Exhibits - a New Electronic Art Form ,Proc International Symposium Electronic Art,4,17,151,MJones
152,Y L Theng;C Rigny;H Thimbleby;M Jones,HyperAT: HCI and Web Authoring ,O Conaill Thomas P J pp,4,50,152,MJones
153,M Jones,The Use of Acoustic-Level Prosodics in Large Vocabulary Speech Recognition ,Ph D Thesis University of Engineering Department,4,34,153,MJones
154,M Jones;G Marsden,"From the Large to the Small Screen Digest / : Colloquium on Issues for Networked Interpersonal Communications, , London, U K IEE Savoy Place, London ",,4,18,154,MJones
155,Y L Theng;M Jones;H Thimbleby,Lost in Hyperspace - Psychological Problem or Bad Design?,Proceedings of the first Asia Pacific Conference Computer Human Interaction Information Technology Institute,4,51,155,MJones
156,G Marsden;M Jones,Ubiquitous Computing and Cellular Handsets--are Menus the Best Way Forward? ,South African Computer Journal Computer Society of South Africa,4,35,156,MJones
157,M Jones;N Mohd-Nasir;G Buchanon,Evaluation of WebTwig - a Site Outliner for Handheld Web Access ,Gellerson H W Ubiquitous Computing Karlsrhue LNCS Springer,4,19,157,MJones
158,Y L Theng;C Rigny;H Thimbleby;M Jones,", Improved Conceptual Design for Better Hypertext ",Adjunct Proceedings of BCS British Computer Society HCI Human Computer Interaction U K,4,52,158,MJones
159,G Marsden;M Jones,Ubiquitous Computing and Cellular Handsets - are Menus the Best Way Forward?,Proceedings of SAICSIT Best paper at conference winner,4,36,159,MJones
160,Y L Theng;H Thimbleby;M Jones,", Reducing Information Overload: a Comparative Study of Hypertext Systems ",IEE Digest Colloquium Information Overload London U K IEE,4,53,160,MJones
161,M Jones;Gary Marsden ; Harold W Thimbleby ; Paul Gillary,Data Structures in the Design of Interfaces ,Personal and Ubiquitous Computing,4,37,161,MJones
162,M Jones;H Thimbleby;A Blandford;P Cairns;P Curzon;M Finlay Jones;D'etienne Eds J ;Computer XVI - Memorable yet Invisible Proceedings People;September London,,,4,54,162,MJones
163,M Jones;Gary Marsden ; George Buchanan,Exploring Small Screen Digital Library Access with the Greenstone Digital Library ,ECDL European Conference Digital Libraries,4,38,163,MJones
