,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
27,J Smith;Christopher Stone,Strategy Parameter Variety In Self-adaptation Of Mutation Rates ,GECCO The Genetic and Evolutionary Computation Conference,10,36,27,JSmith
28,J Smith;Frank Vavak,Replacement Strategies in Steady State Genetic Algorithms: Static Environments ,FOGA Foundations of Genetic Algorithms Workshop,10,37,28,JSmith
29,J Smith;,Co-evolving Memetic Algorithms: Initial Investigations ,PPSN Parallel Problem Solving from Nature,10,1,29,JSmith
30,J Smith;,Co-Evolution of Memetic Algorithms for Protein Structure Prediction, Hart Krasnogor and Smith eds Proceedings of the Third International Workshop Memetic Algorithms,10,2,30,JSmith
31,J Smith;P Caleb-Solly;J E Smith,Adaptive Image Segmentation Based on Visual Interactive Feedback Learning, I Parmee editor Proceedings of ACDM Springer Verlag,10,3,31,JSmith
32,B Carr;W Hart;N Krasnogor;J Hirst;E Burke;J Smith,Alignment of Protein Structures with a Memetic Evolutionary Algorithm, Langdon et eds Proceedings of the Genetic and Evolutionary Computation Conference Morgan Kaufmann,10,4,32,JSmith
33,J Smith;A E Eiben;J E Smith,Introduction to Evolutionary Computing, ISBN Springer Heidelberg New,10,5,33,JSmith
34,J Smith;Terence C Fogarty,Adaptively Parameterised Evolutionary Systems: Self-Adaptive Recombination and Mutation in a Genetic Algorithm ,PPSN Parallel Problem Solving from Nature,10,6,34,JSmith
35,J Smith;Terence C Fogarty,Evolving Software Test Data - GA's learn Self Expression ,Evolutionary Computing AISB The Society for the Study of Artificial Intelligence and the Simulation of Behaviour Workshop,10,7,35,JSmith
36,J Smith;Terence C Fogarty,An Adaptive Poly-Parental Recombination Strategy ,Evolutionary Computing AISB The Society for the Study of Artificial Intelligence and the Simulation of Behaviour Workshop,10,8,36,JSmith
37,J Smith;Terence C Fogarty,Recombination Strategy Adaptation via Evolution of Gene Linkage ,International Conference Evolutionary Computation,10,9,37,JSmith
38,J Smith; Alvaro A A Fernandes ; Anastasios Gounaris ; Norman W Paton ; Paul Watson ; Rizos Sakellariou,Distributed Query Processing on the Grid ,GRID GRID Computing,11,1,38,JSmith
39,J Smith; Norman W Paton ; Paul Watson ; Sandra de F Mendes Sampaio,Validated Cost Models for Parallel OQL Query Processing ,OOIS Object Oriented Information Systems,11,2,39,JSmith
40,J Smith; Norman W Paton ; Paul Watson ; Sandra de F Mendes Sampaio,A Parallel Algebra for Object Databases ,DEXA Database and Expert Systems Applications Workshop,11,3,40,JSmith
41,J Smith; Norman W Paton ; Paul Watson ; Sandra de F Mendes Sampaio,Experimenting with Object Navigation in Parallel Object Databases ,DEXA Database and Expert Systems Applications Workshop,11,4,41,JSmith
42,J Smith; Norman W Paton ; Paul Watson ; Sandra de F Mendes Sampaio,Speeding Up Navigational Requests in a Parallel Object Database System ,Euro Par,11,5,42,JSmith
43,J Smith; Norman W Paton ; Paul Watson ; Sandra de F Mendes Sampaio,An Experimental Performance Evaluation of Join Algorithms for Parallel Object Databases ,Euro Par,11,6,43,JSmith
44,J Smith; ,On Synchronisation in Fault-Tolerant Data and Compute Intensive Programs over a Network of Workstations ,Euro Par,11,7,44,JSmith
45,J Smith; Norman W Paton ; Paul Watson ; Sandra de F Mendes Sampaio,Polar: An Architecture for a Parallel ODMG Compliant Object Database ,CIKM International Conference Information and Knowledge Management,11,8,45,JSmith
46,J Smith; Santosh K Shrivastava,A System for Fault-Tolerance Execution of Data and Compute Intensive Programs over a Network of Workstations ,Euro Par I,11,9,46,JSmith
47,J Smith; Alan L Leiner ; Rosalind B Marimont ; W A Notz,Concurrently operating computer systems ,IFIP International Federation for Information Processing Congress,12,1,47,JSmith
48,J Smith; A Weinberger ; Alan L Leiner ; W A Notz,PILOT - A New Multiple Computer System ,J ACM,12,2,48,JSmith
49,J Smith; R W Drake,Some techniques for File Recovery ,Australian Computer Journal,12,3,49,JSmith
50,J Smith; D M Ryan ; H G Mackenzie,Experiments with a Britton-Lee Data base machine on CSIRONET ,Australian Computer Journal,12,4,50,JSmith
51,J Smith; H G Mackenzie,The Implementation of a Data Base Management System ,Australian Computer Journal,12,5,51,JSmith
52,J Smith; ,Data Base Organisation for an Array Processor ,Australian Computer Journal,12,6,52,JSmith
53,J Smith; ,Alternatives in the Architecture and design of Distributed Data Bases ,Australian Computer Journal,12,7,53,JSmith
54,J Smith; D J Abel,A Simple approach to the Nearest-Neighbour Problem ,Australian Computer Journal,12,8,54,JSmith
55,J Smith; D J Abel,A Data Structure and Query Algorithm for a database of Areal Entities ,Australian Computer Journal,12,9,55,JSmith
56,J Smith; Brett A Peters,Simulation as a Decision-Making Tool for Real-time Control of Flexible Manufacturing Systems ,ICRA International Conference Robotics and Automation,13,1,56,JSmith
57,J Smith; Glenn Drake,"Simulation System for Real-Time Planning, Scheduling, and Control ",Winter Simulation Conference,13,2,57,JSmith
58,J Smith; Brett A Peters ; Mark K Snell ; Sabina E Jordan,Distributed real-time simulation for intruder detection system analysis ,Winter Simulation Conference,13,3,58,JSmith
59,J Smith; Brett A Peters ; Marcella M Madsen ; Mark K Snell ; Sabina E Jordan,Discrete-Event Simulation for the Design and Evaluation of Physical Protection Systems ,Winter Simulation Conference,13,4,59,JSmith
60,J Smith; Alicia Helton ; Douglas Helton ; Eileen Thompson ; Fernando G Gonzalez ; Gerry Walterscheild,The design of a solid-state physical model of an automated system to be used as a test bed for control applications ,Winter Simulation Conference,13,5,60,JSmith
61,J Smith; Brett A Peters ; Glenn Drake,Simulation as a Planning and Scheduling Tool for Flexible Manufacturing Systems ,Winter Simulation Conference,13,6,61,JSmith
62,J Smith; Brett A Peters ; Cynthia LaJimodiere ; Glenn Drake ; James Curry,Advanced Tutorial - Simulation-Based Scheduling and Control ,Winter Simulation Conference,13,7,62,JSmith
63,J Smith; David T Sturrock ; Glen D Smith ; Richard A Wysk ; Sanjay B Joshi ; Sanjay E Ramaswamy,Discrete event simulation for shop floor control ,Winter Simulation Conference,13,8,63,JSmith
64,J Smith;,M/G/c/K blocking probability models and system performance ,Perform Eval,14,1,64,JSmith
65,J Smith;,Topological network design of state-dependent queueing networks ,Networks,14,2,65,JSmith
66,J Smith;D Z Du; J MacGregor Smith;; H Rubinstein ,Advances in Steiner Trees A new monograph on Steiner trees ,Kluwer Publishing Company,14,3,66,JSmith
67,J Smith;Rajat Jain; J MacGregor Smith,Modeling Vehicular Traffic Flow using M/G/C/C State Dependent Queueing Models,,14,4,67,JSmith
68,J Smith;Laoucine Kerbache; J MacGregor Smith,Multi-objective routing within large scale facilities using open finite queueing networks,EJOR,14,5,68,JSmith
69,J Smith;Peter Kubat; J MacGregor Smith; Calvin Yum,Design of Cellular Networks with Diversity and Capacity Constraints,Paper the IEEE Transactions Reliability,14,6,69,JSmith
70,J Smith;Peter Kubat; J MacGregor Smith,A Multi-Period Network Design Problem for Cellular Telecommunication Systems,EJOR,14,7,70,JSmith
71,J Smith;J MacGregor Smith; Nikhil Chikhale,Buffer Allocation for a Class of Nonlinear Stochastic Knapsack Problems,,14,10,71,JSmith
72,J Smith;Wu-Ji Li,Quadratic Assignment Problems and M/G/C/C/ State Dependent Network Flows ,Journal of Combinatorial Optimization,14,8,72,JSmith
73,J Smith;J MacGregor Smith,Evacuation Networks,the Encyclopedia of Optimization to be published by Kluwer Publishing Company,14,11,73,JSmith
74,J Smith;D H Mitchell; J MacGregor Smith,Topological Network Design of Pedestrian Networks, Transportation Research Series,14,9,74,JSmith
75,J Smith;J MacGregor Smith; Wu-Ji Li,Quadratic Assignment Problems and M/G/C/C State Dependent Network Flows,ATT Solutions,14,12,75,JSmith
76,J Smith;J MacGregor Smith,"Quadratic Set Packing Problems, Steiner Trees and their Integration",Paper the International Journal of Mathematical Algorithms,14,13,76,JSmith
77,J Smith;J MacGregor Smith; Rich Weiss; ; Minoo Pate,An O NxN Heuristic for Steiner Minimal Trees in d,,14,14,77,JSmith
78,J Smith;Warren Smith; J MacGregor Smith,On the Steiner Ratio in d,,14,15,78,JSmith
79,J Smith;J MacGregor Smith,"Steiner Minimal Trees in -d: Theory, Algorithms, and Applications",the Handbook of Combinatorial Optimization to be published by Kluwer Publishing Company,14,16,79,JSmith
80,J Smith;J MacGregor Smith; F R B Cruz,The Buffer Allocation Problem for General Finite Buffer Queueuing Networks,,14,17,80,JSmith
81,J Smith;Badri Toppur,"Euclidean Steiner Minimal Trees, Minimum Energy Configurations, and the Embedding Problem of Weighted Graphs in E ",Discrete Applied Mathematics,14,18,81,JSmith
82,J Smith;J F Weng,Steiner Minimal Trees with One Polygonal Obstacle ,Algorithmica,14,19,82,JSmith
83,J Smith;Pawel Winter,Path-Distance Heuristics for the Steiner Problem in Undirected Networks ,Algorithmica,14,20,83,JSmith
84,J Smith;S J Yuhaski,Modeling Circulation Systems in Buildings Using State Dependent Queueing Models ,Queueing Syst,14,21,84,JSmith
85,J Smith; Cal Deedman,The Application of Expert Systems Technology to Case-Based Law ,ICAIL International Conference Artificial Intelligence and Law,15,1,85,JSmith
86,J Smith; ,The Use of Lexicons in Information Retrieval in Legal Databases ,ICAIL International Conference Artificial Intelligence and Law,15,2,86,JSmith
87,J Smith; Daphne Gelbart,"Beyond Boolean Search: FLEXICON, a Legal Tex-Based Intelligent System ",ICAIL International Conference Artificial Intelligence and Law,15,3,87,JSmith
88,J Smith; Daphne Gelbart,FLEXICON: An Evaluation of a Statistical Ranking Model Adapted to Intelligent Legal Text Management ,ICAIL International Conference Artificial Intelligence and Law,15,4,88,JSmith
89,J Smith; Bruce Atherton ; Daphne Gelbart ; John McClean ; Keith MacCrimmon ; Lincoln Quintana ; Michelle Shinehoft,Artificial Intelligence and Legal Discourse: The Flexlaw Legal Text Management System ,Artificial Intelligence and Law,15,5,89,JSmith
90,J Smith; Daphne Gelbart,Toward a Comprehensive Legal Information Retrieval System ,DEXA Database and Expert Systems Applications,15,6,90,JSmith
91,J Smith;J C SMITH; S CUSACK; U PEZZECA; B BROOKS ; M KARPLUS ,Inelastic Neutron Scattering Analysis of Low Frequency Motion in Proteins: A Normal Mode Study of the Bovine Pancreatic Trypsin Inhibitor,Journal of Chemical Physics,16,111,91,JSmith
92,J Smith;J C SMITH; S CUSACK; B TIDOR ; M KARPLUS ,Inelastic Neutron Scattering Analysis of Low-Frequency Motions in Proteins: Harmonic and Damped Harmonic Models of BPTI,Journal of Chemical Physics,16,112,92,JSmith
93,J Smith;J C SMITH; P CALMETTES; D DURAND; M DESMADRIL; S FUROIS-CORBIN; G R KNELLER ; B ROUX ,On the Configurations Accessible to Folded and Denatured Proteins,Statistical Mechanics Protein Structure and Protein Substrate Interactions Ed S Doniach Plenum Press New,16,113,93,JSmith
94,J Smith;J C SMITH; S CUSACK; K KUCZERA; B TIDOR ; M KARPLUS ,Internal Dynamics of Globular Proteins: Comparison of Theoretical Models with Neutron Scattering Measurements,Physica B,16,114,94,JSmith
95,J Smith;J C SMITH; F MERZEL; C S VERMA ; S FISCHER ,Protein hydration water: structure and thermodynamics,Journal of Molecular Liquids,16,115,95,JSmith
96,J Smith;J C SMITH; D DURAND; M J FIELD; S FUROIS-CORBIN; G R KNELLER ; B ROUX ,Supramolecular Interactions and Atomic Dynamics in Proteins and Peptide Crystals,Jumps Lattice waves and Liquid Like Diffusion Computational Approaches Supramolecular Chemistry Ed G Wipff Kluwer,16,116,96,JSmith
97,J Smith;Beno&icirc;t Roux ; Jer&ocirc;me Baudry ; Serge Crouzy,Efficient calculation of two-dimensional adiabatic and free energy maps: Application to the isomerization of the C C and C N bonds in the retinal of bacteriorhodopsin ,Journal of Computational Chemistry,16,10,97,JSmith
98,J Smith;J C SMITH; K KUCZERA; ; M KARPLUS ,Temperature-Dependence of Myoglobin Dynamics: Neutron Spectra Calculated from Molecular Dynamics Simulations of Myoglobin,Proceedings of the National Academy of Sciences U S A,16,117,98,JSmith
99,J Smith;Beno&icirc;t Roux ; J&eacute;r&ocirc;me Baudry ; Serge Crouzy,Quantum Chemical and Free Energy Simulation Analysis of Retinal Conformational Energetics ,Journal of Chemical Information and Computer Sciences,16,11,99,JSmith
100,J Smith;N BONDAR; R DANIEL; J L FINNEY; S FISCHER; M KATAOKA; A PETRESCU ; J C SMITH ,Protein Folding and Dynamics - New Insights from Computer Simulation and Scattering Experiments,Journal of the Physical Society of Suppl A Proc Int Symp ASR Eds S Katano N Metoki Y Morii and Y Ishii,16,12,100,JSmith
101,J Smith;J C SMITH ,Dynamics of Biomolecules: Simulations versus X-ray and Neutron Scattering Experiments,Chapter Computer Simulations of Biomolecules Eds W F van Gunsteren P K Weiner A J Wilkinson KLUWER ESCOM Leiden p,16,118,101,JSmith
102,J Smith;P CALMETTES; B ROUX; D DURAND; M DESMADRIL ; J C SMITH ,Configurational Distribution of Denatured Phosphoglycerate Kinase,Journal of Molecular Biology,16,13,102,JSmith
103,J Smith;J C SMITH ,X-ray and Neutron Scattering as Probes of the Dynamics of Biological Molecules,Computational Biochemistry and Biophysics Eds O Becker A D MacKerell B Roux and M Watanabe Marcel Dekker New,16,119,103,JSmith
104,J Smith;P CALMETTES; D DURAND; P MINARD; M DESMADRIL; V RECEVEUR ; J C SMITH ,How Random is a Highly Denatured Protein? Biophysical Chemistry - ,,16,14,104,JSmith
105,J Smith;P CALMETTES; D DURAND; J C SMITH; M DESMADRIL; P MINARD ; J C SMITH ,Structure of Proteins Denatured by Guanidinium Chloride Journal de Physique IV C - ,,16,15,105,JSmith
106,J Smith;Z COURNIA; A C VAIANA; G M ULLMANN ; J C SMITH ,Derivation of a Molecular Mechanics Force Field for Cholesterol,Journal of Pure and Applied Chemistry Press,16,16,106,JSmith
107,J Smith;S CROUZY; J BAUDRY; J C SMITH ; B ROUX ,Efficient Calculation of Two-Dimensional Adiabatic and Free Energy Maps: Application to the Isomerization of the C =C and C =N Bonds in the Retinal of Bacteriorhodopsin,Journal of Computational Chemistry,16,17,107,JSmith
108,J Smith;P CUNIASSE; A THOMAS; J C SMITH; H L THANH; M LEONETTI ; A MENEZ ,Structural Basis of Antibody Cross-Reactivity: Solution Conformation of an Immunogenic Peptide Fragment Derived from a Snake Toxin B-Epitope,Biochemistry,16,18,108,JSmith
109,J Smith;S CUSACK; J C SMITH; M KARPLUS ; J L FINNEY ,Low Frequency Dynamics of BPTI Studied by Inelastic Neutron Scattering,Structure Dynamics and Function of Biomolecules Eds Ehrenberg Rigler Graslund and Nilsson Springer Verlag,16,19,109,JSmith
110,J Smith;F NOE; S M SCHWARZL; S FISCHER ; J C SMITH ,Computational tools for analyzing structural changes in proteins in solution,Applied Bioinformatics Press,16,90,110,JSmith
111,J Smith;A C T NORTH ; J C SMITH ,Radial Distributions of Water-Water Distances in Protein Crystals,International Journal of Biological Macromolecules,16,91,111,JSmith
112,J Smith;A -J PETRESCU; P CALMETTES; D DURAND; V RECEVEUR ; J C SMITH ,Change in backbone torsion angle distribution on protein folding,Protein Science,16,92,112,JSmith
113,J Smith;A J PETRESCU; P CALMETTES; V RECEVEUR ; J C SMITH ,Excluded volume in the Configurational Distribution of a Strongly-Denatured Protein,Protein Science,16,93,113,JSmith
114,J Smith;A J PETRESCU; V RECEVEUR; P CALMETTES; D DURAND; M DESMADRIL; B ROUX ; J C SMITH ,Small Angle Neutron Scattering by a Strongly Denatured Protein: Analysis using Random Polymer Theory,Biophysical Journal,16,94,114,JSmith
115,J Smith;V REAT; J L FINNEY; W A STEER; M A ROBERTS; J C SMITH; R DUNN; M PETERSON ; R M DANIEL ,Cryosolvents useful for protein and enzyme studies below ^oC,Journal of Biochemical and Biophysical Methods,16,95,115,JSmith
116,J Smith;V REAT; R DUNN; M FERRAND; J L FINNEY; R M DANIEL ; J C SMITH ,Solvent dependence of dynamic transitions in protein solutions,Proceedings of the National Academy of Sciences U S A,16,96,116,JSmith
117,J Smith;V RECEVEUR; P CALMETTES; J C SMITH; M DESMADRIL; G CODDENS ; D DURAND ,Picosecond Dynamic Changes in Phospho-glycerate Kinase on Denaturation Revealed by Quasielastic Neutron Scattering,Proteins Structure Function and Genetics,16,97,117,JSmith
118,J Smith;E RITTGER; G R KNELLER; A MICU; M SOUAILLE ; J C SMITH ,"Dynamics of Proteins: Spectroscopy, Scattering and Simulations",AIP Conference Proceedings E C C C Computational Chemistry Eds F Bernardi and J L Rivail American Institute of Physics New,16,98,118,JSmith
119,J Smith;B ROUX; M NINA; R POMES ; J C SMITH ,Thermodynamic Stability of Water Molecules in the Bacteriorhodopsin Proton Channel: A Molecular Dynamics Free Energy Perturbation Study,Biophysical Journal,16,99,119,JSmith
120,J Smith;J C SMITH ,Motions in Biomolecules - Comparing Simulation with Experiment,Spectroscopic Techniques Biophysics Eds G M Giacometti and G Giacometti IOS Press,16,120,120,JSmith
121,J Smith;J C SMITH ,Inelastic and quasielastic neutron scattering: complementarity with biomolecular simulation,Structure and Dynamics of Biomolecules Neutron and Synchrotron Radiation for Condensed Matter Studies Volume IV University Press,16,121,121,JSmith
122,J Smith;J C SMITH ,"Interactions and Dynamics in Proteins and Molecular Crystals Probed by Quantum Chemistry, Computer Simulations and Scattering Experiments",Current Topics Biophysics,16,122,122,JSmith
123,J Smith;A TOURNIER & J C SMITH ,Principal Components of the Protein Dynamical Transition,Physical Review Letters Press,16,123,123,JSmith
124,J Smith;J C SMITH ,Protein Dynamics: Comparison of Simulations with Inelastic Neutron Scattering Experiments,Quarterly Review of Biophysics,16,124,124,JSmith
125,J Smith;J C SMITH ,Protein Dynamics Studied by Inelastic Neutron Scattering,Ph D Thesis Birkbeck University of London,16,125,125,JSmith
126,J Smith;J C SMITH ,"Protein Interactions and Dynamics Probed by Quantum Chemistry, Computer Simulations and Neutron Experiments",Biophysical Chemistry,16,126,126,JSmith
127,J Smith;S CUSACK; J C SMITH; J L FINNEY; M KARPLUS ; J TREWHELLA ,Low Frequency Dynamics of Proteins Studied by Neutron Time-of-Flight Spectroscopy,Physica B,16,20,127,JSmith
128,J Smith;S CUSACK; J C SMITH; J L FINNEY; B TIDOR ; M KARPLUS ,Inelastic Neutron Scattering Analysis of Picosecond Internal Protein Dynamics: Comparison of Harmonic Theory with Experiment,Journal of Molecular Biology,16,21,128,JSmith
129,J Smith;J SOPKOVA; J C SMITH; M DELAFORGE; H VIRELIZIER ; C K JANKOWSKI ,Oxidation of tetra-hydro-beta-carboline by cytochrome P : determination and rationalisation of product distribution,European Journal of Biochemistry,16,127,129,JSmith
130,J Smith;R DANIEL; J C SMITH; M FERRAND; S HERY; R DUNN ; J L FINNEY ,Enzyme Activity Below the Dynamical Transition at K,Biophysical Journal,16,22,130,JSmith
131,J Smith;J SOPKOVA; S FISCHER; C GUILBERT; A LEWIT-BENTLEY ; J C SMITH ,Pathway for large-scale conformational change in Annexin V,Biochemistry,16,128,131,JSmith
132,J Smith;R DANIEL; J L FINNEY; V REAT; R DUNN; M FERRAND ; J C SMITH ,Enzyme Dynamics and Activity: Timescale-Dependence of the Dynamical Transitions in Glutamate Dehydrogenase Solution,Biophysical Journal,16,23,132,JSmith
133,J Smith;J SOPKOVA; F K OLING; S RETY; A BRISSON; J C SMITH ; A LEWIT-BENTLEY ,S protein-annexin interactions: a model of the Anx -p heterotetramer complex,Biochimica et Biophysica Acta,16,129,133,JSmith
134,J Smith;R M DANIEL; J L FINNEY ; J C SMITH ,The dynamic transition in enzymes may have a simple explanation,Faraday Discusssions,16,24,134,JSmith
135,J Smith;R M DANIEL; R V DUNN; J L FINNEY ; J C SMITH ,The Role of Dynamics in Enzyme Activity,Annual Review of Biophysics Biomolecular Structure,16,25,135,JSmith
136,J Smith;S DELLERUE; A J PETRESCU; J C SMITH; S LONGEVILLE ; M -C BELLISSENT-FUNEL ,Collective dynamics of a photosynthetic protein probed by neutron spin-echo spectroscopy and molecular dynamics simulation,Physica B,16,26,136,JSmith
137,J Smith;S DELLERUE; A -J PETRESCU; J C SMITH ; M -C BELLISSENT-FUNEL ,Radially softening diffusive motions in a globular protein,Biophysical Journal,16,27,137,JSmith
138,J Smith;A J DIANOUX; G R KNELLER; J L SAUVAJOL ; J C SMITH ,Dynamics of Pure and Sodium-Doped Polyacetylene,AIP Conference Proceedings E C C C Computational Chemistry Eds F Bernardi and J L Rivail American Institute of Physics New,16,28,138,JSmith
139,J Smith;A J DIANOUX; G R KNELLER; J L SAUVAJOL ; J C SMITH ,Dynamics of sodium-doped polyacetylene,Journal of Chemical Physics,16,29,139,JSmith
140,J Smith;D J BARLOW; J O BAUM; M L J DRUMMOND; J L FINNEY; J C SMITH ; J M THORNTON ,Theoretical Aspects of Protein Conformation,Amino Acids Peptides and Proteins Specialist Periodical Report of the Royal Society of Chemistry,16,1,140,JSmith
141,J Smith;J BAUDRY; R L HAYWARD; H D MIDDENDORF ; J C SMITH ,Collective Vibrations in the Crystalline Alanine Dipeptide at Very Low Temperature,Biological Macromolecular Dynamics Eds S Cusack H Buttner M Ferrand P Langan P Timmins Adenine Press,16,2,141,JSmith
142,J Smith;J BAUDRY; S CROUZY; B ROUX ; J C SMITH ,From Sequence to Structure and Function: Modelling and Simulation of Light-Activated Membrane Proteins,Genomics and Proteomics Ed S Suhai Kluwer Plenum,16,3,142,JSmith
143,J Smith;J BAUDRY ; J C SMITH ,Hydrogen Bonding Cooperativity and F and Q Barriers in N-methylacetamide,Journal of Molecular Structure THEO CHEM chemistry,16,4,143,JSmith
144,J Smith;J BAUDRY; S CROUZY; B ROUX ; J C SMITH ,Quantum Chemical and Free Energy Simulation Analysis of Retinal Conformational Energetics,Journal of Chemical Information and Computer Sciences,16,5,144,JSmith
145,J Smith;J BAUDRY; S CROUZY; B ROUX ; J C SMITH ,Simulation Analysis of the Retinal Conformational Equilibrium in Dark-Adapted Bacteriorhodopsin,Biophysical Journal,16,6,145,JSmith
146,J Smith;T BECKER ; J C SMITH ,Energy resolution and dynamical heterogeneity effects on elastic incoherent neutron scattering from molecular systems,Physical Review E,16,7,146,JSmith
147,J Smith;M SOUAILLE; J C SMITH; A J DIANOUX ; F GUILLAUME ,Dynamics of N-Nonadecane Chains in Urea Inclusion Compounds as seen by Incoherent Quasielastic Neutron Scattering and Computer Simulation,Observation Prediction and Simulation of Phase Transitions Complex Fluids Eds M Baus L F Rull J P Ryckaert NATO ASI Series,16,130,147,JSmith
148,J Smith;T BECKER; S FISCHER; F NOE; A L TOURNIER; G M ULLMANN ; J C SMITH ,Protein Dynamics: Glass Transition and Mechanical Function,Advances Solid State Physics,16,8,148,JSmith
149,J Smith;M SOUAILLE ; J C SMITH ,Molecular Dynamics Analysis of Charge Fluctuations Associated with Far-Infrared Absorption in Water,Molecular Physics,16,131,149,JSmith
