"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"57","S Lee;Chisu Wu ; Dongkyu Kim ; Kapsoo Kim ; Woochang Shin","Digital Catalog Library: A Shared Repository of Online Catalogs for Electronic Commerce ","WECWIS Workshop Advanced Issues of E and Web based Information Systems","12","12_34 S Lee;Chisu Wu ; Dongkyu Kim ; Kapsoo Kim ; Woochang Shin<","57"
"58","S Lee;Jae-young Chang","Query Reformulation Using Materialized Views in Data Warehousing Environment ","DOLAP International Workshop Data Warehousing and OLAP","12","12_1 S Lee;Jae-young Chang<","58"
"59","S Lee;Jae-young Chang","Extended Conditions for Answering an Aggregate Query Using Materialized Views ","Inf Process Lett","12","12_2 S Lee;Jae-young Chang<","59"
"60","S Lee;Jae-young Chang","An Extended Query Reformulation Technique Using Materialized Views ","DEXA Database and Expert Systems Applications Workshop","12","12_3 S Lee;Jae-young Chang<","60"
"61","S Lee;Jae-Heon Cheong","A Boolean Query Processing with a Result Cache in Mediator Systems ","ADL Advances Digital Libraries","12","12_4 S Lee;Jae-Heon Cheong<","61"
"62","S Lee;J Cheong;S -g Lee","Cache-based Query Processing for a Keyword-based Boolean Query Model in Mediator,","Proceedings of IEEE Advances Digital Libraries","12","12_5 S Lee;J Cheong;S -g Lee<","62"
"63","S Lee;Jae-Heon Cheong ; Jonghoon Chun","A Method for Processing Boolean Queries Using a Result Cache ","DEXA Database and Expert Systems Applications","12","12_6 S Lee;Jae-Heon Cheong ; Jonghoon Chun<","63"
"64","Dong-Hoon Choi ; Sang-Ho Lee","A Logic Database System with Extended Functionality ","COMPSAC International Computer Software and Applications Conference","12","12_7 Dong-Hoon Choi ; Sang-Ho Lee<","64"
"65","S Lee;J Chun;H Kim;S -g Lee;J Choi;H Cho","A DBMS-based Medical Teleconference System,","Journal of the American Medical Informatics Association","12","12_8 S Lee;J Chun;H Kim;S -g Lee;J Choi;H Cho<","65"
"66","S Lee;S Hyun;J Choi;J Chun;S -g Lee;D Shin","Implementation of Mobile Computing System in Clinical Environment - MobileNurse TM ,","Proceedings of the American Medical Informatics Association Conference","12","12_9 S Lee;S Hyun;J Choi;J Chun;S -g Lee;D Shin<","66"
"67","S Lee;J Jung;D Kim;S -g Lee","EE-Cat: Extended Electronic Catalog for Dynamic and Flexible Electronic Commerce,","Proceedings of Information Resources Management Association Conference","12","12_10 S Lee;J Jung;D Kim;S -g Lee<","67"
"68","S Lee;Han-joon Kim","Building topic hierarchy based on fuzzy relations ","Neurocomputing","12","12_11 S Lee;Han-joon Kim<","68"
"69","S Lee;D Kim;S -g Lee","Catalog Management in e-Commerce Systems,","Proceedings of International Conference Computer Science and Technology","12","12_12 S Lee;D Kim;S -g Lee<","69"
"70","S Lee;D Kim;J Kim;S -g Lee","Catalog Integration for Electronic Commerce through Category-Hierarchy Merging Technique,","Proceedings of Workshop Research Issues Data Engineering E E Business Systems RIDE Research Issues Data Engineering EC","12","12_13 S Lee;D Kim;J Kim;S -g Lee<","70"
"71","S Lee;H Kim;S -g Lee","Discovering Taxonomic Relationships from Textual Documents,","Proceedings of IASTED Applied Informatics Conference","12","12_14 S Lee;H Kim;S -g Lee<","71"
"72","S Lee;H Kim;S -g Lee","An Effective Document Clustering Method using User-Adaptable Distance Metrics,","Proceedings of ACM Symposium Applied Computing","12","12_15 S Lee;H Kim;S -g Lee<","72"
"73","S Lee;H Kim;S -g Lee","An Effective Flash Memory Manager for Reliable Flash Memory Space Management,","IEICE Transactions Information and Systems E D","12","12_16 S Lee;H Kim;S -g Lee<","73"
"74","S Lee;K Kim;D Kim;J Kim;S Park;I Lee;S -g Lee","An Experimental Evaluation of Dynamic Electronic Catalog Models in Relational Database Systems,","Proceedings of Information Resources Management Association Conference","12","12_17 S Lee;K Kim;D Kim;J Kim;S Park;I Lee;S -g Lee<","74"
"75","S Lee;Han-joon Kim","A New Flash Memory Management for Flash Storage System ","COMPSAC International Computer Software and Applications Conference","12","12_18 S Lee;Han-joon Kim<","75"
"76","S Lee;Han-joon Kim","A Semi-Supervised Document Clustering Technique for Information Organization ","CIKM International Conference Information and Knowledge Management","12","12_19 S Lee;Han-joon Kim<","76"
"77","S Lee;S Lin;S W Lee"," Generation of Diffuse and Specular Appearance from Photometric Images "," Proc IEEE International Conference Computer Vision Kerkyra","13","13_33 S Lee;S Lin;S W Lee<","77"
"78","S Lee;Stephen Lin","An Appearance Representation for Multiple Reflection Components ","CVPR Computer Vision and Pattern RecognitioN","13","13_34 S Lee;Stephen Lin<","78"
"79","S Lee;S Lin;S W Lee"," A Representation of Specular Appearance "," Proc IEEE International Conference Computer Vision Kerkyra","13","13_35 S Lee;S Lin;S W Lee<","79"
"80","S Lee;S Lin;S W Lee"," Using Chromaticity Distributions and Eigenspace for Pose-, Illumination-, and Specularity-Invariant D Object Recognition "," Proc IEEE Conference Computer Vision and Pattern Recognition San Juan Puerto Rico","13","13_36 S Lee;S Lin;S W Lee<","80"
"81","S Lee;Stephen Lin","Using Chromaticity Distributions and Eigenspace Analysis for Pose, Illumination, and Specularity-Invariant Recognition of D Objects ","CVPR Computer Vision and Pattern RecognitioN","13","13_37 S Lee;Stephen Lin<","81"
"82","S Lee;Stephen Lin","Estimation of Diffuse and Specular Appearance ","ICCV International Conference Computer Vision","13","13_38 S Lee;Stephen Lin<","82"
"83","S Lee;C H Oh;H S Kim;H W Park;W S Kim;S W Lee;Z H Cho"," Study of R F , Gradient Pulse and Magnet Instability Effect in NMR Tomography "," IEEE Trans Nucl Sci","13","13_39 S Lee;C H Oh;H S Kim;H W Park;W S Kim;S W Lee;Z H Cho<","83"
"84","S Lee;E Angelopoulou;S W Lee;R Bajcsy"," Spectral Gradient: A Material Descriptor Invariant to Geometry and Incident Illumination "," Proc IEEE International Conference Computer Vision Kerkyra","13","13_1 S Lee;E Angelopoulou;S W Lee;R Bajcsy<","84"
"85","S Lee;K Arthur;G Bishop;R Bajcsy;H Farid;H Fuchs;S W Lee;;L McMillan;A State"," Virtual Reality and Telepresence for st Century Remote Medical Consultation "," Second Carolina Conf Biomed Eng ICSC Symposium Neural Computation","13","13_2 S Lee;K Arthur;G Bishop;R Bajcsy;H Farid;H Fuchs;S W Lee;;L McMillan;A State<","85"
"86","S Lee;R Bajcsy;S W Lee;A Leonardis"," Color Image Segmentation Detection of Highlights and Local Illumination Induced by Inter-reflections, ","Proc of the th International Conference Pattern Recognition Atlantic City","13","13_3 S Lee;R Bajcsy;S W Lee;A Leonardis<","86"
"87","S Lee;R Bajcsy;S W Lee;A Leonardis"," Color Image Segmentation Detection of Highlights and Local Illumination Induced by Inter-reflections, ","Physics Based Vision Principles and Practice Color Ed G E Healey S A Shafer and L B Wolff Jones and Publishers p","13","13_4 S Lee;R Bajcsy;S W Lee;A Leonardis<","87"
"88","S Lee;R Bajcsy;S W Lee;A Leonardis"," Color Image Segmentation and Color Constancy, ","Proc of SPIE The International Society for Optical Engineering Conference Santa Clara Computer Animation","13","13_5 S Lee;R Bajcsy;S W Lee;A Leonardis<","88"
"89","S Lee;R Bajcsy;S W Lee;A Leonardis"," Computational Aspects of Color Constancy "," GRASP Laboratory Technical Report CIS University of","13","13_6 S Lee;R Bajcsy;S W Lee;A Leonardis<","89"
"90","S Lee;R Bajcsy;S W Lee;A Leonardis"," Detection of Diffuse and Specular Interface Reflections and Inter-reflections by Color Image Segmentation ","International Journal of Computer Vision","13","13_7 S Lee;R Bajcsy;S W Lee;A Leonardis<","90"
"91","S Lee;Ruzena Bajcsy","Detection of Specularity Using Color and Multiple Views ","ECCV European Conference Computer Vision","13","13_8 S Lee;Ruzena Bajcsy<","91"
"92","S Lee;R Bajcsy;S W Lee;A Leonardis"," Image Segmentation detection of Highlights and Inter-reflections Using Color "," Proc of the Image Understanding and Machine Vision Topical Meeting Cape Cod","13","13_9 S Lee;R Bajcsy;S W Lee;A Leonardis<","92"
"93","S Lee;In Kyu Park ; Sang Uk Lee","Shape-Adaptive -D Mesh Simplification Based on Local Optimality Measurement ","Pacific Conference Computer Graphics and Applications","13","13_40 S Lee;In Kyu Park ; Sang Uk Lee<","93"
"94","S Lee;G Sharp;S W Lee;D Wehe"," An Appearance Representation for Multiple Reflection Components "," Proc IEEE Conference Computer Vision and Pattern Recognition Hilton Head Island Supercomputing","13","13_41 S Lee;G Sharp;S W Lee;D Wehe<","94"
"95","S Lee;G Sharp;S W Lee;D Wehe"," Range Image Registration using Extended Feature Vectors "," Proc IEEE International Conference Robotics and Automation","13","13_42 S Lee;G Sharp;S W Lee;D Wehe<","95"
"96","S Lee;S Sull;J Oh;S Oh;S M H Song;S W Lee"," Relevance Graph-Based Image Retrieval "," Proc IEEE International Conference Multimedia and Expo New","13","13_43 S Lee;S Sull;J Oh;S Oh;S M H Song;S W Lee<","96"
"97","S Lee;David K Wehe ; Gregory C Sharp","ICP Registration Using Invariant Features ","IEEE Transactions Pattern Analysis and Machine Intelligence","13","13_44 S Lee;David K Wehe ; Gregory C Sharp<","97"
"98","S Lee;David K Wehe ; Gregory C Sharp","Multiview Registration of D Scenes by Minimizing Error between Coordinate Frames ","ECCV European Conference Computer Vision","13","13_45 S Lee;David K Wehe ; Gregory C Sharp<","98"
"99","S Lee;David K Wehe ; Gregory C Sharp","Invariant Features and the Registration of Rigid Bodies ","ICRA International Conference Robotics and Automation","13","13_46 S Lee;David K Wehe ; Gregory C Sharp<","99"
"100","S Lee;David K Wehe ; Gregory C Sharp","Toward Multiview Registration in Frame Space ","ICRA International Conference Robotics and Automation","13","13_47 S Lee;David K Wehe ; Gregory C Sharp<","100"
"101","S Lee;Daniel Berwick","A Chromaticity Space for Specularity-, Illumination Color- and Illumination Pose-Invariant -D Object Recognition ","ICCV International Conference Computer Vision","13","13_10 S Lee;Daniel Berwick<","101"
"102","S Lee;D Berwick;S W Lee"," Specularity-, Illumination Color- and Pose-Invariant Chromaticity Space for -D Object Recognition "," Proc IEEE International Conference Computer Vision Bombay","13","13_11 S Lee;D Berwick;S W Lee<","102"
"103","S Lee;D Berwick;S W Lee"," Spectral Gradients for Color-Based Object Recognition and Indexing ","","13","13_12 S Lee;D Berwick;S W Lee<","103"
"104","S Lee;D Berwick;S W Lee"," Spectro-Spatial Gradients for Color-Based Object Recognition and Indexing "," Proc International Conference Computer Analysis of Images and Patterns Ljubljana","13","13_13 S Lee;D Berwick;S W Lee<","104"
"105","S Lee;D Berwick;S W Lee"," Spectro-Spatial Gradients for -D Object Recognition and Indexing ","","13","13_14 S Lee;D Berwick;S W Lee<","105"
"106","S Lee;Z H Cho;H W Park;J B Ra;S W Lee;S K Hilal"," Echo-Time Encoded Chemical Shift NMR Spectroscopic Imaging Technique "," Proc rd Annual Meeting Society of Magnetic Resonance Medicine New","13","13_15 S Lee;Z H Cho;H W Park;J B Ra;S W Lee;S K Hilal<","106"
"107","S Lee;Z H Cho;H S Kim;C H Oh;H W Park;S W Lee;","NMR Imaging: Principles;Algorithms;","Lecture Note Medical Informatics Systems Selected Topics Image Science Z H Cho Springer Verlag p","13","13_16 S Lee;Z H Cho;H S Kim;C H Oh;H W Park;S W Lee;<","107"
"108","S Lee;Z H Cho;S W Lee"," Short T Sodium Imaging Using Quadrature Coils KAIS Tesla Superconducting NMR system "," Proc th Annual Meeting Society of Magnetic Resonance Medicine Montreal","13","13_17 S Lee;Z H Cho;S W Lee<","108"
"109","S Lee;H Farid;S W Lee;R Bajcsy"," View Selection Strategies for Multi-View, Wide-Baseline Stereo "," GRASP Laboratory Technical Report CIS University of","13","13_18 S Lee;H Farid;S W Lee;R Bajcsy<","109"
"110","S Lee;C Frost;S W Lee;R Johnson;Y L Murphy"," Research on Human-centered Design and Evaluation of Multimode Image Retrieval "," Proc Fourth DELOS Workshop Pisa","13","13_19 S Lee;C Frost;S W Lee;R Johnson;Y L Murphy<","110"
"111","S Lee;H Fuchs;G Bishop;K Arthur;L McMillan;R Bajcsy;S W Lee;H Farid;T Kanade"," Visual Space Teleconferencing Using a Sea of Cameras "," Proc of the First Intern Symp Med Robotics and Comput Assisted Surgery","13","13_20 S Lee;H Fuchs;G Bishop;K Arthur;L McMillan;R Bajcsy;S W Lee;H Farid;T Kanade<","111"
"112","S Lee;W H Garner;S K Hilal;S W Lee;A Spector"," Sodium- Magnetic Resonance Imaging of the Eye and Lens "," Proc Natl Acad Sci","13","13_21 S Lee;W H Garner;S K Hilal;S W Lee;A Spector<","112"
"113","S Lee;Z He;J Obermark;J Du;S W Lee;D K Wehe;G F Knoll"," The CSPD- Gamma-Ray Vision System "," Proc IEEE Nuclear Science Symposium Medical Imaging Conference Part of San Francisco","13","13_22 S Lee;Z He;J Obermark;J Du;S W Lee;D K Wehe;G F Knoll<","113"
"114","S Lee;S K Hilal;S W Lee;Z H Cho;S K Mun;J B Ra;M Mawad;A J Silver;P Sane"," Proton and Sodium NMR "," Proc rd Annual Meeting Society of Magnetic Resonance Medicine New","13","13_23 S Lee;S K Hilal;S W Lee;Z H Cho;S K Mun;J B Ra;M Mawad;A J Silver;P Sane<","114"
"115","S Lee;S W Lee;R Bajcsy"," Detection of Specularity Using Color and Multiple Views, ","Image and Vision Computing","13","13_24 S Lee;S W Lee;R Bajcsy<","115"
"116","S Lee;S W Lee;R Bajcsy"," Detection of Specularity Using Color and Multiple Views, ","Proc of European Conference Computer Vision S Margherita Ligure","13","13_25 S Lee;S W Lee;R Bajcsy<","116"
"117","S Lee;S W Lee;Z H Cho"," Limited Angular View Planar-Integral Projection Reconstruction in NMR imaging "," IEEE Trans Nucl Sci","13","13_26 S Lee;S W Lee;Z H Cho<","117"
"118","S Lee;S W Lee;S K Hilal;Z H Cho"," A Multinuclear Magnetic Resonance Imaging Technique - Simultaneous Proton and Sodium Imaging "," Mag Res Imaging","13","13_27 S Lee;S W Lee;S K Hilal;Z H Cho<","118"
"119","S Lee;S W Lee;S K Hilal;J B Ra;J H Kim;S K Mun;Z H Cho"," Implementation of Simultaneous Multinuclear MR Imaging: Proton and Sodium "," Radiology Scientific Program th RSNA Annual Meeting D C","13","13_28 S Lee;S W Lee;S K Hilal;J B Ra;J H Kim;S K Mun;Z H Cho<","119"
"120","S Lee;S W Lee"," Where am I? "," Sensors and Methods for Robot Positioning J Borenstein ed Report to US Dept of Energy Published CD IFIP ACM Working Conference Component Deployment ROM by A K Peters","13","13_29 S Lee;S W Lee<","120"
"121","S Lee;S W Lee;A Jaklic;R;Bajcsy;F Solina"," Analysis of Multiple Reflection Components, ","Proc of IEEE Conference Melecom Ljubljana","13","13_30 S Lee;S W Lee;A Jaklic;R;Bajcsy;F Solina<","121"
"122","S Lee;S Lin;S W Lee"," Detection of Specularity Using Stereo in Color and Polarization Space "," Computer Vision and Image Understanding","13","13_31 S Lee;S Lin;S W Lee<","122"
"123","S Lee;S Lin;S W Lee"," Detection of Specularity Using Stereo in Color and Polarization Space "," Proc International Conference Pattern Recognition","13","13_32 S Lee;S Lin;S W Lee<","123"
"124","S Lee; Byeong-Soo Jeong ; Hyonwoo Seung","A Secure Dynamic Copy Protocol in Real-Time Secure Database Systems ","Workshop Languages Compilers and Tools for Embedded Systems","14","14_1 S Lee; Byeong-Soo Jeong ; Hyonwoo Seung<","124"
