,X,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
39,39,MRGarey RobertEndreTarjan,The Planar Hamiltonian Circuit Problem is NP-Complete ,SIAM Society for Industrial and Applied Mathematics J Comput,1,99,39,DJohnson
40,40,,Approximation Algorithms for Combinatorial Problems ,J Comput Syst Sci,1,20,40,DJohnson
41,41,,"Parallel Processing,",J Algorithms,1,21,41,DJohnson
42,42,,"Partitioning, Covering, and Packing Problems,",J Algorithms,1,22,42,DJohnson
43,43,,"Oracles, Bin Packing, and and Ordering Problems,",J Algorithms,1,23,43,DJohnson
44,44,,"Randomized Algorithms and Complexity Classes,",J Algorithms,1,24,44,DJohnson
45,45,,"Routing Problems,",J Algorithms,1,25,45,DJohnson
46,46,,"Solving NP-Hard Problems Quickly On Average ,",J Algorithms,1,26,46,DJohnson
47,47,,"The Many Faces of Polynomial Time,",J Algorithms,1,27,47,DJohnson
48,48,,The NP-Completeness Column: An Ongoing Guide ,J Algorithms,1,28,48,DJohnson
49,49,,"The Story So Far,",J Algorithms,1,29,49,DJohnson
50,50,DanielJKleitman JosephY TLeung SFAssmann,On a Dual Version of the One-Dimensional Bin Packing Problem ,J Algorithms,1,150,50,DJohnson
51,51,AnthonyCKlug,Optimizing Conjunctive Queries When Attribute Domains Are not Disjoint Extended Abstract ,FOCS IEEE Symposium Foundations of Computer Science,1,151,51,DJohnson
52,52,AnthonyCKlug,Optimizing Conjunctive Queries that Contain Untyped Variables ,SIAM Society for Industrial and Applied Mathematics J Comput,1,152,52,DJohnson
53,53,AnthonyCKlug,Testing Containment of Conjunctive Queries Under Functional and Inclusion Dependencies ,PODS Symposium Principles of Database Systems,1,153,53,DJohnson
54,54,AnthonyCKlug,Testing Containment of Conjunctive Queries under Functional and Inclusion Dependencies ,J Comput Syst Sci,1,154,54,DJohnson
55,55,AndreaSLaPaugh RonYPinter,Minimizing Channel Density by Lateral Shifting of Components ,SODA Symposium Discrete Algorithms,1,155,55,DJohnson
56,56,AndreaSLaPaugh EdwardGCoffman MRGarey,Scheduling File Transfers ,SIAM Society for Industrial and Applied Mathematics J Comput,1,156,56,DJohnson
57,57,AndreaSLaPaugh EdwardGCoffman MRGarey,Scheduling File Transfers in a Distributed Network ,PODC Symposium Principles of Distributed Computing,1,157,57,DJohnson
58,58,ZMMao OSpatscheck JEvanderMerwe  JWang,"Efficient and robust streaming provisioning in VPNs,",Proceedings WWW World Wide Web Conference Series,1,158,58,DJohnson
59,59,ZMMao JRexford JWang  RKatz,"Scalable and accurate identification of AS-level forwarding paths,", Proceedings INFOCOM The Conference Computer Communications,1,159,59,DJohnson
60,60,,"The Tale of the Second Prover,",J Algorithms,1,30,60,DJohnson
61,61,,The Twelve Open Problems From [G&J],Updates J Algorithms,1,31,61,DJohnson
62,62,,The Traveling Salesman Problem: A report on the State of the Art ,IFIP International Federation for Information Processing Congress,1,32,62,DJohnson
63,63,DLApplegate LSBuriol BLDillard DSJohnson  PWShor,"The Cutting-Stock Approach to Bin Packing: Theory and Experiments,",Procedings of the Fifth Workshop Algorithm Engineering and Experimentation R E Ladner Editor SIAM Society for Industrial and Applied Mathematics,1,33,63,DJohnson
64,64,CRAragon DSJohnson LAMcGeoch CSchevon,"Optimization by Simulated Annealing: An Experimental Evaluation; Part II, Graph Coloring and Number Partitioning,",Operations Research,1,34,64,DJohnson
65,65,SFAssmann DSJohnson DJKleitman JY TLeung,"On a Dual Version of the One-Dimensional Bin Packing Problem,",J Algorithms,1,35,65,DJohnson
66,66,AlexanderIBarvinok ArieTamir GerhardJWoeginger RussellWoodroofe S aacute ndorPFekete,The geometric maximum traveling salesman problem ,J ACM,1,36,66,DJohnson
67,67,AlexanderIBarvinok GerhardJWoeginger RussellWoodroofe,The Maximum Traveling Salesman Problem Under Polyhedral Norms ,IPCO Integer Programming Combinatorial Optimization,1,37,67,DJohnson
68,68,JLBentley DSJohnson FTLeighton CCMcGeoch,"An Experimental Study of Bin Packing,",Proc st Ann Allerton Conf Communication Control and Computing,1,38,68,DJohnson
69,69,JLBentley DSJohnson FTLeighton CCMcGeoch LAMcGeoch,"Some Unexpected Behavior Results for Bin-Packing,",Proc th Ann ACM Symp Theory of Computing,1,39,69,DJohnson
70,70,CatherineCMcGeoch FrankThomsonLeighton JonLouisBentley LyleAMcGeoch,Some Unexpected Expected Behavior Results for Bin Packing,STOC ACM Symposium Theory of Computing,1,160,70,DJohnson
71,71,NSMegiddo SLHakimi MRGarey DSJohnson CHPapadimitriou,"The Complexity of Searching a Graph,",J Assoc Comp Mach,1,161,71,DJohnson
72,72,JacobusEvanderMerwe JiaWang OliverSpatscheck ZhuoqingMorleyMao,Efficient and robust streaming provisioning in VPNs ,WWW World Wide Web Conference Series,1,162,72,DJohnson
73,73,MariaMinkoff StevenPhillips,The prize collecting Steiner tree problem: theory and practice ,SODA Symposium Discrete Algorithms,1,163,73,DJohnson
74,74,GOstheimer LyleAMcGeoch MichaelLFredman,Data Structures for Traveling Salesmen ,SODA Symposium Discrete Algorithms,1,164,74,DJohnson
75,75,GOstheimer LyleAMcGeoch MichaelLFredman,Data Structures for Traveling Salesmen ,J Algorithms,1,165,75,DJohnson
76,76,ChristosHPapadimitriou MihalisYannakakis,How Easy is Local Search?,J Comput Syst Sci,1,166,76,DJohnson
77,77,ChristosHPapadimitriou MihalisYannakakis,How Easy Is Local Search? Extended Abstract ,FOCS IEEE Symposium Foundations of Computer Science,1,167,77,DJohnson
78,78,ChristosHPapadimitriou,On Generating All Maximal Independent Sets ,Inf Process Lett,1,168,78,DJohnson
79,79,ChristosHPapadimitriou EliasDahlhaus MihalisYannakakis PaulDSeymour,The Complexity of Multiway Cuts Extended Abstract ,STOC ACM Symposium Theory of Computing,1,169,79,DJohnson
80,80,FrancineBerman FrankThomsonLeighton LarrySnyder PeterWShor,Generalized Planar Matching ,J Algorithms,1,40,80,DJohnson
81,81,FrancineBerman,Performance of the Efficient Data-Driven Evaluation Scheme ,J Parallel Distrib Comput,1,41,81,DJohnson
82,82,WMBoyce MRGarey DSJohnson,"A Note on Bisecting Minimum Spanning Trees,",Networks,1,42,82,DJohnson
83,83,PBrucker MRGarey DSJohnson,"Scheduling Equal-Length Tasks Under Treelike Precedence Constraints to Minimize Maximum Lateness,",Math of Oper Research,1,43,83,DJohnson
84,84,FRKChung MRGarey DSJohnson,"On Packing Two-Dimensional Bins,",SIAM Society for Industrial and Applied Mathematics J Algebraic and Discrete Methods,1,44,84,DJohnson
85,85,VChvatal MRGarey DSJohnson,"Two Results Concerning Multicoloring,",Ann Disc Math,1,45,85,DJohnson
86,86,JillCirasella LyleAMcGeoch WeixiongZhang,"The Asymmetric Traveling Salesman Problem: Algorithms, Instance Generators, and Tests ",ALENEX Algorithm Engineering and Experiments,1,46,86,DJohnson
87,87,EGCoffman  MRGarey DSJohnson,"Bin Packing with Divisible Item Sizes,",J Complexity,1,47,87,DJohnson
88,88,EGCoffman  DSJohnson LAMcGeoch PWShor RRWeber,"Bin Packing with Discrete Item Sizes, Part III: Average Case Behavior of FFD and BFD,",,1,48,88,DJohnson
89,89,EGCoffman  CACourcoubetis MRGarey DSJohnson PWShor RRWeber  MYannakakis,"Bin Packing with Discrete Item Sizes, Part I: Perfect Packing Theorems and the Average Case Behavior of Optimal Packings,",SIAM Society for Industrial and Applied Mathematics J Discrete Math,1,49,89,DJohnson
90,90,ChristosHPapadimitriou EliasDahlhaus MihalisYannakakis PaulDSeymour,The Complexity of Multiterminal Cuts ,SIAM Society for Industrial and Applied Mathematics J Comput,1,170,90,DJohnson
91,91,ChristosHPapadimitriou MRGarey NimrodMegiddo SLouisHakimi,The complexity of searching a graph ,J ACM,1,171,91,DJohnson
92,92,ChristosHPapadimitriou MRGarey NimrodMegiddo SLouisHakimi,The Complexity of Searching a Graph Preliminary Version ,FOCS IEEE Symposium Foundations of Computer Science,1,172,92,DJohnson
93,93,FrancoPPreparata,The Densest Hemisphere Problem ,Theor Comput Sci,1,173,93,DJohnson
94,94,FrancoPPreparata MRGarey RobertEndreTarjan,Triangulating a Simple Polygon ,Inf Process Lett,1,174,94,DJohnson
95,95,EdwardERothberg LyleAMcGeoch,Asymptotic Experimental Analysis for the Held-Karp Traveling Salesman Bound ,SODA Symposium Discrete Algorithms,1,175,95,DJohnson
96,96,BarbaraBSimons MRGarey RobertEndreTarjan,Scheduling Unit-Time Tasks with Arbitrary Release Times and Deadlines ,SIAM Society for Industrial and Applied Mathematics J Comput,1,176,96,DJohnson
97,97,HCSo MRGarey,An Application of Graph Coloring to Printed Circuit Testing Working Paper ,FOCS IEEE Symposium Foundations of Computer Science,1,177,97,DJohnson
98,98,LarryJStockmeyer MRGarey,Some Simplified NP-Complete Graph Problems ,Theor Comput Sci,1,178,98,DJohnson
99,99,LarryJStockmeyer MRGarey,Some Simplified NP-Complete Problems,STOC ACM Symposium Theory of Computing,1,179,99,DJohnson
100,100,MRGarey,The Rectilinear Steiner Tree Problem in NP Complete ,SIAM Society for Industrial and Applied Mathematics Journal of Applied Mathematics,1,100,100,DJohnson
101,101,MRGarey DSJohnson,"The Rectilinear Steiner Tree Problem is NP-Complete,",SIAM Society for Industrial and Applied Mathematics J Appl Math,1,101,101,DJohnson
102,102,MRGarey DSJohnson,"A / Theorem for Bin Packing,",J Complexity,1,102,102,DJohnson
103,103,MRGarey DSJohnson,"Two-Processor Scheduling with Start-Times and Deadlines,",SIAM Society for Industrial and Applied Mathematics J Computing,1,103,103,DJohnson
104,104,MRGarey DSJohnson FPPreparata RETarjan,"Triangulating a Simple Polygon,",Information Processing Letters,1,104,104,DJohnson
105,105,EdwardGCoffman PeterWShor RichardRWeber,"Bin packing with discrete item sizes, part II: Tight bounds on First Fit ",Random Structures and Algorithms,1,50,105,DJohnson
106,106,MGoldwasser DSJohnson  CCMcGeochEditors,"Proceedings of the th and th DIMACS Implementation Challenges,",American Mathematical Society,1,105,106,DJohnson
107,107,EGCoffman MRGarey DSJohnson,"Dynamic Bin Packing,",SIAM Society for Industrial and Applied Mathematics J Computing,1,51,107,DJohnson
108,108,ZJHaas JHWinters  DSJohnson,"Simulation Results of the Capacity of Cellular Systems,",IEEE Trans Vehicular Technology,1,106,108,DJohnson
109,109,EGCoffman  CACourcoubetis MRGarey DSJohnson LAMcGeoch PWShor RRWeber MYannakakis,"Fundamental Discrepancies between Average-Case Analyses under Discrete and Continuous Distributions: A Bin Packing Case Study,",Proc rd Ann ACM Symp Theory of Computing Journal versions See below,1,52,109,DJohnson
110,110,FrankKHwang MRGarey,Algorithms for a Set Partitioning Problem Arising in the Design of Multipurpose Units ,IEEE Trans Computers,1,107,110,DJohnson
111,111,EGCoffman  DSJohnson FTLeighton PWShor RRWeber,"Average Case Behavior of FFD and Optimal Bin Packings on U[ ,a] Distributions,",,1,53,111,DJohnson
112,112,J aacute nosCsirik,Bounded Space On-Line Bin Packing: Best is Better than First ,SODA Symposium Discrete Algorithms,1,108,112,DJohnson
113,113,EGCoffman  DSJohnson PWShor RRWeber,"Markov Chains, Computer Proofs, and Average-Case Analysis of Best Fit Bin Packing,",Proc th Ann ACM Symp Theory of Computing,1,54,113,DJohnson
114,114,J aacute nosCsirik,Bounded Space On-Line Bin Packing: Best Is Better than First ,Algorithmica,1,109,114,DJohnson
115,115,EdwardGCoffman MRGarey,An Application of Bin-Packing to Multiprocessor Scheduling ,SIAM Society for Industrial and Applied Mathematics J Comput,1,55,115,DJohnson
116,116,EGCoffman MRGarey DSJohnson,"Approximation Algorithms for Bin-Packing - An Updated Survey,",Algorithm Design for Computer System Design G Ausiello M Lucertini and P Serafini editors Springer Verlag,1,56,116,DJohnson
117,117,EGCoffman  MRGarey  DSJohnson,"Approximation Algorithms for Bin Packing: A Survey,",Approximation Algorithms for NP Hard Problems D Hochbaum editor PWS Publishing,1,57,117,DJohnson
118,118,EGCoffman  DSJohnson GSLueker PWShor,"Probabilistic Analysis of Packing and Related Partitioning Problems,",Statistical Science,1,58,118,DJohnson
119,119,EGCoffman  CCourcoubetis MRGarey DSJohnson PWShor RRWeber  MYannakakis,"Perfect Packing Theorems and the Average Case Behavior of Optimal and Online Bin Packing,",SIAM Society for Industrial and Applied Mathematics Review Updated version of above,1,59,119,DJohnson
120,120,MarioSzegedy,What are the Least Tractable Instances of max Tndependent Set?,SODA Symposium Discrete Algorithms,1,180,120,DJohnson
121,121,CYoung DSJohnson DRKarger MDSmith,"Near-optimal Intraprocedural Branch Alignment,",Proceedings Symp Programming Languages Design and Implementation,1,181,121,DJohnson
122,122,DSJohnsonEditor Maintainer," th DIMACS Implementation Challenge: The Traveling Salesman Problem,", http www research att com dsj chtsp index html,1,110,122,DJohnson
123,123,DSJohnsonEditor,"Challenges for Theoretical Computer Science: DRAFT June ,", http www research att com dsj nsflist html,1,111,123,DJohnson
124,124,DSJohnsonEditor,"STOC/FOCS Bibliography,",ACM Press,1,112,124,DJohnson
125,125,DSJohnson MATrickEditors,"Cliques, Coloring, and Satisfiability: Proceedings of the nd DIMACS Implementation Challenge,",American Mathematical Society,1,113,125,DJohnson
126,126,DSJohnson CHPapadimitriou,"Computational Complexity,",The Traveling Salesman Problem E L Lawler J K Lenstra A H G Rinnooy Kan and D B Shmoys editors John Wiley and Sons Ltd,1,114,126,DJohnson
127,127,EdwardGCoffman MRGarey RobertEndreTarjan,Performance Bounds for Level-Oriented Two-Dimensional Packing Algorithms ,SIAM Society for Industrial and Applied Mathematics J Comput,1,60,127,DJohnson
128,128,DSJohnson,"A Catalogue of Complexity Classes,",The Handbook of Theor Comp Sci J Van Leeuwen editor Elsevier,1,115,128,DJohnson
129,129,EGCoffman  MRGarey DSJohnson ASLaPaugh,"Scheduling File Transfers,",SIAM Society for Industrial and Applied Mathematics J Comput,1,61,129,DJohnson
130,130,DSJohnson TNishizeki ANozaki HSWilfEditors,"Discrete Algorithms and Complexity: Proceedings of the Japan-US Joint Seminar, June - , , Kyoto, Japan,",Academic Press New,1,116,130,DJohnson
131,131,CJColbourn DSJohnson,"Unit Disk Graphs,",Discrete Math,1,62,131,DJohnson
132,132,DSJohnson,"Fast Algorithms for Bin Packing,",Journal of Computer and System Sciences,1,117,132,DJohnson
133,133,CostasCourcoubetis EdwardGCoffman MRGarey MihalisYannakakis PeterWShor RichardRWeber,"Bin Packing with Discrete Item Sizes, Part I: Perfect Packing Theorems and the Average Case Behavior of Optimal Packings ",SIAM Society for Industrial and Applied Mathematics J Discrete Math,1,63,133,DJohnson
134,134,DSJohnson CHPapadimitriou MYannakakis,"How Easy is Local Search?,",Journal of Computer and System Sciences Preliminary version Proc th Ann IEEE Symp Foundations of Computer Science,1,118,134,DJohnson
135,135,CostasCourcoubetis EdwardGCoffman LyleAMcGeoch MRGarey MihalisYannakakis PeterWShor RichardRWeber,Fundamental Discrepancies between Average-Case Analyses under Discrete and Continuous Distributions: A Bin Packing Case Study,STOC ACM Symposium Theory of Computing,1,64,135,DJohnson
136,136,DSJohnson HOPollack,"Hypergraph Planarity and the Complexity of Drawing Venn Diagrams,",J Graph Theory,1,119,136,DJohnson
137,137,JCsirik DSJohnson,"Bounded Space On-Line Bin Packing: Best is Better than First,",Algorithmica Preliminary version appeared Proc Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms,1,65,137,DJohnson
138,138,JCsirik DSJohnson  CKenyon,"Better Approximation Algorithms for Bin Covering,",Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms,1,66,138,DJohnson
139,139,JCsirik DSJohnson CKenyon JBOrlin PWShor RRWeber,"On the Sum-of-Squares Algorithm for Bin Packing,",Proc Annual ACM Symp Theory of Computing Journal version to J ACM,1,67,139,DJohnson
140,140,JCsirik DSJohnson CKenyon PWShor RRWeber,"A Self-Organizing Bin Packing Heuristic,",Algorithm Engineering and Experimentation M T Goodrich and C C McGeoch Eds Springer Lecture Notes Computer Science,1,68,140,DJohnson
141,141,EDahlhaus DSJohnson CHPapadimitriou PDSeymour MYannakakis,"The Complexity of Multiterminal Cuts,",SIAM Society for Industrial and Applied Mathematics J Computing,1,69,141,DJohnson
142,142,DSJohnson,"Local Optimization and the Traveling Salesman Problem,",Proc th Colloq Automata Lang and Prog,1,120,142,DJohnson
143,143,DSJohnson ASLaPaugh RYPinter,"Minimizing Channel Density by Lateral Shifting of Components,",Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms,1,121,143,DJohnson
144,144,DSJohnson LAMcGeoch,"Experimental Analysis of Heuristics for the STSP,",The Traveling Salesman Problem and its Variations G Gutin and A Punnen Editors Kluwer Academic Publishers Dordrecht,1,122,144,DJohnson
145,145,DSJohnson GGutin LAMcGeoch AYeo WZhang  AZverovich,"Experimental Analysis of Heuristics for the ATSP,",The Traveling Salesman Problem and its Variations G Gutin and A Punnen Editors Kluwer Academic Publishers Dordrecht,1,123,145,DJohnson
146,146,DSJohnson,"More Approaches to the Travelling Salesman Guide,",Nature page,1,124,146,DJohnson
147,147,WHEDay DSJohnson DSankoff,"The Computational Complexity of Inferring Rooted Phylogenies by Parsimony,",Math Biosciences,1,70,147,DJohnson
148,148,DSJohnson CHPapadimitriou MYannakakis,"On Generating all Maximal Independent Sets,",Information Processing Letters,1,125,148,DJohnson
149,149,AlanJDemers JeffreyDUllman MRGarey RonaldLGraham,Worst-Case Performance Bounds for Simple One-Dimensional Packing Algorithms ,SIAM Society for Industrial and Applied Mathematics J Comput,1,71,149,DJohnson
150,150,DSJohnson MSzegedy,"What are the Least Tractable Instances of Max Independent Set?,",Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms S S,1,126,150,DJohnson
151,151,,"Communicating Processes,",J Algorithms,1,1,151,DJohnson
152,152,ASFraenkel MRGarey DSJohnson TSchaefer YYesha,"The Complexity of Checkers on an NxN Board: Preliminary Report,",Proc th Annual Symposium Foundations of Computer Science,1,72,152,DJohnson
153,153,DSJohnson KANiemi,"On Knapsacks, Partitions, and a New Dynamic Programming Technique for Trees,",Math of Oper Research,1,127,153,DJohnson
154,154,,"Computing in the Math Department, Part I,",J Algorithms,1,2,154,DJohnson
155,155,AviezriSFraenkel MRGarey TSchaefer YYesha,The Complexity of Checkers on an N * N Board - Preliminary Report,FOCS IEEE Symposium Foundations of Computer Science,1,73,155,DJohnson
156,156,DSJohnson,"NP-Completeness: An Ongoing Guide,",Academic Press Collection of NP completeness columns,1,128,156,DJohnson
157,157,,"Computing with One Hand Tied behind Your Back,",J Algorithms,1,3,157,DJohnson
158,158,MLFredman DSJohnson LAMcGeoch GOstheimer,"Data Structures for Traveling Salesmen,",J Algorithms,1,74,158,DJohnson
159,159,DSJohnson,"On Property $B_r$,",J Comb Theory B,1,129,159,DJohnson
160,160,,"Concurrent Processing,",J Algorithms,1,4,160,DJohnson
161,161,MRGarey RLGraham DSJohnson DEKnuth,"Complexity Results for Bandwidth Minimization,",SIAM Society for Industrial and Applied Mathematics J Appl Math,1,75,161,DJohnson
162,162,,A Catalog of Complexity Classes ,Handbook of Theoretical Computer Science Volume A Algorithms and Complexity A,1,5,162,DJohnson
163,163,MRGarey DSJohnson,"Complexity Results for Multiprocessor Scheduling Under Resource Constraints,",SIAM Society for Industrial and Applied Mathematics J Computing,1,76,163,DJohnson
164,164,,Data Structures for Traveling Salesmen Abstract ,SWAT Scandinavian Workshop Algorithm Theory,1,6,164,DJohnson
165,165,MRGarey,Composing Functions to Minimize Image Size ,SIAM Society for Industrial and Applied Mathematics J Comput,1,77,165,DJohnson
166,166,,"Fun and Games,",J Algorithms,1,7,166,DJohnson
167,167,MRGarey DSJohnson WHFreeman,Computers and Intractability: A Guide to the Theory of NP-Completeness,,1,78,167,DJohnson
168,168,,Fast Algorithms for Bin Packing ,J Comput Syst Sci,1,8,168,DJohnson
169,169,,Fast Allocation Algorithms,FOCS IEEE Symposium Foundations of Computer Science,1,9,169,DJohnson
170,170,MRGarey DSJohnson,"Crossing Number is NP-Complete,",SIAM Society for Industrial and Applied Mathematics J Algebraic and Discrete Methods,1,79,170,DJohnson
171,171,DSJohnson JLBentley LAMcGeoch  EERothberg,"Near-Opimal Solutions to Very Large Traveling Salesman Problems,", Monograph preparation,1,130,171,DJohnson
172,172,DSJohnson,"Worst Case Behavior of Graph Coloring Algorithms,",Proc th Southeastern Conf Comb Graph Theory and Computing,1,131,172,DJohnson
173,173,DSJohnson MRGarey RLGraham ADemers JDUllman,"Worst Case Performance Bounds for Simple One-Dimensional Packing Algorithms,",SIAM Society for Industrial and Applied Mathematics J Computing,1,132,173,DJohnson
174,174,DSJohnson CCMcGeochEditors,"Network Flows and Matching: Proceedings of the st DIMACS Implementation Challenge,",American Mathematical Society,1,133,174,DJohnson
175,175,DSJohnson,"Approximation Algorithms for Combinatorial Problems,",Journal of Computer and System Sciences,1,134,175,DJohnson
176,176,MRGarey FKHwang DSJohnson,"Algorithms for a Set Partitioning Problem Arising in the Design of Multi-Purpose Units,",IEEE Trans Computers C,1,80,176,DJohnson
177,177,DSJohnson CHPapadimitriou,"Performance Guarantees for Heuristics,",The Traveling Salesman Problem E L Lawler J K Lenstra A H G Rinnooy Kan and D B Shmoys editors John Wiley and Sons Ltd,1,135,177,DJohnson
178,178,MRGarey RLGraham DSJohnson,"On a Number Theoretic Bin Packing Conjecture,",Proc th Hungarian Combinatorics Colloquium,1,81,178,DJohnson
179,179,DSJohnson AKlug,"Optimizing Conjunctive Queries that Contain Untyped Variables,",SIAM Society for Industrial and Applied Mathematics J Computing,1,136,179,DJohnson
180,180,MRGarey DSJohnson HCSo,"An Application of Graph Coloring To Printed Circuit Testing,",IEEE Trans Circuits and Systems CAS,1,82,180,DJohnson
181,181,DSJohnson CRAragon LAMcGeoch CShevon,"Optimization by Simulated Annealing: An Experimental Evaluation; Part I, Graph Partitioning,",Operations Research,1,137,181,DJohnson
182,182,MRGarey DSJohnson,"A Note on A Note on 'Some Simplified NP-Complete Graph Problems' ,",SIGACT News page,1,83,182,DJohnson
183,183,DSJohnson,"Slow Ant,",New Scientist page,1,138,183,DJohnson
184,184,MRGarey DSJohnson,"Approximation Algorithms For Bin Packing Problems: A Survey,",Analysis and Design of Algorithms Combinatorial Optimization G Ausiello and M Lucertini editors Springer Verlag,1,84,184,DJohnson
