,X,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
38,38,PFranaszek JRHaritsa  AThomasian,Distributed concurrency control based on limited wait-depth ,IEEE Trans Parallel and Distributed Systems,1,26,38,JRobinson
39,39,AlexanderThomasian JayantRHaritsa PeterAFranaszek,Distributed Concurrency Control with Limited Wait-Depth ,ICDCS International Conference Distributed Computing Systems,1,43,39,JRobinson
40,40,PFranaszek PHeidelberger  DPoff,Algorithms and data structures for compressed-memory machines ,IBM Journal of Res Develop,1,27,40,JRobinson
41,41,AlexanderThomasian PeterAFranaszek,Wait Depth Limited Concurrency Control ,ICDE International Conference Data Engineering,1,44,41,JRobinson
42,42,PFranaszek,Limitations of concurrency in transaction processing ,ACM Trans Database Systems,1,28,42,JRobinson
43,43,PYu DDias BIyer  DCornell,On coupling multi-systems through data sharing ,Proceedings of the IEEE,1,29,43,JRobinson
44,44,PeterAFranaszek,Limitations of Concurrency in Transaction Processing ,ACM Trans Database Syst,1,10,44,JRobinson
45,45,PeterAFranaszek,On Variable Scope of Parity Protection in Disk Arrays ,IEEE Trans Computers,1,11,45,JRobinson
46,46,PeterAFranaszek,Analysis of Reorganization Overhead in Log-Structured File Systems ,ICDE International Conference Data Engineering,1,12,46,JRobinson
47,47,PeterAFranaszek,On internal organization in compressed random-access memories ,IBM Journal of Research and Development,1,13,47,JRobinson
48,48,BalakrishnaRIyer DanielMDias PhilipSYu,Design and Analysis of Integrated Concurrency-Coherence Controls ,VLDB Very Large Data Bases,1,14,48,JRobinson
49,49,PFranaszek,On variable scope of parity protection in disk arrays ,IEEE Trans Computers,1,30,49,JRobinson
50,50,BalakrishnaRIyer DanielMDias DouglasCornell PhilipSYu,Distributed Concurrency Control Analysis for Data Sharing ,Int CMG Computer Measurement Group Conference,1,15,50,JRobinson
51,51,PFranaszek,On internal organization in compressed random access memories ,IBM Journal of Res Develop,1,31,51,JRobinson
52,52,,Invited editorial ,TPLP Theory and Practice of Logic Programming,2,12,52,JRobinson
53,53,NormanMMartin,Meeting of the Association for Symbolic Logic ,J Symb Log,2,13,53,JRobinson
54,54,,Is Logic Programming Enough?,DS Discovery Science,2,14,54,JRobinson
55,55,,"Logic, Computers, Turing, and von Neumann ",Machine Intelligence,2,15,55,JRobinson
56,56,,The Role of Logic in Computer Science and Artificial Intelligence ,FGCS Fifth Generation Computer Systems,2,16,56,JRobinson
57,57,,New directions in mechanical theorem proving ,IFIP International Federation for Information Processing Congress,2,17,57,JRobinson
58,58,,The Future of Logic Programming Invited Paper ,IFIP International Federation for Information Processing Congress,2,18,58,JRobinson
59,59,JonasBarklund,Vesper ,Machine Intelligence,2,19,59,JRobinson
60,60,,Informal Rigor and Mathematical Understanding ,Kurt G ouml del Colloquium,2,20,60,JRobinson
61,61,,Computational Logic: Memories of the Past and Challenges for the Future ,Computational Logic,2,1,61,JRobinson
62,62,,Proof = Guarantee + Explanation ,Intellectics and Computational Logic,2,2,62,JRobinson
63,63,,Formal and Informal Proofs ,Automated Reasoning Essays Honor of Woody Bledsoe,2,3,63,JRobinson
64,64,,Merging Functional with Relational Programming in a Reduction Setting Abstract of an Invited Lecture ,LICS Logic Computer Science,2,4,64,JRobinson
65,65,AndreiVoronkov,Preface ,Handbook of Automated Reasoning,2,5,65,JRobinson
66,66,,Editor's Introduction ,J Log Program,2,6,66,JRobinson
67,67,,Introduction: th Birthday Special Issue of The Journal of Logic Programming ,J Log Program,2,7,67,JRobinson
68,68,,"Logic Programming - Past, Present and Future ",New Generation Comput,2,8,68,JRobinson
69,69,,Logic and Logic Programming ,Commun ACM,2,9,69,JRobinson
70,70,,Theorem-Proving on the Computer ,J ACM,2,10,70,JRobinson
71,71,,A Machine-Oriented Logic Based on the Resolution Principle ,J ACM,2,11,71,JRobinson
72,72,GeetaniEdirisooriya SamanthaEdirisooriya,On the Performance of Augmented Signature Testing ,ISCAS IEEE International Symposium Circuits and Systems,3,10,72,JRobinson
73,73,AllenJGavin BrianBerger BrianO Leary ChadARoberts ClaytonLBirkett MarceloBSoares MariaFBonaldo NatalieLRobinson NishankTrivedi TamaraKucaba TerryABraun ThomasLCasavant ToddEScheetz ValCSheffield,ESTprep: Preprocessing CDNA Sequence Reads ,Bioinformatics,3,11,73,JRobinson
74,74,CharlesWHoffnerII,Easily Tested Three-Level Gate Networks for or More of Symmetric Functions ,IEEE Trans Computers,3,12,74,JRobinson
75,75,AlanWNordstrom,An Optimum Nonlinear Code,Information and Control,3,13,75,JRobinson
76,76,SudhakarMReddy,A Construction for Convolutional Codes Using Block Codes,Information and Control,3,14,76,JRobinson
77,77,SudhakarMReddy,A Decoding Algorithm for Some Convolutional Codes Constructed from Block Codes,Information and Control,3,15,77,JRobinson
78,78,JPRobinson,"Golomb Rectangles as Folded Rulers,",IEEE Trans Information Theory IT,3,16,78,JRobinson
79,79,JPRobinson,"Genetic Search for Golomb Arrays,",IEEE Trans Information Theory IT,3,17,79,JRobinson
80,80,JPRobinson NRSaxena,A Unified View of Test Compression Methods,IEEE Trans Computers C,3,18,80,JRobinson
81,81,NirmalRSaxena,Accumulator Compression Testing ,IEEE Trans Computers,3,19,81,JRobinson
82,82,,Addendum to Optimum Golomb Rulers ,IEEE Trans Computers,3,1,82,JRobinson
83,83,,Golomb rectangles as folded rulers ,IEEE Transactions Information Theory,3,2,83,JRobinson
84,84,,Aliasing Probabilities for Feedback Signature Compression of Test Data ,IEEE Trans Computers,3,3,84,JRobinson
85,85,,Optimum Golomb Rulers ,IEEE Trans Computers,3,4,85,JRobinson
86,86,MartinCohn,Counting Sequences ,IEEE Trans Computers,3,5,86,JRobinson
87,87,GeorgeIDavida SudhakarMReddy,A Class of High-Rate Double-Error-Correcting Convolutional Codes,Information and Control,3,6,87,JRobinson
88,88,GeetaniEdirisooriya,Aliasing in Multiple-Valued Test Data Compaction ,ISMVL IEEE INTERNATIONAL SYMPOSIUM MULTIPLE VALUED LOGIC,3,7,88,JRobinson
89,89,GeetaniEdirisooriya,Aliasing Probability in Multiple Input Linear Signature Automata for Q-ary Symmetric Errors ,ICCD International Conference Computer Design,3,8,89,JRobinson
90,90,GEdirisooriya JPRobinson,"Aliasing Properties of Circular MISR's,",Journal of Electronic Testing,3,9,90,JRobinson
91,91,NirmalRSaxena,A Unified View of Test Compression Methods ,IEEE Trans Computers,3,20,91,JRobinson
92,92,ChengHsienTung,A Fast Algorithm for Optimum Syndrome Space Compression ,IEEE Trans Computers,3,21,92,JRobinson
93,93,ChengHsienTung,On Concurrently Testable Microprogrammed Control Units ,ITC International Test Conference,3,22,93,JRobinson
94,94,Chia LungYeh,A Method for Modulo- Minimization ,IEEE Trans Computers,3,23,94,JRobinson
95,95,BGTLowden JRobinson,A fast method for ensuring the consistency of integrity constraints, Proc DEXA Database and Expert Systems Applications,4,10,95,JRobinson
96,96,BGTLowden JRobinson,Extended query answering using integrity rules, Proc th International Symposium Methodologies for Intelligent Systems LNCS Springer Verlag pp,4,11,96,JRobinson
97,97,BarryGTLowden,Extending the Re-use of Query Results at Remote Client Sites ,DEXA Database and Expert Systems Applications,4,12,97,JRobinson
98,98,BGTLowden AKitsopanidis,Enhancing database retrieval performance using record clustering, Proc th Hellenic Conference Informatics,4,13,98,JRobinson
99,99,MEWaite NeilDewhurst SimonHLavington,Exploiting Parallelism in Primitive Operations on Bulk Data Types ,PARLE Parallel Architectures and Languages Europe,4,30,99,JRobinson
100,100,BGTLowden JRobinson,Rule management for semantic query optimisation in a distributed parallel environment, Proc th International Conference Information Systems and Synthesis,4,14,100,JRobinson
101,101,BGTLowden KYLim,A Semantic Query Optimiser using Automatic Rule Derivation ,Proc WITS Workshop Information Technologies and Systems th International Workshop Information Technologies and Systems,4,15,101,JRobinson
102,102,BarryGTLowden,Semantic Query Optimisation and Rule Graphs ,KRDB Knowledge Representation Meets Databases,4,16,102,JRobinson
103,103,BGTLowden JRobinson,A statistical approach to rule selection in semantic query optimisation, Proc th International Symposium Methodologies for Intelligent Systems LNCS Springer Verlag pp,4,17,103,JRobinson
104,104,BarryGTLowden MohammedAlHaddad,Utilising Multiple Computers in Database Query Processing and Descriptor Rule Management ,DEXA Database and Expert Systems Applications,4,18,104,JRobinson
105,105,BarryGTLowden,Attribute-Pair Range Rules ,DEXA Database and Expert Systems Applications,4,19,105,JRobinson
106,106,BGTLowden,Distributing the Derivation and Maintenance of Subset Descriptor Rules, Proc th International Conference Information Systems and Synthesis,4,20,106,JRobinson
107,107,BGTLowden,Data analysis for query processing, Proc Second International Symposium Intelligent Data Analysis London,4,21,107,JRobinson
108,108,BGTLowden,Extending the use of query results at remote client sites, pp Proc DEXA Database and Expert Systems Applications,4,22,108,JRobinson
109,109,SLin ,Arithmetic for Parallel Linear Recursive Query Evaluation in Deductive Databases ,Proc PARLE Parallel Architectures and Languages Europe,4,23,109,JRobinson
110,110,BGTLowden,Semantic optimisation and rule graphs, Proc th KRDB Knowledge Representation Meets Databases Workshop st,4,24,110,JRobinson
111,111,BGTLowden,Utilising multiple computers in database query processing and descriptor rule management, Proc DEXA Database and Expert Systems Applications,4,25,111,JRobinson
112,112,BGTLowden,Attribute-pair range rules, Proc DEXA Database and Expert Systems Applications,4,26,112,JRobinson
113,113,ASayli BGTLowden,A fast transformation method for semantic query optimisation,Proc Int Database Engineering and Applications Symposium IEEE Montreal pp,4,27,113,JRobinson
114,114,ASayli BGTLowden,Ensuring rule consistency in the presence of db updates, Proc XII International Symposium Computer Information Sciences,4,28,114,JRobinson
115,115,ASayli BGTLowden,The use of statistics in semantic query optimisation, Proc th Cybernetics and Systems Research EMCSR,4,29,115,JRobinson
116,116,MohammedAlHaddad,Using a Network of Workstations to Enhance Database Query Processing Performance ,PVM Parallel Virtual Machine MPI The Message Passing Interface Standard,4,1,116,JRobinson
117,117,SHLavington KYMok ,A High Performance Relational Algebraic Processor for Large Knowledge Bases ,Proc International Workshop VLSI Very Large Scale Integration for Artificial Intelligence Eds J G Delgado Frias W R Kluwer Academic,4,2,117,JRobinson
118,118,SHLavington MEWaite NEJDewhurst ,Exploiting Parallelism in Primitive Operations on Bulk Data Types: Some Results ,International Journal of Computers Artificial Intelligence,4,3,118,JRobinson
119,119,SimonHLavington,A Transitive Closure and Magic Functions Machine ,DPDS International Symposium Databases Parallel and Distributed Systems,4,4,119,JRobinson
120,120,ShutianLin,Arithmetic for Parallel Linear Recursive Query Evaluation in Deductive Databases ,PARLE Parallel Architectures and Languages Europe,4,5,120,JRobinson
121,121,BarryGTLowden,Constructing Inter-relational Rules for Semantic Query Optimisation ,DEXA Database and Expert Systems Applications,4,6,121,JRobinson
122,122,BarryGTLowden MohammedAlHaddad,Distributing the Derivation and Maintenance of Subset Descriptor Rules ,ISAS International Conference Information Systems Analysis and Synthesis SCI Scalable Coherent Interface,4,7,122,JRobinson
123,123,BarryGTLowden,Data Analysis for Query Processing ,IDA Intelligent Data Analysis,4,8,123,JRobinson
124,124,BarryGTLowden,A Fast Method for Ensuring the Consistence of Integrity Constraints ,DEXA Database and Expert Systems Applications,4,9,124,JRobinson
125,125,CharlesRobertson,The LivePaper system: augmenting paper on an enhanced tabletop ,Computers amp Graphics,5,10,125,JRobinson
126,126,JARobinson,In-Band Redundancy Removal for Binary Tree Predictive Coding, Proc First International Symposium Communication Systems and Digital Signal Processing UK,5,11,126,JRobinson
127,127,MAShamim JARobinson,Modified Binary Tree for Contour Coding and Its Performance Analysis, The Third Symposium Wireless Personal Multimedia Communications Bangkok,5,12,127,JRobinson
128,128,MAShamim JARobinson,Region-Based Motion Estimation in Image Sequences, Proceedings of the Canadian Conference Electrical and Computering Engineering CCECE Halifax Nova Scotia Volume,5,13,128,JRobinson
129,129,QSong JARobinson,A Feature Space for Face Image Processing, Proceedings of the International Conference Pattern Recognition Barcelona Volume,5,14,129,JRobinson
130,130,AVardy JARobinson L TCheng,The Wristcam as Input Device, Proceedings of the Third International Symposium Wearable Computers San Francisco,5,15,130,JRobinson
131,131,LowellLWinger MEJernigan,Low-Complexity Character Extraction in Low-Contrast Scene Images ,IJPRAI International Journal of Pattern Recognition and Artificial Intelligence,5,16,131,JRobinson
132,132,LXiao HHeys JARobinson,Visual Cryptography: Threshold Schemes and Information Hiding, Proceedings of the Newfoundland Electrical and Computer Engineering Conference NECEC St John s Newfoundland,5,17,132,JRobinson
133,133,,Compression of Natural Images Using Thread-like Visual Primitives ,Data Compression Conference,5,1,133,JRobinson
134,134,L TCheng JARobinson,Dealing with Speed and Robustness Issues for Video-Based Registration on a Wearable Computing Platform, Proceedings of the Second International Symposium Wearable Computers,5,2,134,JRobinson
135,135,Li TeCheng RickKazman,Vibrotactile Feedback in Delicate Virtual Reality Operations ,ACM Multimedia,5,3,135,JRobinson
136,136,Li TeCheng,Personal Contextual Awareness through Visual Focus ,IEEE Intelligent Systems,5,4,136,JRobinson
137,137,CYChing JHiscock XCheng JARobinson,Estimation of Gas Slug Velocities in Two-Phase Flows using Successive Images of the Flow, CANCAM McMaster University,5,5,137,JRobinson
138,138,XPing JARobinson,Supervised object-based temporal filtering for enhancement of moving facial images, Proceedings of the Canadian Conference Electrical and Computer Engineering CCECE Volume,5,6,138,JRobinson
139,139,THReeves,Adaptive Foveation of MPEG Video ,ACM Multimedia,5,7,139,JRobinson
140,140,CharlesRobertson,Live paper: video augmentation to simulate interactive paper ,ACM Multimedia,5,8,140,JRobinson
141,141,CRobertson JARobinson,Page Similarity and the Hausdorff Distance, Proceedings of the Seventh International Conference Image Processing and its Applications UK,5,9,141,JRobinson
142,142,AndrewCJones FrankABisby IainSutherland RichardJWhite SueMBrandt SuzanneMEmbury WAGray,Assisting the Integration of Taxonomic Data: The LITCHI Toolkit ,ICDE International Conference Data Engineering,6,1,142,JRobinson
143,143,AndrewCJones FrankABisby NJFiddian NickPittas RichardJWhite SueMBrandt WAGray XuebiaoXu,Experiences with a Hybrid Implementation of a Globally Distributed Federated Database System ,WAIM Web Age Information Management,6,2,143,JRobinson
144,144,AndrewCJones JonathanGiddy NJFiddian WAGray,Using the GRID for Biodiversity Research: The GRAB Demonstrator ,SSDBM Statistical and Scientific Database Management,6,3,144,JRobinson
145,145,AndrewCJones FrankABisby IainSutherland RichardJWhite SueMBrandt SuzanneMEmbury WAGray,LITCHI: Knowledge Integrity Testing for Taxonomic Databases ,SSDBM Statistical and Scientific Database Management,6,4,145,JRobinson
146,146,AndrewCJones FrankABisby IainSutherland RichardJWhite SueMBrandt SuzanneMEmbury WAGray,Conflict Detection for Integration of Taxonomic Data Sources ,SSDBM Statistical and Scientific Database Management,6,5,146,JRobinson
147,147,AndrewCJones FrankABisby IainSutherland RichardJWhite SueMBrandt SuzanneMEmbury WAGray,"Techniques for Effective Integration, Maintenance and Evolution of Species Databases ",SSDBM Statistical and Scientific Database Management,6,6,147,JRobinson
148,148,AndrewCJones FrankABisby IainSutherland RichardJWhite SueMBrandt SuzanneMEmbury WAGray,Adapting integrity enforcement techniques for data reconciliation ,Inf Syst,6,7,148,JRobinson
149,149,AndrewCJones FrankABisby NJFiddian NickPittas RichardJWhite SueMBrandt WAGray XuebiaoXu,SPICE: A Flexible Architecture for Integrating Autonomous Databases to Comprise a Distributed Catalogue of Life ,DEXA Database and Expert Systems Applications,6,8,149,JRobinson
150,150,Bj oslash rnHeckel BrianKFlachs SamuelHRuss,A Task Migration Implementation of the Message-Passing Interface ,HPDC High Performance Distributed Computing Symposium,7,1,150,JRobinson
151,151,BharathiJanapareddi IoanaBanicescu RongLu SamuelHRuss SheikhGhafoor,Hectiling: An Integration of Fine and Coarse-Grained Load-Balancing Strategies ,HPDC High Performance Distributed Computing Symposium,7,2,151,JRobinson
152,152,Bj oslash rnHeckel BrianKFlachs SamuelHRuss,Hector: Automated Task Allocation for MPI ,IPPS International Parallel Processing Symposium,7,3,152,JRobinson
153,153,Bj oslash rnHeckel BrianKFlachs SamuelHRuss,The Hector Distributed Run-Time Environment ,IEEE Trans Parallel Distrib Syst,7,4,153,JRobinson
154,154,BradMeyers Chun HeongTan LaxmanRajagopalan MattGleeson SamuelHRuss,Using Hector to run MPI programs over networked workstations ,Concurrency Practice and Experience,7,5,154,JRobinson
155,155,JuliaGBodmer MatthewJWaller PeterParham StevenGEMarsh,IMGT/HLA Database - a sequence database for the human major histocompatibility complex ,Nucleic Acids Research,8,1,155,JRobinson
156,156,LornaJKennedy MatthewJWaller NatasjadeGroot PeterParham PeterStoehr RonaldBontrop StevenGEMarsh,IMGT/HLA and IMGT/MHC: sequence databases for the study of the major histocompatibility complex ,Nucleic Acids Research,8,2,156,JRobinson
157,157,ChantalGinestoux DenysChaume G eacute rardLefranc JuliaBodmer ManuelRuiz MarcLemaitre Marie PauleLefranc PeterStoehr RonaldBontrop StevenGEMarsh V eacute roniqueGiudicelli,"IMGT, the international ImMunoGeneTics database ",Nucleic Acids Research,8,3,157,JRobinson
158,158,PAJensen JKRobinson,Deming's Quality Principles Applied to a Large Lecture Course,ASEE Journal of Engineering Education abstract,9,10,158,JRobinson
159,159,ENeacy NAbt SBrown MMcDavid SSrodes TStanley,"Cost Analysis for a Multiple Product / Multiple Process Factory: Application of SEMATECH's Future Factory Design Methodology,",Proceedings of the Advanced Semiconductor Manufacturing Conference abstract,9,11,159,JRobinson
160,160,JKRobinson LWSchruben JWFowler,"Experimenting with Large-Scale Semiconductor Manufacturing Simulations: A Frequency Domain Approach to Factor Screening,",Proceedings of the Institute of Industrial Engineers Research Conference Los Angeles Computer Animation abstract,9,12,160,JRobinson
161,161,JKRobinson JWFowler JFBard,A Review of Real-Time Control Strategies for Furnace Batch Sizing in Semiconductor Manufacturing , abstract Request the paper from my company s website,9,13,161,JRobinson
162,162,JKRobinson JWFowler JFBard,"The Use of Upstream and Downstream Information in Scheduling Semiconductor Batch Operations,",International Journal of Production Research abstract,9,14,162,JRobinson
163,163,AlvinCBruska NavdeepSGrewal TimburMWulf,Validating simulation model cycle times at Seagate Technology ,Winter Simulation Conference,9,1,163,JRobinson
164,164,AlvinCBruska NavdeepSGrewal TimburMWulf,Integrating Targeted Cycle-Time Reduction into the Capital Planning Process ,Winter Simulation Conference,9,2,164,JRobinson
165,165,FChance JKRobinson JWFowler OGihr BRodriguez LWSchruben,A Design of Experiments Methodology for Semiconductor Wafer Fab Capacity Planning , abstract See also SEMATECH Technology Transfer A TR Request the paper from my company s website,9,3,165,JRobinson
166,166,FChance JKRobinson NWinter,"Getting To Good Answers: Effective Methods For Validating Complex Models,",Proceedings of the SMOMS Conference San Jose Computer Animation abstract Request the paper from my company s website,9,4,166,JRobinson
167,167,FChance JKRobinson JWFowler,"Supporting Manufacturing With Simulation: Model Design, Development, and Deployment,",Proceedings of the Winter Simulation Conference San Diego Computer Animation Abstract Request the paper from my company s website,9,5,167,JRobinson
168,168,JDomaschke SBrown JKRobinson FLeibl,"Effective Implementation Of Cycle Time Reduction Strategies For Semiconductor Back-End Manufacturing,",Proceedings of the Winter Simulation Conference DC Abstract Request the paper from my company s website,9,6,168,JRobinson
169,169,JWFowler JKRobinson,"Measurement and Improvement of Manufacturing Capacity MIMAC Project Final Report,",SEMATECH Technology Transfer A TR Request the paper from my company s website,9,7,169,JRobinson
170,170,RichardGiglio,Capacity planning for semiconductor wafer fabrication with time constraints between operations ,Winter Simulation Conference,9,8,170,JRobinson
171,171,NSGrewal ACBruska TMWulf JKRobinson,"Integrating Targeted Cycle-Time Reduction Into The Capital Planning Process,",Proceedings of the Winter Simulation Conference DC Abstract Request the paper from my company s website,9,9,171,JRobinson
