,X,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
95,95,GloriaDabiri MariaAretoulaki MatthiasNitzsche,A User-Sensitive Spoken Dialogue System Incorporating Emotional Responsiveness ,SETN Hellenic Conference Artificial Intelligence,3,6,95,MBrown
96,96,NickFiler,Beauty vs the Beast: The Case Against Massively Parallel Retrieval ,UK Workshop Case Based Reasoning,3,7,96,MBrown
97,97,NFiler ZMoosa MBrown,Integrating CAD Tools into a Framework Environment Using a Flexible and Adaptable Procedural Interface:,Proc IEEE EuroDAC Conference Grenoble,3,8,97,MBrown
98,98,AlanFlett BorysOmelayenko DieterFensel EllenSchulten GuyBotquin YingDing,Product Data Integration in B B E-Commerce ,IEEE Intelligent Systems,3,9,98,MBrown
99,99,RobertEndreTarjan,A Representation for Linear Lists with Movable Fingers,STOC ACM Symposium Theory of Computing,4,1,99,MBrown
100,100,,The Complexity of Priority Queue Maintenance,STOC ACM Symposium Theory of Computing,4,2,100,MBrown
101,101,RobertEndreTarjan,A Fast Merging Algorithm ,J ACM,4,3,101,MBrown
102,102,RobertEndreTarjan,Design and Analysis of a Data Structure for Representing Sorted Lists ,SIAM Society for Industrial and Applied Mathematics J Comput,4,4,102,MBrown
103,103,,Implementation and Analysis of Binomial Queue Algorithms ,SIAM Society for Industrial and Applied Mathematics J Comput,4,5,103,MBrown
104,104,,A Partial Analysis of Random Height-Balanced Trees ,SIAM Society for Industrial and Applied Mathematics J Comput,4,6,104,MBrown
105,105,,A Storage Scheme for Height-Balanced Trees ,Inf Process Lett,4,7,105,MBrown
106,106,,Some Observations on Random - Trees ,Inf Process Lett,4,8,106,MBrown
107,107,G uuml rselSerpen JasonBechtel,Passphrase Authentication Based on Typing Style Through an Art Neural Network ,International Journal of Computational Intelligence and Applications,5,10,107,MBrown
108,108,SamuelJoeRogers,User Identification via Keystroke Characteristics of Typed Names using Neural Networks ,International Journal of Man Machine Studies,5,11,108,MBrown
109,109,DPYeager MEBrown DAStanley,An Object-Oriented Software Library for Minerals Beneficiation and Separation Processes ,Fluid Particle Separation Journal,5,12,109,MBrown
110,110,GBishop WBricken FPBrooks MBrown,"Research in Virtual Environments: Report of an NSF Workshop,",Computer Graphics,5,1,110,MBrown
111,111,BCzejdo,"A Hypertext for Literate Programming,",Chapter Lecture Notes Computer Science Advances Computing and Information ICCI International Conference Computing and Information S G Akl F Fiala and W W Koczkodaj eds Springer Verlag New,5,2,111,MBrown
112,112,DCordes,"Literate Programming Applied to Conventional Software Design,",Structured Programming,5,3,112,MBrown
113,113,SBChilds,"An Interactive Environment for Literate Programming,",Structured Progamming,5,4,113,MBrown
114,114,SRogers,"User identification via keystroke characteristics of typed names using neural networks,",International Journal of Man Machine Studies,5,5,114,MBrown
115,115,BartChilds,An Interactive Environment for Literate Programming ,Structured Programming,5,6,115,MBrown
116,116,DavidCordes,Literate Programming Applied to Conventional Software Design ,Structured Programming,5,7,116,MBrown
117,117,DavidCordes,The Literate-Programming Paradigm ,IEEE Computer,5,8,117,MBrown
118,118,BogdanDCzejdo,A Hypertext for Literate Programming ,ICCI International Conference Computing and Information,5,9,118,MBrown
119,119,ChristopheGGiraud Carrier RafalBogacz,A Familiarity Discrimination Algorithm Inspired by Computations of the Perirhinal Cortex ,Emergent Neural Computational Architectures Based Neuroscience,6,10,119,MBrown
120,120,ChristopheGGiraud Carrier RafalBogacz,"Model of co-operation between recency, familiarity and novelty neurons in the perirhinal cortex ",Neurocomputing,6,11,120,MBrown
121,121,ChristopheGGiraud Carrier RafalBogacz,Model of Familiarity Discrimination in the Perirhinal Cortex ,Journal of Computational Neuroscience,6,12,121,MBrown
122,122,ChristopheGGiraud Carrier RafalBogacz,Emergence of Movement Sensitive Neurons' Properties by Learning a Sparse Code for Natural Moving Images ,NIPS Neural Information Processing Systems,6,13,122,MBrown
123,123,GHorn AUNicol MWBrown,Tracking memory's trace,Proceedings of the National Academy of Sciences,6,14,123,MBrown
124,124,ChoK KempN NoelJ AggletonJ BrownMW BashirZI,A new form of long-term depression in the perirhinal cortex,Nature Neuroscience,6,15,124,MBrown
125,125,BMcCaffery KCho JPAggleton MWBrown FConquet GLCollingridge ZIBashir,Pharmacological activation of mGlu receptors in the perirhinal cortex,Neuroscience,6,16,125,MBrown
126,126,AUNicol MWBrown GHorn,Hippocampal neuronal activity and imprinting in the behaving domestic chick,European Journal of Neuroscience,6,17,126,MBrown
127,127,AUNicol MWBrown GHorn,Neural encoding of subject-object distance in a visual recognition memory system,European Journal of Neuroscience,6,18,127,MBrown
128,128,AUNicol MWBrown GHorn,Is neuronal encoding of subject-object distance dependent on learning? NeuroReport ; - ,,6,19,128,MBrown
129,129,SDVann MWBrown JTErichson JPAggleton,,Using Fos imaging the rat to reveal the anatomical extent of the disruptive effects of fornix lesions J Neurosci,6,20,129,MBrown
130,130,SDVann MWBrown JTErichsen JPAggleton,,Fos imaging reveals differential patterns of hippocampal and parahippocampal subfield activity response to different spatial memory tasks J Neurosci,6,21,130,MBrown
131,131,HWan JPAggleton MWBrown,Different contributions of the hippocampus and perirhinal cortex to recognition memory,Journal of Neuroscience,6,22,131,MBrown
132,132,ZZiakopoulos MWBrown ZIBashir,GABAB receptor mediated paired pulse depression in the perirhinal cortex in vitro,Eur J Neurosci,6,23,132,MBrown
133,133,ZZiakopoulos CWTillett MWBrown ZIBashir,Input- and layer- dependent synaptic plasticity in the rat perirhinal cortex in vitro,Neuroscience,6,24,133,MBrown
134,134,RafalBogacz,Capacity of perirhinal cortex network for recognising frequently repeating stimuli ,Neurocomputing,6,1,134,MBrown
135,135,RBogacz MWBrown CGiraud Carrier,High capacity neural networks for familiarity discrimination,Proceedings of International Conference Artificial Neural Networks Edinburgh,6,2,135,MBrown
136,136,RBogacz MWBrown CGiraud Carrier,Model of familiarity discrimination in the perirhinal cortex,Journal of Computational Neuroscience,6,3,136,MBrown
137,137,MWBrown,"Differential neuronal encoding of novelty, familiarity and recency in regions of the anterior temporal lobe",Neuropharmacology,6,4,137,MBrown
138,138,MWBrown,Differential neuronal responsiveness in primate perirhinal cortex and hippocampal formation during performance of a conditional visual discrimination task,European Journal of Neuroscience,6,5,138,MBrown
139,139,MWBrown ZIBashir,Evidence concerning how neurones of the perirhinal cortex may effect familiarity discrimination,Philosophical Transactions of the Royal Society B press,6,6,139,MBrown
140,140,MWBrown JPAggleton,Recognition Memory: What are the roles of the perirhinal cortex and hippocampus? Nature Reviews Neuroscience ; - ,,6,7,140,MBrown
141,141,MWBrown,Recognition memory: neuronal substrates of the judgement of prior occurrence,Progress Neurobiology,6,8,141,MBrown
142,142,KCho JPAggleton MWBrown ZIBashir,An experimental test of the role of postsynaptic calcium levels in determining synaptic strength using perirhinal cortex of rat,J Physiol,6,9,142,MBrown
143,143,AndersKrogh DavidHaussler ISairaMian KimmenSj ouml lander RichardHughey,Using Dirichlet Mixture Priors to Derive Hidden Markov Models for Protein Families ,ISMB Intelligent Systems for Molecular Biology,7,1,143,MBrown
144,144,DavidHaussler ISairaMian RebeccaCUnderwood YasubumiSakakibara,Stochastic Context-Free Grammars for Modeling RN ,HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES,7,2,144,MBrown
145,145,DavidHaussler ISairaMian KimmenSj ouml lander RebeccaCUnderwood RichardHughey YasubumiSakakibara,Recent Methods for RNA Modeling Using Stochastic Context-Free Grammars ,CPM Combinatorial Pattern Matching,7,3,145,MBrown
146,146,AndersKrogh DavidHaussler ISairaMian KevinKarplus KimmenSj ouml lander RichardHughey,Dirichlet mixtures: a method for improved detection of weak but significant protein sequence homology ,Computer Applications the Biosciences,7,4,146,MBrown
147,147,,Blueprint for the future of high-performance networking:Introduction ,Commun ACM,8,4,147,MBrown
148,148,AndrewEJohnson JasonLeigh ThomasADeFanti,A Review of Tele-Immersive Applications in the CAVE Research Network ,VR Virtual Reality,8,1,148,MBrown
149,149,ThomasADeFanti,Visualization in Scientific Computing ,Advances Computers,8,2,149,MBrown
150,150,BruceHMcCormick ThomasADeFanti,Visualization: Expanding Scientific and Engineering Research Opportunities ,IEEE Computer,8,3,150,MBrown
151,151,AndreasMKogelnik DouglasCWallace MarieTLott ShamkantBNavathe,MITOMAP: a human mitochondrial genome database ,Nucleic Acids Research,9,1,151,MBrown
152,152,AndreasMKogelnik DouglasCWallace MarieTLott ShamkantBNavathe,MITOMAP: an update on the status of the human mitochondrial genome database ,Nucleic Acids Research,9,2,152,MBrown
153,153,AndreasMKogelnik DouglasCWallace MarieTLott ShamkantBNavathe,MITOMAP: a human mitochondrial genome database-- update ,Nucleic Acids Research,9,3,153,MBrown
