,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
20,Yirng-An Chen;Randal E Bryant, *PBHD: An Efficient Graph Representation for Floating Point Circuit Verification , Tech Report CMU CS School of Computer Science Carnegie Mellon University,10,16,20,YChen
21,Yirng-An Chen;Randal E Bryant, *PHDD: An Efficient Graph Representation for Floating Point Circuit Verifica tion ,Proceedings of International Conference of Computer Aid Design,10,17,21,YChen
22,Yirng-An Chen;Young-Long Lin;Long-Wen Chang, A Systolic Algorithm for the K-Nearest Neighbors Problem , IEEE Tran Computers,10,18,22,YChen
23,Y Chen;Edmund M Clarke ; John W O'Leary ; Manpreet Khaira ; Pei-Hsin Ho ; Timothy Kam ; Xudong Zhao ; Yatin Vasant Hoskote,Verification of All Circuits in a Floating-Point Unit Using Word-Level Model Checking ,FMCAD Formal Methods Computer Aided Design,10,19,23,YChen
24,Noel Mendoza;Yen-Wei Chen;Zensho Nakao;Tatsuhiro Adachi," A hybrid optimization method using real-coded multi-parent EA, simplex and simulated annealing with applications in the resolution of overlapped signals, ",Applied Soft Computing,11,73,24,YChen
25,Y Chen;Noel Mendoza;Y -W Chen;Z Nakao,"A hybrid optimization method using real-coded multi-parent EA, simplex and simulated annealing with applications in the resolution of overlapped signals",Proc of IEEE International Conference Industrial Electronis Control and Instrumentation Nagoya,11,74,25,YChen
26,Noel Mendoza;Yen-Wei Chen;Jeng-Shyang Pan,A systematic SC-based methodology for super-resolution of video sequences,Proc of th Int Conf Neural Information Processing Shanghai,11,75,26,YChen
27,Y Chen;T Miyagi;Z Nakao;Y -W Chen, A Study on Adaptive Complex Systems under some simple conditions, Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific,11,76,27,YChen
28,Shinya Nozaki;Zensho Nakao;Yen-Wei Chen,A CT reconstruction based on principal component analysis,Proc of th Int Conf Neural Information Processing Shanghai,11,100,28,YChen
29,Y Chen;N Miyanaga;Y -W Chen et al ,gHigh-resolution Penumbral Imaging,Radiation C Japanese,11,77,29,YChen
30,Shinya Nozaki;Tetsuya Kohatsu;Yen-Wei Chen;Zensho Nakao,A Fourier series-based method of CT image reconstruction,Proc of Int Tech Conf Circuits Systems Computers and Communications Tokushima,11,101,30,YChen
31,Hiroaki Monma;Yen-Wei Chen;Zensho Nakao,Computed tomography based on a self-organizing neural network,Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W,11,78,31,YChen
32,Shinya Nozaki;Yen-Wei Chen;Zensho Nakao;Shinsuke Fujioka;Hiroyuki Shiraga,A heuristic penumbral imaging technique for measurements of laser-produced plasma density profile,Review of Scientific Instruments press SCI Scalable Coherent Interface,11,102,32,YChen
33,Y Chen;H Nagamoto;F Ali;Z Nakao;Y -W Chen, Evolutionary CT Image Reconstruction by Variant Chromosome Size, Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen,11,79,33,YChen
34,Y Chen;S Nozaki;Y -W Chen;Z Nakao, An Adaptive Simulated Annealing to optimization of Phase distribution of Kinoform, Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific,11,103,34,YChen
35,Shinya Nozaki;Yen-Wei Chen;Zensho Nakao,A new optimization algorithm of Kinoform based on simulated annealing,Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo V,11,104,35,YChen
36,Shinya Nozaki;Yen-Wei Chen;Zensho Nakao;Hiroyuki Shiraga,Reconstruction of x-ray penumbral images based on heuristic methods,Image Processing Algorithms and Systems SPIE The International Society for Optical Engineering Press,11,105,36,YChen
37,Y Chen;Midori Takashibu ; Zensho Nakao,Evolutionary CT Image Reconstruction by Image Partitioning ,SEAL Simulated Evolution and Learning,11,106,37,YChen
38,Y Chen;S Tobaru;F Ali;Z Nakao;Y -W Chen, Gray Image Reconstruction by a New Back-Propagation Neural Network, Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen,11,107,38,YChen
39,Y Chen;N Wang;Y -W Chen;Z Nakao, Coupled Lattice Neural Network for Blind Deconvolution, Proc of SPIE The International Society for Optical Engineering,11,108,39,YChen
40,Ning Wang;Yen-Wei Chen;Zensho Nakao;Shinichi Tamura,An evolutionary self-organizing neural network for blind deconvolution,Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W,11,109,40,YChen
41,Y Chen;Y -W Chen;Y Izawa;S Nakai;C Yamanaka, Analysis of laser beam propagation effects in atomic laser isotope separation, Jpn J Appl Phys SCI Scalable Coherent Interface,11,40,41,YChen
42,Y Chen;Y -W Chen;H Niki;S Adachi;Y Izawa;S Nakai;C Yamanaka, Numerical studies on propagation of laser pulses in multilevel photoionization system, J Opt Soc Am B SCI Scalable Coherent Interface,11,41,42,YChen
43,Y Chen;Y -W Chen;H Arakawa;Z Nakao;K Yamashita;R Kodama, A Noise-Smoothing Filter Based on Adaptive Windowing Applied to Penumbral Imaging, IEICE Trans Fundamentals E A SCI Scalable Coherent Interface,11,42,43,YChen
44,Y Chen;Y -W Chen;R Kodama;Z Nakao, Penumbral Imaging of Laser Imploded Targets and Its Blind Reconstruction, IEEE Trans SCI Scalable Coherent Interface,11,43,44,YChen
45,Yen-Wei Chen;Ning Wang,Parallel-distributed blind deconvolution based on a self-organizing neural network and a two-step learning method,Proc of Int Conf Nonlinear Science the Border of Milleniums Saint p,11,44,45,YChen
46,Y Chen;Y -W Chen;Z Nakao;X Fang, A Parallel Genetic Algorithm based on the Island Model for Image Restoration, Neural Networks for Signal Processing Eds S Usui et IEEE Press,11,45,46,YChen
47,Y Chen;Y -W Chen;Z Nakao;X Fang;S Tamura, A parallel genetic algorithm for image restoration, Proc of th Int Conf Pattern Recognition W,11,46,47,YChen
48,Y Chen;Y -W Chen;Z Nakao;X Fang, Parallelization of a Genetic Algorithm for Image Restoration and Its Performance Analysis, Proc of IEEE rd Int Conf Evolutionary Computation Nagoya,11,47,48,YChen
49,Y Chen;M Nakai;S Shinohara;M Katayama;Y -W Chen;S Kobayashi;N Miyanaga;K Tanaka;K Nishihara;M Yamanaka;T Yamanaka;S Nakai, Development of X-ray emission computed tomography for ICF Research, Rev Sci Instrum SCI Scalable Coherent Interface,11,80,49,YChen
50,Y Chen;Y -W Chen;T Enokura;N Mendoza;Z Nakao,A pyramid model for blind deconvolution based on simulated annealing,Proc of IEEE International Conference Industrial Electronis Control and Instrumentation Nagoya EI,11,48,50,YChen
51,Y Chen;M Nakai;M Yamanaka;H Azechi;Y -W Chen;T Jitsuno;M Katayama;K Mima;N Miyanaga;H Nakaishi;M Nakatsuka;A Nishiguchi;P A Norreys;Y Setsuhara;M Takagi;T Norimatsu;T Yamanaka;S Nakai, X-ray and particle diagnostics of a high-density plasma by laser implosion, Rev Sci Instrum SCI Scalable Coherent Interface,11,81,51,YChen
52,Y Chen;Y -W Chen;Z Nakao;K Arakaki;I Nakamura;S Tamura, Reconstruction of neutron penumbral images by a constrainted genetic algorithm, Proc of th Int Conf Pattern Recognition E,11,49,52,YChen
53,Y Chen;Z Nakao;Y -W Chen;T Tengan;M Kinjo, Ada-based support packages for fuzzy expert system construction & GUI, Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto,11,82,53,YChen
54,Y Chen;Z Nakao;M Takashibu;Y -W Chen, Evolutionary CT image reconstruction by image partitioning, Lecture Notes Artificial Intelligence Eds X Yao J H Kim T Furuhashi Springer,11,83,54,YChen
55,Y Chen;Z Nakao;Y -W Chen;M Takashibu;Y Kina, Evolutionary reconstruction of gray images, Proc of Int Fuzzy Systems and Intelligent Control Conf Hawai,11,84,55,YChen
56,Y Chen;Z Nakao;Y -W Chen;F Ali, Evolutionary reconstruction of plane binary images from projections, J Jpn Soc Fuzzy Theo and Sys,11,85,56,YChen
57,Y Chen;Z Nakao;Y -W Chen;M Takashibu;Y Kina, Evolutionary reconstruction of plane color images from projections, FUZZY LOGIC FOR THE APPLICATIONS TO COMPLEX SYSTEMS Edited by W Chiang J Lee World Scientific,11,86,57,YChen
58,Y Chen;N Wang;Y -W Chen;Z Nakao;S Tamura, Parallel-distributed blind deconvolution based on a self-organizing neural network, Appl Opt,11,110,58,YChen
59,Y Chen;Z Nakao;Y -W Chen;F Ali, An Evolutionary reconstruction technique of plane uniform images, Proc of International Conference Neural Information Processing Beijing,11,87,59,YChen
60,Y Chen;N Wang;L Liu;Y -W Chen, Pattern Recognition Based on Artificial Immune Neural Network, Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen,11,111,60,YChen
61,Y Chen;Z Nakao;Y -W Chen;T Tengan, Neuro-genetic reconstruction of ternary gray image from projections, Proc of th IASTED International Conference Applied Informatics Innsbruck,11,88,61,YChen
62,Y Chen;N Wang;Y -W Chen;Z Nakao;S Tamura;H Aritome, Synthesis of Binary Computer Generated Holograms Based on a Coding and Frequency Domain Optimization Algorithm, International Journals of Opt Electronics,11,112,62,YChen
63,Y Chen;Z Nakao;Y -W Chen;M Noborikawa;S Tobaru;T Tengan, Reconstruction of Gray Images by Neural Networks, Methodologies for the Conception Design and Application of Intelligent System Edited by T Yamakawa G Matsumoto World Scientific,11,89,63,YChen
64,Y Chen;S Yamauchi;Y -W Chen;Z Nakao, Optimization of Computer-Generated Holograms by an Artificial Neural Network, Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian,11,113,64,YChen
65,Y Chen;Xiang-Yan Zeng ; Zensho Nakao,Blind Separation Based on an Evolutionary Neural Network ,ICPR International Conference Pattern Recognition,11,114,65,YChen
66,Xiang-Yan Zeng;Yen-Wei Chen;Zensho Nakao;Hanqing Lu,h Texture segmentation based on pattern maps obtained by independent component analysis,Proc of th Int Conf Neural Information Processing Shanghai,11,115,66,YChen
67,Xiang-Yan Zeng;Yen-Wei Chen;Zensho Nakao;Hanqing Lu,h Texture segmentation based on pattern maps obtained by principal component analysis,Proc of Int Tech Conf Circuits Systems Computers and Communications Tokushima,11,116,67,YChen
68,Xiang-Yan Zeng;Yen-Wei Chen;Zensho Nakao;Hanqing Lu,A new texture feature based on PCA pattern maps and its application to image retrieval,IEICE Trans Information Systems press SCI Scalable Coherent Interface,11,117,68,YChen
69,Y Chen;Y -W Chen;Z Nakao;K Arakaki;S Tamura, Blind Deconvolution Based on Genetic Algorithms, IEICE Trans Fundamentals E A SCI Scalable Coherent Interface,11,10,69,YChen
70,Y Chen;Y -W Chen;Z Nakao;K Arakaki;S Tamura, Blind deconvolution based on genetic algorithms, Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea,11,11,70,YChen
71,Y Chen;Y -W Chen;Z Nakao;M Iguchi;S Tamura, Blind deconvolution by genetic algorithms, Proc of SPIE The International Society for Optical Engineering EI,11,12,71,YChen
72,Y Chen;Y -W Chen;K Otsuki;Z Nakao;R Kodama, Blind Dconvolution of X-ray Penumbral Images, Rev Sci Instrum SCI Scalable Coherent Interface,11,13,72,YChen
73,Y Chen;Y -W Chen;K Otsuki;Z Nakao;R Kodama, Blind Dconvolution of Spatially Encoded Penumbral Images, Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen,11,14,73,YChen
74,Yen-Wei Chen;Shusuke Narieda;Katsumi Yamashita,Blind nonlinear channel identification based on a constrained genetic algorithm,Proc of IEEE Instrumentation and Measurement Conference Budapest,11,15,74,YChen
75,Y Chen;Y -W Chen;N Miyanaga;M Yamanaka;H Azechi;K Nishihara;T Yamanaka;S Nakai;C Yamanaka, Observation of burn and pusher regions of laser-driven large-high-aspect- ratio-target by a-particle imaging, Jpn J Appl Phys SCI Scalable Coherent Interface,11,16,75,YChen
76,T Y Chen;T C Yang;Y -W Chen;B Y Liao,Channel noise reduction for M/R VQ with index assignment,Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press,11,17,76,YChen
77,Y Chen;Y -W Chen;Z Nakao;K Arakaki;S Tamura, Reconstruction of Neutron Penumbral Images by a Genetic Algorithm with Laplacian Constraint, Neural Networks for Signal Processing Eds S Usui et IEEE Press,11,50,77,YChen
78,Y Chen;Y -W Chen;Z Nakao;K Arakaki;S Tamura, Distortion-Free Reconstruction of Neutron Penumbral Images by a Genetic Algorithm, IEEE Trans SCI Scalable Coherent Interface,11,18,78,YChen
79,Y Chen;Y -W Chen,Review of imaging techniques for burn region observation in laser fusion research, Invited Speech Proc of rd Conf of Association for Science and Technology Chinese Academic Press,11,51,79,YChen
80,Y Chen;Y -W Chen;S Yamauchi;N Wang;Z Nakao," A fast kinoform optimization algorithm based on simulated annealing,",IEICE Trans Fundamentals E A SCI Scalable Coherent Interface,11,19,80,YChen
81,Y Chen;Y -W Chen;K Nomaru;K Kou;Y Izawa;S Nakai;C Yamanaka," Research activities on atomic laser isotope separation at ILT and ILE, Osaka University", Proc of th Workshop separation phenomena liquid and gass Beijin,11,52,81,YChen
82,Y-W Chen;Z Nakao;K Arakaki;X Fang;S Tamura, Restoration of Gray Images Based on a Genetic Algorithm with Laplacian Constraint, Fuzzy Sets and Systems SCI Scalable Coherent Interface,11,53,82,YChen
83,Y Chen;Y -W Chen, Simultaneous Measurement of Time-Resolved D Temperature Distribution of Evaporation Surface Heated by an Electron Beam with Sweeping Mode, Proc of IEEE Instrumentation and Measurement Technology Conference St Paul,11,54,83,YChen
84,Y Chen;Y -W Chen,Simultaneous Measurement of Time-resolved D Temperature Distribution of Evaporation Surface Heated by Swept Electron Beam,IEEE Trans Instrumentation Measurement SCI Scalable Coherent Interface,11,55,84,YChen
85,Yen-Wei Chen;Noel Mendoza;Shinyu Uehara;Zensho Nakao;Tatsuhiro Adachi;Yoshihisa Masuda,Estimating wind speed in lower atmosphere wind profiler based on genetic algorithms,Proc of IEEE Instrumentation and Measurement Conference Budapest,11,56,85,YChen
86,Y Chen;Y -W Chen;N Miyanaga;M Yamanaka;M Nakai;K A Tanaka;K Nishihara;T Yamanaka;S Nakai, Three-dimensional imaging of laser imploded targets, J Appl Phys,11,57,86,YChen
87,Y Chen;Z Nakao;Y -W Chen;Y Kina, ART estimation of color images from projections, Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto,11,90,87,YChen
88,Y Chen;Y -W Chen;N Miyanaga;M Yamanaka;M Nakai;T Yamanaka;S Nakai, Three-Dimensional Imaging of Laser-Imploded Targets Using X-ray Computed Tomography Technique, IEEE Trans SCI Scalable Coherent Interface,11,58,88,YChen
89,Y Chen;Makoto Nakasone ; Midori Takashibu ; Yasuyuki Kina ; Zensho Nakao,Evolutionary Reconstruction of Gray Images ,International Conference Evolutionary Computation,11,91,89,YChen
90,Y Chen;Y -W Chen;M Yamanaka;N Miyanaga;T Yamanaka;S Nakai;C Yamanaka;S Tamura, Three-dimensional reconstruction of laser-irradiated targets using URA coded aperture cameras, Opt Commun SCI Scalable Coherent Interface,11,59,90,YChen
91,Y Chen;M Nakasone;F Ali;Z Nakao;Y -W Chen, Parallel Evolutionary Reconstruction of Gray Images by Exponential Gray Level Growth, Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen,11,92,91,YChen
92,Y Chen;S Narieda;Y -W Chen;K Yamashita,Blind nonlinear channel identification based on higher order statistics using hybrid genetic algorithm,Proc of IEEE Int Conf Systems Man and Cybernetics Nashville,11,93,92,YChen
93,Y Chen;H Niki;N E S Aly;K Kou;K Nomaru;Y -W Chen;Y Izawa;S Nakai;C Yamanaka, Laser isotope separation of gadolinium, Proc of the th Interational Symposium Advanced Nuclear Energy Research Mito,11,94,93,YChen
94,Y Chen;M Noborikawa;F Ali;Z Nakao;Y -W Chen, Gray Image Reconstruction by Parallel Simulated Annealing, Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen,11,95,94,YChen
95,Y Chen;K Nomaru;Y Izawa;Y -W Chen, Growth of Spatial Nonuniformity of Laser Beam Propagating in Near-Resonant Atomic Vapor, Journal of Nuclear Science and Technology SCI Scalable Coherent Interface,11,96,95,YChen
96,Y Chen;K Nomaru;Y -W Chen;Y Izawa;S Nakai;C Yamanaka, Spatial and temporal behavious of laser beam propagating in atomic vapor, Laser Interaction and Related Plasma Phenomera Edited by S Nakai G H Miely AIP Press,11,97,96,YChen
97,Y Chen;K Noumaru;Y -W Chen;Y Izawa;S Nakai;C Yamanaka, Near-resonant effects on propagation of frequency-swept laser pulse in atomic vapor laser isotope separation, J Nucl Sci Technol SCI Scalable Coherent Interface,11,98,97,YChen
98,Y Chen;K Noumaru;Y -W Chen;Y Izawa;S Nakai;C Yamanaka, Propagation of laser pulse in near resonant medium, Proc of the th Interational Symposium Advanced Nuclear Energy Research Mito,11,99,98,YChen
99,Y Chen;F Ali;M Nakasone;H Nagamoto;S Tobaru;M Noborikawa;Z Nakao;Y -W Chen, Comparative Evaluation of Three New Soft Computing Approaches to Image Reconstruction from Projections, Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen,11,1,99,YChen
100,Y Chen;F F Ali;S Yokegawa;Z Nakao;Y -W Chen," CT Image Reconstruction by Stochastic Relaxation,",Proc of rd Int l Conf Knowledge Based IntelligentInformation Engineering Systems Adelaide,11,2,100,YChen
101,Y Chen;Fath El Alem F Ali ; Zensho Nakao,GA-Based Reconstruction of Plane Binary Images ,International Conference Evolutionary Computation,11,3,101,YChen
102,Y Chen;F F Ali;Z Nakao;Y -W Chen,An adaptive backpropagation for limited-angle CT image reconstruction,IEICE Trans Fundamentals E A SCI Scalable Coherent Interface,11,4,102,YChen
103,Y Chen;F F Ali;K Matsuo;Z Nakao;Y -W Chen,An evolutionary algorithm for CT image reconstruction,Journal of Robotics and Mechatronics,11,5,103,YChen
104,Y Chen;F Ali;Z Nakao;Y -W Chen, Two new neural network approaches to two-dimensional CT image reconstruction, Fuzzy Sets and Systems SCI Scalable Coherent Interface,11,6,104,YChen
105,Y Chen;Y -W Chen;T Enokura;Z Nakao," A Fast Image Restoration Algorithm Based on Simulated Annealing,",Proc of rd Int l Conf Knowledge Based IntelligentInformation Engineering Systems Adelaide,11,20,105,YChen
106,Y Chen;N S Aly;K Noumaru;Y -W Chen;H Niki;Y Izawa;S Nakai, Selective photoionization scheme for atomic Gadolinium laser isotope separation, Rew Laser Eng SCI Scalable Coherent Interface,11,7,106,YChen
107,Y Chen;Yen-Wei CHEN;Xiang-Yan ZENG;Zensho NAKAO,"Geographic Information System Construction Using High-resolution Satellite Imagesh,",OPSEARECH,11,21,107,YChen
108,Y Chen;Kouichi Arakaki ; Shinichi Tamura ; Zensho Nakano,Evolutionary Reconstruction of Neutron Penumbral Images ,International Conference Evolutionary Computation,11,8,108,YChen
109,Y Chen;Y -W Chen;Z Nakao;M Iguchi;S Tamura, Genetic algorithms for coded aperture imaging, Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto,11,22,109,YChen
110,Y Chen;H Arakawa;Y -W Chen;Z Nakao;K Yamashita;I Nakamura;S Tamura, A noise-smoothing filtering based on adaptive windowing for penumbral imaging, Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea,11,9,110,YChen
111,Y Chen;Y -W Chen;Z Nakao;K Arakaki, Genetic Algorithms Applied to Neutron Penumbral Imaging, Optical Review B,11,23,111,YChen
112,Yen-Wei Chen;Xiang-Yan Zeng;Zensho Nakao;Hanqing Lu,hEdge detection by learning the principal components of images,Proc of IEEE International Workshop Intelligent Signal Processing Budapest,11,24,112,YChen
113,Y Chen;Y -W Chen;N Miyanaga;M Yamanaka;T Yamanaka;S Nakai;T Iguchi;M Nakazawa;T Iida;S Tamura, High resolution penumbral imaging of -MeV neutrons, IEICE Trans Electronics E C SCI Scalable Coherent Interface,11,25,113,YChen
114,Yen-Wei Chen;Noel Mendoza,A heuristic approach to image superresolution,Proc Of IEEE International Workshop Intelligent Signal Processing Budapest,11,26,114,YChen
115,Yen-Wei Chen;Noel Mendoza;Zensho Nakao;Tatsuhiro Adachi,h Estimating Wind Speed in the Lower Atmosphere Wind Profiler Based on a Genetic Algorithm,IEEE Trans Instrumentation Measurement press SCI Scalable Coherent Interface,11,27,115,YChen
116,Y Chen;Y -W Chen;Z Nakao;S Tamura, Attenuation correction for x-ray emission computed tomography of laser-produced plasma, IEICE Trans Fundamentals E A SCI Scalable Coherent Interface,11,60,116,YChen
117,Y Chen;Y -W Chen;T Enokura;Z Nakao, A Hybrid GA/SA Approach to Blind Deconvolution, Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian,11,28,117,YChen
118,Tatsuro Enokura;Yen-Wei Chen;Zensho Nakao,A fast algorithm for image restoration based on a hybrid GA and SA,Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W,11,61,118,YChen
119,Y Chen;Y -W Chen;X -Y Zang;Z Nakao, A Hybrid Neural Network Training Approach of Backpropagation and Genetic Algorithm for Classification of Remotely Sensed Images, Proc of the Fifth Int Conf Neural Network Information Processing Kitakyushu,11,29,119,YChen
120,Y Chen;Xue Fang ; Zensho Nakao,Parallelization of a Genetic Algorithm for Image Restoration and Its Performance Analysis ,International Conference Evolutionary Computation,11,62,120,YChen
121,Y Chen;Y Izawa;Y -W Chen;K Noumaru;N S Aly;K Kou;H Niki;S Nakai;C Yamanaka, Near-resonant effects on laser pulse propagation in atomic laser isotope separation, Proc of SPIE The International Society for Optical Engineering EI,11,63,121,YChen
122,Y Chen;Y Kawano;Z Nakao;Y -W Chen, An Application of Automaton Neural Networks to Artificial Agents, Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian,11,64,122,YChen
123,Y Chen;Y Kawano;Z Nakao;Y -W Chen, Automaton Neural Networks and Artificial Agents - Simulation, Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific,11,65,123,YChen
124,Y Chen;K Kishimoto;Y -W Chen;Z Nakao;I Nakamura;S Tamura, A quantitative evaluation of URA coded aperture imaging, Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea,11,66,124,YChen
125,Y Chen;K Kishimoto;Y -W Chen;Z Nakao, Tomographic Resolution of URA Coded Aperture Imaging and Its Enhansment, Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen,11,67,125,YChen
126,N Kitabatake;Y-W Chen;Z Nakao,Improvement of tomographic imaging in coded aperture system based on simulated annealing,Proc of Int Tech Conf Circuits Systems Computers and Communications Pusan Korea,11,68,126,YChen
127,Tetsuya Kohatsu;Shinya Nozaki;Yen-Wei Chen,CT image reconstruction based on a heuristic method from limited number of projections,Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press,11,69,127,YChen
128,Y Chen;Y -W Chen;T Enokura;Z Nakao, A Hybrid Approach to Blind Deconvolution Using Genetic Algorithm and Simulated Annealing, Proc of IEEE Int Conf Systems Man and Cybernetics San Diego,11,30,128,YChen
129,Y Chen;Y -W Chen;Z Nakao;M Iguchi, Evolutionary reconstruction of coded image, Proc of Asian Conference Computer Vision,11,31,129,YChen
130,Y Chen;Y -W Chen;Z Nakao;K Arakaki;S Tamura, Evolutionary reconstruction of neutron penumbral images, Proc of IEEE rd Int Conf Evolutionary Computation Nagoya,11,32,130,YChen
131,Y Chen;Y -W Chen;Z Nakao;I Nakamura, A Quantitative Evaluation of Neutron Penumbral Imaging with a Toroidal-Segment Aperture, IEICE Trans Electronics E C,11,33,131,YChen
132,Y Chen;Y -W Chen;K Nomaru;K Kou;Y Izawa;S Nakai;C Yamanaka, Laser spectroscopy and laser isotope separation of atomic gadolinium, Invited Talk Proc of Symposium Laser Spectroscopy Taejon Korea,11,34,132,YChen
133,Y Chen;Y -W Chen;R Kodama;T Matsushita, Imaging of Laser-Imploded Targets with x-ray CCD cameras, Proc of IEEE Instrumentation and Measurement Technology Conference St Paul,11,35,133,YChen
134,Y Chen;Y -W Chen;M Yamanaka;N Miyanaga;H Azechi;S Ishikawa;T Yamanaka;S Naka;S Tamura, Measurement of D-D burn region using proton prnumbral coded aperture imaging, Opt Commun SCI Scalable Coherent Interface,11,36,134,YChen
135,Yen-Wei Chen;Xiang-Yan Zeng;Zensho Nakao,Independent component analysis by evolutionary neural networks,Applications of Artificial Neural Networks Image Processing Eds N M Nasrabhadi SPIE The International Society for Optical Engineering Press,11,37,135,YChen
136,Y Chen;R Lin;Y -W Chen;K Teruya;I Nakamura;H Higa;Z Nakao,The use of a GPS in geographic information system construction,Proc of Int Tech Conf Circuits Systems Computers and Communications Pusan Korea,11,70,136,YChen
137,Yen-Wei Chen,Independent component analysis and its application to pattern recognition,Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press,11,38,137,YChen
