,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
609,A Kumar;J Leon Zhao,EROICA: A Rule-Based Approach to Organizational Policy Management in Workflow Systems ,WAIM Web Age Information Management,1,95,609,AKumar
610,S Y Cheung; A Kumar,"Efficient Solution Techniques for the Quorumcast Problem,",Proceedings of IEEE Infocom Toronto,1,20,610,AKumar
611,A Kumar;Shun Yan Cheung,A High Availability \sqrt{N} Hierarchical Grid Algorithm for Replicated Data ,Inf Process Lett,1,21,611,AKumar
612,V Christophides; R Hull; G Karvounarakis; A Kumar; G Tong; M Xiong ,Beyond Discrete E-Services,Composing Session-Oriented Services in Telecommunications,1,22,612,AKumar
613,V Christophides; R Hull; A Kumar,"Querying and Splicing of Workflows,",Sixth International Conference Cooperative Information Systems CoopIS Cooperation with VLDB Very Large Data Bases Trento,1,23,613,AKumar
614,V Christophides; R Hull; A Kumar; J Simeon,"Workflow mediation using VorteXML,",IEEE Data Engineering Bulletin,1,24,614,AKumar
615,A Kumar;Richard Hull ; Vassilis Christophides,Querying and Splicing of XML Workflows ,CoopIS,1,25,615,AKumar
616,R Hull; A Kumar; J Simeon,"Smart Supply Web: An application of Web-based data and workflow mediation, Workshop on Technologies for E-Services VLDB-TES Workshop , Cairo, September ",,1,26,616,AKumar
617,A Kumar;J&eacute;r&ocirc;me Sim&eacute;on ; Richard Hull ; Vassilis Christophides,Workflow Mediation using VorteXML ,IEEE Data Eng Bull,1,27,617,AKumar
618,A Kumar; A Segev,"Optimizing Voting-Type Algorithms for Replicated Data,",Lecture Notes Computer Science J W Schmidt S Ceri and M Misekoff eds Springer Verlag Proceedings of the First International Conference Extending Database Technology,1,60,618,AKumar
619,A Kumar;J&eacute;r&ocirc;me Sim&eacute;on ; Richard Hull,Smart supply web: an application of web-based data and workflow mediation ,TES Technologies for E Services,1,28,619,AKumar
620,A Kumar ; A Segev,"Optimizing and Evaluating Algorithms for Replicated Data Concurrency Control,",Proceedings of the Ninth IEEE International Conference Distributed Computing Systems Beach Computer Animation,1,61,620,AKumar
621,A Kumar,"A Crash Recovery Algorithm Based on Multiple Logs that Exploits Parallelism,",Proceedings of the Second IEEE Symposium Parallel and Distributed Processing,1,29,621,AKumar
622,A Kumar; K Malik,"Optimizing the Costs of Hierarchical Quorum Consensus,",Acta Informatica,1,62,622,AKumar
623,A Kumar; L Zhao,"Architectures and Techniques for Large-Scale, Distributed Workflow Management on the Internet,",Workshop Information Technology and Systems,1,63,623,AKumar
624,A Kumar;Kumar; A ; Zhao; L ,"EROICA: A Rule-based Approach to Organizational Policy Management in Workflow Systems,",WAIM Web Age Information Management Conference Beijing,1,64,624,AKumar
625,A Kumar,"Organizing an Optimal Hierarchy of Web Pages Based on Access Frequency,",Workshop Information Technology and Systems WITS Workshop Information Technologies and Systems Barcelona,1,65,625,AKumar
626,A Kumar,"A Randomized Voting Algorithm,",Proceedings of the Eleventh IEEE International Conference Distributed Systems,1,66,626,AKumar
627,A Kumar,"A randomized algorithm for distributed consensus,",IEEE Symposium Reliable Distributed Systems Purdue University W,1,67,627,AKumar
628,A Kumar; M Stonebraker,"Semantics Based Transaction Management Techniques for Replicated Data,",Proceedings ACM SIGMOD International Conference Management of Data Special Interest Group Management of Data Conference,1,68,628,AKumar
629,A Kumar; I Olmeda;,"A Study of Composite classifiers for knowledge discovery,",INFORMS Journal Computing Volume Summer,1,69,629,AKumar
630,A Kumar; A Segev;,"Cost and Availability Tradeoffs in Replicated Data Concurrency Control,",ACM Transactions Database Systems,1,30,630,AKumar
631,A Kumar; W M P van der Aalst; H M W Verbeek,Dynamic Work Distribution in Workflow Management Systems: How to balance quality and performance?,Journal of MIS Workshop Multimedia Information Systems Winter,1,31,631,AKumar
632,A Kumar; L Zhao,"Dynamic Routing and Operational Controls in a Workflow Management System,",Management Science Volume,1,32,632,AKumar
633,A Kumar; L Zhao,"A Framework for Dynamic Routing and Operational Integrity Controls in a Workflow Management System,", th International Conference Systems Sciences,1,33,633,AKumar
634,A Kumar;Kumar; A ,"A Framework for handling delegation in Workflow Management Systems,",Workshop Information Technology and Systems WITS Workshop Information Technologies and Systems,1,34,634,AKumar
635,A Kumar,"Global Coordination through Local Exchanges and Randomization,", manuscript,1,35,635,AKumar
636,A Kumar,"G-Tree: A New Data Structure for Organizing Multi-dimensional Data,",IEEE Transactions Knowledge and Data Engineering,1,36,636,AKumar
637,A Kumar; S Y Cheung,"A High Availability Sqrt N Hierarchical Grid Algorithm for Replicated Data,",Information Processing Letters,1,37,637,AKumar
638,A Kumar;,"A Study of Spatial Clustering Techniques,",Lecture notes Computer Science Springer Verlag Proceedings of the Fifth International DEXA Database and Expert Systems Applications conference,1,70,638,AKumar
639,A Kumar; N Adly,"HPP: A Reliable Causal Broadcast Protocol for Large Scale Replication in Wide Area Networks,",Computer Journal Volume,1,38,639,AKumar
640,A Kumar,"Techniques for Indexing Large Numbers of Rules and Constraints in a Database System,",Proceedings of the Fourth International Conference Database and Expert System Applications DEXA Database and Expert Systems Applications Valencia Springer Verlag Publishers,1,71,640,AKumar
641,A Kumar;,"Hierarchical Quorum Consensus: A New Algorithm for Managing Replicated Data,",IEEE Transaction Computers,1,39,641,AKumar
642,A Kumar; M Stonebraker,"The Effect of Join Selectivity on Optimal Nesting Order,",ACM SIGMOD International Conference Management of Data Special Interest Group Management of Data Record,1,72,642,AKumar
643,A Kumar;,G-Tree: A New Data Structure for Organizing Multidimensional Data ,IEEE Trans Knowl Data Eng,1,1,643,AKumar
644,R Emily Liu ; A Kumar,"Leveraging Information Sharing to Increase Supply Chain Configurability,",Proceedings of the Twenty Fourth International Conference Information Systems forthcoming,1,73,644,AKumar
645,A Kumar;,Hierarchical Quorum Consensus: A New Algorithm for Managing Replicated Data ,IEEE Trans Computers,1,2,645,AKumar
646,A Kumar;Kavindra Malik,Optimizing the Costs of Hierarchical Quorum Consensus ,Acta Inf,1,74,646,AKumar
647,A Kumar;,An efficient algorithm for solving the partial sum query problem ,Inf Sci,1,3,647,AKumar
648,A Kumar;Michael Rabinovich ; Rakesh K Sinha,A Performance Study of General Grid Structures for Replicated Data ,ICDCS International Conference Distributed Computing Systems,1,75,648,AKumar
649,A Kumar;,An Efficient SuperGrid Protocol for High Availability and Load Balancing ,IEEE Trans Computers,1,4,649,AKumar
650,A Kumar;Arie Segev,Cost and Availability Tradeoffs in Replicated Data Concurrency Control ,ACM Trans Database Syst,1,76,650,AKumar
651,A Kumar;,An Analysis of Borrowing Policies for Escrow Transactions in a Replicated Data Environment ,ICDE International Conference Data Engineering,1,5,651,AKumar
652,A Kumar;Arie Segev,Optimizing Voting-Type Algorithms for Replicated Data ,EDBT Extending Database Technology,1,77,652,AKumar
653,A Kumar;,New Techniques for Data Reduction in a Database System for Knowledge Discovery Applications ,J Intell Inf Syst,1,6,653,AKumar
654,A Kumar;Arie Segev,Optimization And Evaluating Algorithms for Replicated Data Concurrency Control ,ICDCS International Conference Distributed Computing Systems,1,78,654,AKumar
655,A Kumar;,Performance Analysis of Hierarchical Quorum Consensus Algorithm for Replicated Objects ,ICDCS International Conference Distributed Computing Systems,1,7,655,AKumar
656,A Kumar;,A Randomized Algorithm for Distributed Consensus ,Symposium Reliable Distributed Systems,1,8,656,AKumar
657,A Kumar;Edward A Stohr ; J Leon Zhao,A Workflow-Centric Study of Organizational Knowledge Distribution ,HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES,1,79,657,AKumar
658,A Kumar;,A Study of Spatial Clustering techniques ,DEXA Database and Expert Systems Applications,1,9,658,AKumar
659,A Kumar; I Olmeda,"Hybrid Classifiers for Knowledge Discovery,",Proceedings INFORMS Conference Information Systems and Technology San Diego,1,40,659,AKumar
660,A Kumar; K Malik,"Voting Mechanisms in Distributed Systems,",IEEE Transactions Reliability,1,41,660,AKumar
661,A Kumar; W Muhanna; R Patterson,"Mean-Variance Analysis of the Performance of Spatial Clustering Methods,",International Journal of Geographical Information Sciences,1,42,661,AKumar
662,A Kumar; L Zhao,"XRL: An Extensible Routing Language for Electronic Commerce Applications,",International Conference Telecommunications and Electronic ICTEC Nashville,1,43,662,AKumar
663,A Kumar; J Wainer; Z Zhang,"Meta-workflows and ESP: A Framework for Coordination, Exception Handling, and Adaptability in Workflow Systems,",CAiSE Workshop Web Services e Business and the Semantic Web WES Web Services E Business and the Semantic Web Proceedings to be published by Springer Verlag publishers,1,44,663,AKumar
664,A Kumar,"An Efficient Algorithm for Solving the Partial Sum Query Problem,",Information Sciences,1,45,664,AKumar
665,A Kumar,An Efficient SuperGrid Protocol for High Availability and Load Balancing,IEEE Transactions Computers Volume,1,46,665,AKumar
666,A Kumar; V Rao ; H Soni,"An Empirical Comparison of Neural Networks and Logistic Regression Methods,",Marketing Letters,1,47,666,AKumar
667,A Kumar;Michael Stonebraker,Performance Considerations for an Operating System Transaction Manager ,IEEE Trans Software Eng,1,80,667,AKumar
668,A Kumar;,"A New algorithm for Distributed Consensus,",Distributed and Parallel Databases,1,48,668,AKumar
669,A Kumar;Michael Stonebraker,Performance Evaluation of an Operating System Transaction Manager ,VLDB Very Large Data Bases,1,81,669,AKumar
670,A Kumar,"An Analysis of Borrowing Policies for Escrow Transactions in a Replicated Data Environment,",Proceedings of the Sixth IEEE International Conference Data Engineering Los Angeles Computer Animation,1,49,670,AKumar
671,A Kumar;Michael Stonebraker,Operating System Support for Data Management ,IEEE Database Eng Bull,1,82,671,AKumar
672,A Kumar;Michael Stonebraker,Semantics Based Transaction Management Techniques for Replicated Data ,SIGMOD International Conference Management of Data Conference,1,83,672,AKumar
673,A Kumar;Michael Stonebraker,The Effect of Join Selectivities on Optimal Nesting Order ,SIGMOD International Conference Management of Data Record,1,84,673,AKumar
674,A Kumar;Geliang Tong ; Gregory Karvounarakis ; Ming Xiong ; Richard Hull ; Vassilis Christophides,Beyond Discrete E-Services: Composing Session-Oriented Services in Telecommunications ,TES Technologies for E Services,1,85,674,AKumar
675,H M W Verbeek; W M P van der Aalst ; A Kumar; XRL/Woflan,"Verification and Extensibility of an XML/Petri-net-based language for inter-organizational workflows,",Information Technology and Management,1,86,675,AKumar
676,A Kumar;H M W Erik Verbeek ; Wil M P van der Aalst,Organizational Modeling in UML and XML in the Context of Workflow Systems ,SAC Selected Areas Cryptography,1,87,676,AKumar
677,J Wainer; P Barthelmess; A Kumar,"W-RBAC - A workflow security model incorporating controlled overriding of constraints,",International Journal Cooperative Information Systems forthcoming,1,88,677,AKumar
678,J Wainer; P Barthelmess; A Kumar,"Security Management in the presence of delegation and revocation in workflow system,", for publication,1,89,678,AKumar
679,A Kumar;,Techniques for Indexing Large Numbers of Constraints and Rules in a Database System ,DEXA Database and Expert Systems Applications,1,10,679,AKumar
680,W M P van der Aalst; H M W Verbeek; A Kumar,"Verification of XRL: An XML-based Workflow Language,",Proceedings of the Sixth International Conference Computer Supported Cooperative Work Design,1,11,680,AKumar
681,W M P van der Aalst; A Kumar,"XML Based Schema Definition for Support of Inter-organizational Workflow,",Information Systems Research,1,12,681,AKumar
682,W M P van der Aalst; H M W Verbeek; A Kumar,"XRL/Woflan: Verification and extensibility of an XML/Petri-net based language for inter-organizational workflows,",Proceedings of the th Informs Conference Information Systems and Technology CIST Beach This paper received the best paper award at the conference Full version of this paper is also available,1,13,682,AKumar
683,W M P van der Aalst; A Kumar,"A Reference Model for Team-Enabled Workflow Management Systems,",Data and Knowledge Engineering,1,14,683,AKumar
684,W M P van der Aalst; A Kumar; H M W Verbeek,"Organizational Modeling in UML and XML in the context of Workflow Systems,",ACM Symposium Applied Computing,1,15,684,AKumar
685,A Kumar; ,Intelligent Traffic Engineering of Internets: Towards a Model-Based Approach ,HiPC,2,1,685,AKumar
686,A Kumar; Flavio Bonomi,Adaptive Load Balancing in a Multi-Processor System with a Central Job Scheduler ,Computer Performance and Reliability,2,2,686,AKumar
687,A Kumar; Flavio Bonomi,Adaptive Optimal Load Balancing in a Heterogeneous Multiserver System with a Central Job Scheduler ,ICDCS International Conference Distributed Computing Systems,2,3,687,AKumar
688,A Kumar; Flavio Bonomi,Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler ,IEEE Trans Computers,2,4,688,AKumar
689,A Kumar; ,Adaptive Load Control of the Central Processor in a Distributed System with a Star Topology ,IEEE Trans Computers,2,5,689,AKumar
690,A Kumar; B T Doshi ; Flavio Bonomi ; J S Kaufman ; T P Lee,A Case Study of an Adaptive Load Balancing Algorithm ,Queueing Syst,2,6,690,AKumar
691,A Kumar; Manish Gupta ; Rajeev Shorey,Queueing Models and Stability of Message Flows in Distributed Simulators of Open Queueing Networks ,Workshop Parallel and Distributed Simulation,2,7,691,AKumar
692,A Kumar; Manish Gupta,A Nonblocking Algorithm for the Distributed Simulation of FCFS Queueing Networks with Irreducible Markovian Routing ,Workshop Parallel and Distributed Simulation,2,8,692,AKumar
693,A Kumar; Rajeev Shorey,Performance Analysis and Scheduling of Stochastic Fork-Join Jobs in a Multicomputer System ,IEEE Trans Parallel Distrib Syst,2,9,693,AKumar
694,A Kumar; Kiran M Rege ; Rajeev Shorey,Instability and Performance Limits of Distributed Simulators of Feedforward Queueing Networks ,ACM Trans Model Comput Simul,2,10,694,AKumar
695,A Kumar; Srikrishna Kurapati,Optimal Scheduling of a Processor Executing a Communication Protocol Stack ,NETWORKS,2,11,695,AKumar
696,A Kumar; S V R Anand ; T V J Ganesh Babu,Comparative Performance of Queueing Strategies for LAN - WAN Routers in Packet Data Networks ,NETWORKS,2,12,696,AKumar
697,A Kumar; Natwar Modani ; Parijat Dube,Measurement Based Optimal Source Shaping with a Shaping+Multiplexing Delay Constraint ,INFOCOM The Conference Computer Communications,2,13,697,AKumar
698,A Kumar; Santosh Paul Abraham,A Stochastic Approximation Approach for Max-Min Fair Adaptive Rate Control of ABR Sessions with MCRs ,INFOCOM The Conference Computer Communications,2,14,698,AKumar
699,A Kumar; Arzad Kherani,Stochastic Models for Throughput Analysis of Randomly Arriving Elastic Flows in the Internet ,INFOCOM The Conference Computer Communications,2,15,699,AKumar
700,A Kumar; Arzad Kherani,Closed Loop Analysis of the Bottleneck Buffer under Adaptive Window Controlled Transfer of HTTP-Like Traffic ,INFOCOM The Conference Computer Communications,2,16,700,AKumar
701,A Kumar; Munish Goyal ; Vinod Sharma,Power Constrained and Delay Optimal Policies for Scheduling Transmission over a Fading Channel ,INFOCOM The Conference Computer Communications,2,17,701,AKumar
702,A Kumar; Robert G Cole,Comparative Performance of Interleaved and Non-Interleaved Pipelining in LAPD Terminal Adaptors ,INFOCOM The Conference Computer Communications,2,18,702,AKumar
703,A Kumar; Lillykutty Jacob,Comparative Performance of Scheduling Strategies for Switching and Multiplexing in a Hub Based ATM Network: A Simulation Study ,Computer Networks,2,19,703,AKumar
704,A Kumar; Robert G Cole,Comparative Performance of Interleaved and Non-Interleaved Pipelining in ATM Terminal Adapters ,Computer Networks and ISDN Systems,2,20,704,AKumar
705,A Kumar; Santosh Paul Abraham,A new approach for asynchronous distributed rate control of elastic sessions in integrated packet networks ,IEEE ACM Trans Netw,2,21,705,AKumar
706,A Kumar; Lillykutty Jacob ,Delay performance of some scheduling strategies in an input queuing ATM switch with multiclass bursty traffic ,IEEE ACM Trans Netw,2,22,706,AKumar
707,A Kumar; Catherine Rosenberg ; Sridhar Ramesh,Revenue maximization in ATM networks using the CLP capability and buffer priority management ,IEEE ACM Trans Netw,2,23,707,AKumar
708,A Kumar; ,Comparative performance analysis of versions of TCP in a local network with a lossy link ,IEEE ACM Trans Netw,2,24,708,AKumar
709,A Kumar; Aditya Karnik ; Ajit Anvekar ; Sanjay Shakkottai,TCP performance over end-to-end rate control and stochastic available capacity ,IEEE ACM Trans Netw,2,25,709,AKumar
710,A Kumar; Deepak Patil,Stability and throughput analysis of unslotted CDMA-ALOHA with finite number of users and code sharing ,Telecommunication Systems,2,26,710,AKumar
711,A Kumar;A Gupta ; T Roughgarden,A Constant Factor Approximation Algorithm for the Multicommodity Rent-or-Buy Problem , FOCS IEEE Symposium Foundations of Computer Science,3,10,711,AKumar
712,A Kumar;Anupam Gupta ; Rajeev Rastogi,Exploring the trade-off between label size and stack depth in MPLS Routing ,INFOCOM The Conference Computer Communications,3,11,712,AKumar
713,A Kumar;Anupam Gupta ; Martin P&aacute;l ; Tim Roughgarden,Approximation Via Cost-Sharing: A Simple Approximation Algorithm for the Multicommodity Rent-or-Buy Problem ,FOCS IEEE Symposium Foundations of Computer Science,3,12,713,AKumar
714,A Kumar;A Gupta ; J Kleinberg ; R Rastogi ; B Yener,Provisioning a virtual private network : A network design problem for multicommodity flow , Proc rd ACM Symposium Thoery of Computing,3,13,714,AKumar
715,A Kumar;A Gupta ; R Rastogi,"Routing Issues in MPLS Or, How to Travel with a Pez Dispenser ", Proc IEEE Symposium Foundations of Computer Science,3,14,715,AKumar
716,A Kumar;Anupam Gupta ; Tim Roughgarden,Simpler and better approximation algorithms for network design ,STOC ACM Symposium Theory of Computing,3,15,716,AKumar
717,A Kumar;A Gupta,Sorting and Selection with Structured Costs , Proc IEEE Symposium Foundations of Computer Science,3,16,717,AKumar
718,A Kumar;Anupam Gupta ; Mikkel Thorup,Tree based MPLS routing ,SPAA ACM Symposium Parallel Algorithms and Architectures,3,17,718,AKumar
719,A Kumar;Anupam Gupta ; Rajeev Rastogi,"Traveling with a Pez Dispenser Or, Routing Issues in MPLS ",FOCS IEEE Symposium Foundations of Computer Science,3,18,719,AKumar
720,A Kumar;D Kempe ; J Kleinberg,Connectivity and inference problems for temporal networks , Proc ACM Symposium Thoery of Computing,3,19,720,AKumar
721,A Kumar;Y Breitbart ; M Garofalakis ; A Gupta ; R Rastogi,On configuring BGP route reflectors , preparation,3,1,721,AKumar
722,A Kumar;Y Breitbart ; M Garofalakis ; R Rastogi,Optimal configuration of OSPF aggregates , Proc st IEEE INFOCOM The Conference Computer Communications,3,2,722,AKumar
723,A Kumar;Amit Chakrabarti ; Anupam Gupta ; Chandra Chekuri,Approximation Algorithms for the Unsplittable Flow Problem ,APPROX,3,3,723,AKumar
724,A Kumar;C Chekuri ; A Gupta ; S Naor; D Raz,Building edge-failure resilient networks , Proc th International Conference IPCO Integer Programming Combinatorial Optimization,3,4,724,AKumar
725,A Kumar;Minos N Garofalakis,Correlating XML data streams using tree-edit distance embeddings ,PODS Symposium Principles of Database Systems,3,5,725,AKumar
726,A Kumar;Minos N Garofalakis ; Rajeev Rastogi ; Yuri Breitbart,Optimal Configuration of OSPF Aggregates ,INFOCOM The Conference Computer Communications,3,6,726,AKumar
727,A Kumar;Minos N Garofalakis ; Rajeev Rastogi ; Yuri Breitbart,Optimal configuration of OSPF aggregates ,IEEE ACM Trans Netw,3,7,727,AKumar
728,A Kumar;Anupam Gupta ; Chandra Chekuri ; Danny Raz ; Joseph Naor,Building Edge-Failure Resilient Networks ,IPCO Integer Programming Combinatorial Optimization,3,8,728,AKumar
729,A Kumar;Anupam Gupta ; Tim Roughgarden,A Constant-Factor Approximation Algorithm for the Multicommodity ,FOCS IEEE Symposium Foundations of Computer Science,3,9,729,AKumar
730,A Kumar;David Kempe ; Jon M Kleinberg,Connectivity and Inference Problems for Temporal Networks ,J Comput Syst Sci,3,20,730,AKumar
731,A Kumar;J Kleinberg,Fairness measures for resource allocation , Proc st IEEE Symposium Foundations of Computer Science,3,21,731,AKumar
732,A Kumar;J Kleinberg,Wavelength Conversion in optical networks , Proc th ACM SIAM Society for Industrial and Applied Mathematics Symposium Discrete Algorithms,3,22,732,AKumar
733,A Kumar;Jon M Kleinberg,Wavelength Conversion in Optical Networks ,J Algorithms,3,23,733,AKumar
734,A Kumar;R Rastogi ; A Silberschatz; B Yener,Algorithms for provisioning VPNs in the hose model , Proc ACM SIGCOMM Special Interest Group Data Communications,3,24,734,AKumar
735,A Kumar;Abraham Silberschatz ; B&uuml;lent Yener ; Rajeev Rastogi,Algorithms for provisioning virtual private networks in the hose model ,SIGCOMM Special Interest Group Data Communications,3,25,735,AKumar
736,A Kumar;Abraham Silberschatz ; B&uuml;lent Yener ; Rajeev Rastogi,Algorithms for provisioning virtual private networks in the hose model ,IEEE ACM Trans Netw,3,26,736,AKumar
737,A Kumar;Chaitanya Swamy,Primal-Dual Algorithms for Connected Facility Location Problems ,APPROX,3,27,737,AKumar
738,A Kumar;C Swamy,Primal-dual Algorithms for Connected Facility Location Prolems , APPROX,3,28,738,AKumar
739,A Kumar; James E Lewis ; Rammohan K Ragade,A Multiple Copy Distributed Genetic Algorithm for Bin-Packing ,PDPTA Parallel and Distributed Processing Techniques and Applications,4,10,739,AKumar
740,A Kumar; Matt Wurth ; Rammohan K Ragade,Design and Implementation of Wireless Medical Charts System ,PDPTA Parallel and Distributed Processing Techniques and Applications,4,11,740,AKumar
741,A Kumar; Dharma P Agrawal,On System Effectiveness Evaluation of Real-Time Parallel and Distributed Computing Systems ,ICPP International Conference Parallel Processing,4,12,741,AKumar
742,A Kumar; Chien-In Henry Chen,Comments on Area-Time Optimal Adder Design ,IEEE Trans Computers,4,13,742,AKumar
743,A Kumar; Dharma P Agrawal,Parameters for System Effectiveness Evaluation of Distributed Systems ,IEEE Trans Computers,4,14,743,AKumar
744,A Kumar; Adel Said Elmaghraby,Simulation TC: Active and Vibrant ,IEEE Computer,4,15,744,AKumar
745,A Kumar; Mehmed Kantardzic,Toward Autonomic Distributed Data Mining with Intelligent Web Services ,IKE Innovation Knowledge and Economic dynamics,4,16,745,AKumar
746,A Kumar; Alok Srivastava ; Rakesh M Pathak,Distributed Approach for Implementing Genetic Algorithms ,ICPP International Conference Parallel Processing,4,1,746,AKumar
747,A Kumar; Chinar Deshpande ; Larry A Dunning ; Sub Ramakrishnan,Performance Comparison of Two Algorithms for Task Assignment ,ICPP International Conference Parallel Processing,4,2,747,AKumar
748,A Kumar; Venkata Konda,A Framework for Dependence Based Optimization and Parallelization of Practical DO Loops ,ICPP International Conference Parallel Processing,4,3,748,AKumar
749,A Kumar; Mahesh C Gupta ; Yash P Gupta,Genetic Algorithm Application in a Machine Scheduling Problem ,ACM Conference Computer Science,4,4,749,AKumar
750,A Kumar; M C Gupta ; Rakesh M Pathak,Genetic Algorithm Based Approach for Designing Computer Network Topology ,ACM Conference Computer Science,4,5,750,AKumar
751,A Kumar; Aditi Singru ; Alok Srivastava ; Khaled A Kamel,Object-Oriented Simulation of Multimedia-On-Demand Services over ATM Network ,MASCOTS INTERNATIONAL SYMPOSIUM MODELING ANALYSIS AND SIMULATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS,4,6,751,AKumar
752,A Kumar; Aditi Singru ; Alok Srivastava,Design and Analysis of a Video-on-Demand Server ,Multimedia Syst,4,7,752,AKumar
