,Coauthor,Paper,Journal,AuthorID,PaperNO,PaperID,Author
13,D Johnson; ,The Case for a Read Barrier ,ASPLOS Architectural Support for Programming Languages and Operating Systems,14,2,13,DJohnson
14,D Johnson; Charles Berman ; James Coplien ; John Daniels ; Kenneth S Rubin ; Laura Hill,Managing Object Oriented Projects - Panel Session ,OOPSLA Conference Object Oriented Programming Systems Languages and Applications,15,1,14,DJohnson
15,D Johnson; Charles Berman ; James Coplien ; John Daniels ; Kenneth S Rubin ; Laura Hill,Object-oriented project management panel ,OOPS Messenger,15,2,15,DJohnson
16,D Johnson;,"Network Design,",J Algorithms,1,16,16,DJohnson
17,D Johnson;,"Interactive Proof Systems for Fun and Profit,",J Algorithms,1,17,17,DJohnson
18,D Johnson;,"Updates, Updates, Updates,",J Algorithms,1,18,18,DJohnson
19,D Johnson;,Approximation Algorithms for Combinatorial Problems,STOC ACM Symposium Theory of Computing,1,19,19,DJohnson
20,D Johnson;D S Johnson; J K Lenstra; A H G Rinnooy Kan,"The Complexity of the Network Design Problem,",Networks,1,140,20,DJohnson
21,D Johnson;D S Johnson; F P Preparata,"The Densest Hemisphere Problem,",Theoretical Comp Sci,1,141,21,DJohnson
22,D Johnson;D S Johnson,"The Genealogy of Theoretical Computer Science,",SIGACT News,1,142,22,DJohnson
23,D Johnson;D S Johnson; M Minkoff;; S Phillips,"The Prize Collecting Steiner Tree Problem: Theory and Practice,",Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms,1,143,23,DJohnson
24,D Johnson;D S Johnson ; L A McGeoch,"The Traveling Salesman Problem: A Case Study in Local Optimization,",Local Search Combinatorial Optimization E H L Aarts and J K Lenstra editors John Wiley and Sons Ltd,1,144,24,DJohnson
25,D Johnson;D S Johnson ; A Klug,"Testing Containment of Conjunctive Queries under Functional and Inclusion Dependencies,",Journal of Computer and Systems Sciences,1,145,25,DJohnson
26,D Johnson;M R Garey,Scheduling Tasks with Nonuniform Deadlines on Two Processors ,J ACM,1,90,26,DJohnson
27,D Johnson;D S Johnson ,"A Theoretician's Guide to the Experimental Analysis of Algorithms,", Proceedings of the th and th DIMACS Implementation Challenges M Goldwasser D S Johnson and C C McGeoch Editors American Mathematical Society,1,146,27,DJohnson
28,D Johnson;M R Garey; R L Graham; D S Johnson,"Some NP-Complete Geometric Problems,",Proc th Annual ACM Symp Theory of Computing,1,91,28,DJohnson
29,D Johnson;Claire Kenyon ; J&aacute;nos Csirik,Better approximation algorithms for bin covering ,SODA Symposium Discrete Algorithms,1,147,29,DJohnson
30,D Johnson;M R Garey; D S Johnson ; L Stockmeyer,"Some Simplified NP-Complete Graph Problems,",Theoretical Comp Sci,1,92,30,DJohnson
31,D Johnson;Claire Kenyon ; J&aacute;nos Csirik ; James B Orlin ; Peter W Shor ; Richard R Weber,On the sum-of-squares algorithm for bin packing ,STOC ACM Symposium Theory of Computing,1,148,31,DJohnson
32,D Johnson;M R Garey,"``Strong'' NP-Completeness Results: Motivation, Examples, and Implications ",J ACM,1,93,32,DJohnson
33,D Johnson;Claire Kenyon ; J&aacute;nos Csirik ; Peter W Shor ; Richard R Weber,A Self Organizing Bin Packing Heuristic ,ALENEX Algorithm Engineering and Experiments,1,149,33,DJohnson
34,D Johnson;M R Garey; D S Johnson; G L Miller ; C H Papadimitriou,"The Complexity of Coloring Circular Arcs and Chords,",SIAM Society for Industrial and Applied Mathematics J Algebraic and Discrete Methods,1,94,34,DJohnson
35,D Johnson;M R Garey; R L Graham ; D S Johnson,"The Complexity of Computing Steiner Minimal Trees,",SIAM Society for Industrial and Applied Mathematics J Appl Math,1,95,35,DJohnson
36,D Johnson;M R Garey; D S Johnson; R Sethi,"The Complexity of Flowshop and Jobshop Scheduling,",Math of Oper Research,1,96,36,DJohnson
37,D Johnson;M R Garey,The Complexity of Near-Optimal Graph Coloring ,J ACM,1,97,37,DJohnson
38,D Johnson;M R Garey; D S Johnson; H S Witsenhausen,"The Complexity of the Generalized Lloyd-Max Problem,",IEEE Trans Information Theory IT,1,98,38,DJohnson
39,D Johnson;M R Garey ; Robert Endre Tarjan,The Planar Hamiltonian Circuit Problem is NP-Complete ,SIAM Society for Industrial and Applied Mathematics J Comput,1,99,39,DJohnson
40,D Johnson;,Approximation Algorithms for Combinatorial Problems ,J Comput Syst Sci,1,20,40,DJohnson
41,D Johnson;,"Parallel Processing,",J Algorithms,1,21,41,DJohnson
42,D Johnson;,"Partitioning, Covering, and Packing Problems,",J Algorithms,1,22,42,DJohnson
43,D Johnson;,"Oracles, Bin Packing, and and Ordering Problems,",J Algorithms,1,23,43,DJohnson
44,D Johnson;,"Randomized Algorithms and Complexity Classes,",J Algorithms,1,24,44,DJohnson
45,D Johnson;,"Routing Problems,",J Algorithms,1,25,45,DJohnson
46,D Johnson;,"Solving NP-Hard Problems Quickly On Average ,",J Algorithms,1,26,46,DJohnson
47,D Johnson;,"The Many Faces of Polynomial Time,",J Algorithms,1,27,47,DJohnson
48,D Johnson;,The NP-Completeness Column: An Ongoing Guide ,J Algorithms,1,28,48,DJohnson
49,D Johnson;,"The Story So Far,",J Algorithms,1,29,49,DJohnson
50,D Johnson;Daniel J Kleitman ; Joseph Y -T Leung ; S F Assmann,On a Dual Version of the One-Dimensional Bin Packing Problem ,J Algorithms,1,150,50,DJohnson
51,D Johnson;Anthony C Klug,Optimizing Conjunctive Queries When Attribute Domains Are not Disjoint Extended Abstract ,FOCS IEEE Symposium Foundations of Computer Science,1,151,51,DJohnson
52,D Johnson;Anthony C Klug,Optimizing Conjunctive Queries that Contain Untyped Variables ,SIAM Society for Industrial and Applied Mathematics J Comput,1,152,52,DJohnson
53,D Johnson;Anthony C Klug,Testing Containment of Conjunctive Queries Under Functional and Inclusion Dependencies ,PODS Symposium Principles of Database Systems,1,153,53,DJohnson
54,D Johnson;Anthony C Klug,Testing Containment of Conjunctive Queries under Functional and Inclusion Dependencies ,J Comput Syst Sci,1,154,54,DJohnson
55,D Johnson;Andrea S LaPaugh ; Ron Y Pinter,Minimizing Channel Density by Lateral Shifting of Components ,SODA Symposium Discrete Algorithms,1,155,55,DJohnson
56,D Johnson;Andrea S LaPaugh ; Edward G Coffman ; M R Garey,Scheduling File Transfers ,SIAM Society for Industrial and Applied Mathematics J Comput,1,156,56,DJohnson
57,D Johnson;Andrea S LaPaugh ; Edward G Coffman ; M R Garey,Scheduling File Transfers in a Distributed Network ,PODC Symposium Principles of Distributed Computing,1,157,57,DJohnson
58,Z M Mao; D Johnson; O Spatscheck; J E van der Merwe;; J Wang,"Efficient and robust streaming provisioning in VPNs,",Proceedings WWW World Wide Web Conference Series,1,158,58,DJohnson
59,Z M Mao; D Johnson; J Rexford; J Wang;; R Katz,"Scalable and accurate identification of AS-level forwarding paths,", Proceedings INFOCOM The Conference Computer Communications,1,159,59,DJohnson
60,D Johnson;,"The Tale of the Second Prover,",J Algorithms,1,30,60,DJohnson
61,D Johnson;,The Twelve Open Problems From [G&J],Updates J Algorithms,1,31,61,DJohnson
62,D Johnson;,The Traveling Salesman Problem: A report on the State of the Art ,IFIP International Federation for Information Processing Congress,1,32,62,DJohnson
63,D Johnson;D L Applegate; L S Buriol; B L Dillard; D S Johnson;; P W Shor ,"The Cutting-Stock Approach to Bin Packing: Theory and Experiments,",Procedings of the Fifth Workshop Algorithm Engineering and Experimentation R E Ladner Editor SIAM Society for Industrial and Applied Mathematics,1,33,63,DJohnson
64,D Johnson;C R Aragon; D S Johnson; L A McGeoch; C Schevon,"Optimization by Simulated Annealing: An Experimental Evaluation; Part II, Graph Coloring and Number Partitioning,",Operations Research,1,34,64,DJohnson
65,D Johnson;S F Assmann; D S Johnson; D J Kleitman; J Y -T Leung,"On a Dual Version of the One-Dimensional Bin Packing Problem,",J Algorithms,1,35,65,DJohnson
66,D Johnson;Alexander I Barvinok ; Arie Tamir ; Gerhard J Woeginger ; Russell Woodroofe ; S&aacute;ndor P Fekete,The geometric maximum traveling salesman problem ,J ACM,1,36,66,DJohnson
67,D Johnson;Alexander I Barvinok ; Gerhard J Woeginger ; Russell Woodroofe,The Maximum Traveling Salesman Problem Under Polyhedral Norms ,IPCO Integer Programming Combinatorial Optimization,1,37,67,DJohnson
68,D Johnson;J L Bentley; D S Johnson; F T Leighton ; C C McGeoch,"An Experimental Study of Bin Packing,",Proc st Ann Allerton Conf Communication Control and Computing,1,38,68,DJohnson
69,D Johnson;J L Bentley; D S Johnson; F T Leighton; C C McGeoch; L A McGeoch,"Some Unexpected Behavior Results for Bin-Packing,",Proc th Ann ACM Symp Theory of Computing,1,39,69,DJohnson
70,D Johnson;Catherine C McGeoch ; Frank Thomson Leighton ; Jon Louis Bentley ; Lyle A McGeoch,Some Unexpected Expected Behavior Results for Bin Packing,STOC ACM Symposium Theory of Computing,1,160,70,DJohnson
71,D Johnson;N S Megiddo; S L Hakimi; M R Garey; D S Johnson; C H Papadimitriou,"The Complexity of Searching a Graph,",J Assoc Comp Mach,1,161,71,DJohnson
72,D Johnson;Jacobus E van der Merwe ; Jia Wang ; Oliver Spatscheck ; Zhuoqing Morley Mao,Efficient and robust streaming provisioning in VPNs ,WWW World Wide Web Conference Series,1,162,72,DJohnson
73,D Johnson;Maria Minkoff ; Steven Phillips,The prize collecting Steiner tree problem: theory and practice ,SODA Symposium Discrete Algorithms,1,163,73,DJohnson
74,D Johnson;G Ostheimer ; Lyle A McGeoch ; Michael L Fredman,Data Structures for Traveling Salesmen ,SODA Symposium Discrete Algorithms,1,164,74,DJohnson
75,D Johnson;G Ostheimer ; Lyle A McGeoch ; Michael L Fredman,Data Structures for Traveling Salesmen ,J Algorithms,1,165,75,DJohnson
76,D Johnson;Christos H Papadimitriou ; Mihalis Yannakakis,How Easy is Local Search?,J Comput Syst Sci,1,166,76,DJohnson
77,D Johnson;Christos H Papadimitriou ; Mihalis Yannakakis,How Easy Is Local Search? Extended Abstract ,FOCS IEEE Symposium Foundations of Computer Science,1,167,77,DJohnson
78,D Johnson;Christos H Papadimitriou,On Generating All Maximal Independent Sets ,Inf Process Lett,1,168,78,DJohnson
79,D Johnson;Christos H Papadimitriou ; Elias Dahlhaus ; Mihalis Yannakakis ; Paul D Seymour,The Complexity of Multiway Cuts Extended Abstract ,STOC ACM Symposium Theory of Computing,1,169,79,DJohnson
80,D Johnson;Francine Berman ; Frank Thomson Leighton ; Larry Snyder ; Peter W Shor,Generalized Planar Matching ,J Algorithms,1,40,80,DJohnson
81,D Johnson;Francine Berman,Performance of the Efficient Data-Driven Evaluation Scheme ,J Parallel Distrib Comput,1,41,81,DJohnson
82,D Johnson;W M Boyce; M R Garey; D S Johnson,"A Note on Bisecting Minimum Spanning Trees,",Networks,1,42,82,DJohnson
83,D Johnson;P Brucker; M R Garey; D S Johnson,"Scheduling Equal-Length Tasks Under Treelike Precedence Constraints to Minimize Maximum Lateness,",Math of Oper Research,1,43,83,DJohnson
84,D Johnson;F R K Chung; M R Garey; D S Johnson,"On Packing Two-Dimensional Bins,",SIAM Society for Industrial and Applied Mathematics J Algebraic and Discrete Methods,1,44,84,DJohnson
85,D Johnson;V Chvatal; M R Garey; D S Johnson,"Two Results Concerning Multicoloring,",Ann Disc Math,1,45,85,DJohnson
86,D Johnson;Jill Cirasella ; Lyle A McGeoch ; Weixiong Zhang,"The Asymmetric Traveling Salesman Problem: Algorithms, Instance Generators, and Tests ",ALENEX Algorithm Engineering and Experiments,1,46,86,DJohnson
87,D Johnson;E G Coffman; ; M R Garey; D S Johnson,"Bin Packing with Divisible Item Sizes,",J Complexity,1,47,87,DJohnson
88,D Johnson;E G Coffman; ; D S Johnson; L A McGeoch; P W Shor; R R Weber,"Bin Packing with Discrete Item Sizes, Part III: Average Case Behavior of FFD and BFD,",,1,48,88,DJohnson
89,D Johnson;E G Coffman; ; C A Courcoubetis; M R Garey; D S Johnson; P W Shor; R R Weber;; M Yannakakis,"Bin Packing with Discrete Item Sizes, Part I: Perfect Packing Theorems and the Average Case Behavior of Optimal Packings,",SIAM Society for Industrial and Applied Mathematics J Discrete Math,1,49,89,DJohnson
90,D Johnson;Christos H Papadimitriou ; Elias Dahlhaus ; Mihalis Yannakakis ; Paul D Seymour,The Complexity of Multiterminal Cuts ,SIAM Society for Industrial and Applied Mathematics J Comput,1,170,90,DJohnson
91,D Johnson;Christos H Papadimitriou ; M R Garey ; Nimrod Megiddo ; S Louis Hakimi,The complexity of searching a graph ,J ACM,1,171,91,DJohnson
92,D Johnson;Christos H Papadimitriou ; M R Garey ; Nimrod Megiddo ; S Louis Hakimi,The Complexity of Searching a Graph Preliminary Version ,FOCS IEEE Symposium Foundations of Computer Science,1,172,92,DJohnson
93,D Johnson;Franco P Preparata,The Densest Hemisphere Problem ,Theor Comput Sci,1,173,93,DJohnson
94,D Johnson;Franco P Preparata ; M R Garey ; Robert Endre Tarjan,Triangulating a Simple Polygon ,Inf Process Lett,1,174,94,DJohnson
95,D Johnson;Edward E Rothberg ; Lyle A McGeoch,Asymptotic Experimental Analysis for the Held-Karp Traveling Salesman Bound ,SODA Symposium Discrete Algorithms,1,175,95,DJohnson
96,D Johnson;Barbara B Simons ; M R Garey ; Robert Endre Tarjan,Scheduling Unit-Time Tasks with Arbitrary Release Times and Deadlines ,SIAM Society for Industrial and Applied Mathematics J Comput,1,176,96,DJohnson
97,D Johnson;H C So ; M R Garey,An Application of Graph Coloring to Printed Circuit Testing Working Paper ,FOCS IEEE Symposium Foundations of Computer Science,1,177,97,DJohnson
98,D Johnson;Larry J Stockmeyer ; M R Garey,Some Simplified NP-Complete Graph Problems ,Theor Comput Sci,1,178,98,DJohnson
99,D Johnson;Larry J Stockmeyer ; M R Garey,Some Simplified NP-Complete Problems,STOC ACM Symposium Theory of Computing,1,179,99,DJohnson
100,D Johnson;M R Garey,The Rectilinear Steiner Tree Problem in NP Complete ,SIAM Society for Industrial and Applied Mathematics Journal of Applied Mathematics,1,100,100,DJohnson
101,D Johnson;M R Garey; D S Johnson,"The Rectilinear Steiner Tree Problem is NP-Complete,",SIAM Society for Industrial and Applied Mathematics J Appl Math,1,101,101,DJohnson
102,D Johnson;M R Garey; D S Johnson,"A / Theorem for Bin Packing,",J Complexity,1,102,102,DJohnson
103,D Johnson;M R Garey; D S Johnson,"Two-Processor Scheduling with Start-Times and Deadlines,",SIAM Society for Industrial and Applied Mathematics J Computing,1,103,103,DJohnson
104,D Johnson;M R Garey; D S Johnson; F P Preparata ; R E Tarjan,"Triangulating a Simple Polygon,",Information Processing Letters,1,104,104,DJohnson
105,D Johnson;Edward G Coffman ; Peter W Shor ; Richard R Weber,"Bin packing with discrete item sizes, part II: Tight bounds on First Fit ",Random Structures and Algorithms,1,50,105,DJohnson
106,D Johnson;M Goldwasser; D S Johnson; ; C C McGeoch Editors ,"Proceedings of the th and th DIMACS Implementation Challenges,",American Mathematical Society,1,105,106,DJohnson
107,D Johnson;E G Coffman; M R Garey; D S Johnson,"Dynamic Bin Packing,",SIAM Society for Industrial and Applied Mathematics J Computing,1,51,107,DJohnson
108,D Johnson;Z J Haas; J H Winters; ; D S Johnson,"Simulation Results of the Capacity of Cellular Systems,",IEEE Trans Vehicular Technology,1,106,108,DJohnson
109,D Johnson;E G Coffman; ; C A Courcoubetis; M R Garey; D S Johnson; L A McGeoch; P W Shor; R R Weber; M Yannakakis,"Fundamental Discrepancies between Average-Case Analyses under Discrete and Continuous Distributions: A Bin Packing Case Study,",Proc rd Ann ACM Symp Theory of Computing Journal versions See below,1,52,109,DJohnson
110,D Johnson;Frank K Hwang ; M R Garey,Algorithms for a Set Partitioning Problem Arising in the Design of Multipurpose Units ,IEEE Trans Computers,1,107,110,DJohnson
111,D Johnson;E G Coffman; ; D S Johnson; F T Leighton; P W Shor; R R Weber,"Average Case Behavior of FFD and Optimal Bin Packings on U[ ,a] Distributions,",,1,53,111,DJohnson
112,D Johnson;J&aacute;nos Csirik,Bounded Space On-Line Bin Packing: Best is Better than First ,SODA Symposium Discrete Algorithms,1,108,112,DJohnson
113,D Johnson;E G Coffman; ; D S Johnson; P W Shor; R R Weber,"Markov Chains, Computer Proofs, and Average-Case Analysis of Best Fit Bin Packing,",Proc th Ann ACM Symp Theory of Computing,1,54,113,DJohnson
114,D Johnson;J&aacute;nos Csirik,Bounded Space On-Line Bin Packing: Best Is Better than First ,Algorithmica,1,109,114,DJohnson
115,D Johnson;Edward G Coffman ; M R Garey,An Application of Bin-Packing to Multiprocessor Scheduling ,SIAM Society for Industrial and Applied Mathematics J Comput,1,55,115,DJohnson
116,D Johnson;E G Coffman; M R Garey; D S Johnson,"Approximation Algorithms for Bin-Packing - An Updated Survey,",Algorithm Design for Computer System Design G Ausiello M Lucertini and P Serafini editors Springer Verlag,1,56,116,DJohnson
117,D Johnson;E G Coffman; ; M R Garey;; D S Johnson,"Approximation Algorithms for Bin Packing: A Survey,",Approximation Algorithms for NP Hard Problems D Hochbaum editor PWS Publishing,1,57,117,DJohnson
118,D Johnson;E G Coffman; ; D S Johnson; G S Lueker; P W Shor,"Probabilistic Analysis of Packing and Related Partitioning Problems,",Statistical Science,1,58,118,DJohnson
119,D Johnson;E G Coffman; ; C Courcoubetis; M R Garey; D S Johnson; P W Shor; R R Weber;; M Yannakakis,"Perfect Packing Theorems and the Average Case Behavior of Optimal and Online Bin Packing,",SIAM Society for Industrial and Applied Mathematics Review Updated version of above,1,59,119,DJohnson
120,D Johnson;Mario Szegedy,What are the Least Tractable Instances of max Tndependent Set?,SODA Symposium Discrete Algorithms,1,180,120,DJohnson
121,D Johnson;C Young; D S Johnson; D R Karger; M D Smith,"Near-optimal Intraprocedural Branch Alignment,",Proceedings Symp Programming Languages Design and Implementation,1,181,121,DJohnson
122,D Johnson;D S Johnson Editor ; Maintainer ," th DIMACS Implementation Challenge: The Traveling Salesman Problem,", http www research att com dsj chtsp index html,1,110,122,DJohnson
123,D Johnson;D S Johnson Editor ,"Challenges for Theoretical Computer Science: DRAFT June ,", http www research att com dsj nsflist html,1,111,123,DJohnson
124,D Johnson;D S Johnson Editor ,"STOC/FOCS Bibliography,",ACM Press,1,112,124,DJohnson
125,D Johnson;D S Johnson; M A Trick Editors ,"Cliques, Coloring, and Satisfiability: Proceedings of the nd DIMACS Implementation Challenge,",American Mathematical Society,1,113,125,DJohnson
126,D Johnson;D S Johnson; C H Papadimitriou,"Computational Complexity,",The Traveling Salesman Problem E L Lawler J K Lenstra A H G Rinnooy Kan and D B Shmoys editors John Wiley and Sons Ltd,1,114,126,DJohnson
127,D Johnson;Edward G Coffman ; M R Garey ; Robert Endre Tarjan,Performance Bounds for Level-Oriented Two-Dimensional Packing Algorithms ,SIAM Society for Industrial and Applied Mathematics J Comput,1,60,127,DJohnson
128,D Johnson;D S Johnson,"A Catalogue of Complexity Classes,",The Handbook of Theor Comp Sci J Van Leeuwen editor Elsevier,1,115,128,DJohnson
129,D Johnson;E G Coffman; ; M R Garey; D S Johnson ; A S LaPaugh,"Scheduling File Transfers,",SIAM Society for Industrial and Applied Mathematics J Comput,1,61,129,DJohnson
130,D Johnson;D S Johnson; T Nishizeki; A Nozaki; H S Wilf Editors ,"Discrete Algorithms and Complexity: Proceedings of the Japan-US Joint Seminar, June - , , Kyoto, Japan,",Academic Press New,1,116,130,DJohnson
131,D Johnson;C J Colbourn ; D S Johnson,"Unit Disk Graphs,",Discrete Math,1,62,131,DJohnson
132,D Johnson;D S Johnson,"Fast Algorithms for Bin Packing,",Journal of Computer and System Sciences,1,117,132,DJohnson
133,D Johnson;Costas Courcoubetis ; Edward G Coffman ; M R Garey ; Mihalis Yannakakis ; Peter W Shor ; Richard R Weber,"Bin Packing with Discrete Item Sizes, Part I: Perfect Packing Theorems and the Average Case Behavior of Optimal Packings ",SIAM Society for Industrial and Applied Mathematics J Discrete Math,1,63,133,DJohnson
134,D Johnson;D S Johnson; C H Papadimitriou; M Yannakakis,"How Easy is Local Search?,",Journal of Computer and System Sciences Preliminary version Proc th Ann IEEE Symp Foundations of Computer Science,1,118,134,DJohnson
135,D Johnson;Costas Courcoubetis ; Edward G Coffman ; Lyle A McGeoch ; M R Garey ; Mihalis Yannakakis ; Peter W Shor ; Richard R Weber,Fundamental Discrepancies between Average-Case Analyses under Discrete and Continuous Distributions: A Bin Packing Case Study,STOC ACM Symposium Theory of Computing,1,64,135,DJohnson
136,D Johnson;D S Johnson ; H O Pollack,"Hypergraph Planarity and the Complexity of Drawing Venn Diagrams,",J Graph Theory,1,119,136,DJohnson
137,D Johnson;J Csirik ; D S Johnson,"Bounded Space On-Line Bin Packing: Best is Better than First,",Algorithmica Preliminary version appeared Proc Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms,1,65,137,DJohnson
138,D Johnson;J Csirik; D S Johnson; ; C Kenyon,"Better Approximation Algorithms for Bin Covering,",Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms,1,66,138,DJohnson
139,D Johnson;J Csirik; D S Johnson; C Kenyon; J B Orlin; P W Shor; R R Weber,"On the Sum-of-Squares Algorithm for Bin Packing,",Proc Annual ACM Symp Theory of Computing Journal version to J ACM,1,67,139,DJohnson
140,D Johnson;J Csirik; D S Johnson; C Kenyon; P W Shor; R R Weber,"A Self-Organizing Bin Packing Heuristic,",Algorithm Engineering and Experimentation M T Goodrich and C C McGeoch Eds Springer Lecture Notes Computer Science,1,68,140,DJohnson
141,D Johnson;E Dahlhaus; D S Johnson; C H Papadimitriou; P D Seymour; M Yannakakis,"The Complexity of Multiterminal Cuts,",SIAM Society for Industrial and Applied Mathematics J Computing,1,69,141,DJohnson
142,D Johnson;D S Johnson,"Local Optimization and the Traveling Salesman Problem,",Proc th Colloq Automata Lang and Prog,1,120,142,DJohnson
143,D Johnson;D S Johnson; A S LaPaugh ; R Y Pinter,"Minimizing Channel Density by Lateral Shifting of Components,",Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms,1,121,143,DJohnson
144,D Johnson;D S Johnson; L A McGeoch,"Experimental Analysis of Heuristics for the STSP,",The Traveling Salesman Problem and its Variations G Gutin and A Punnen Editors Kluwer Academic Publishers Dordrecht,1,122,144,DJohnson
145,D Johnson;D S Johnson; G Gutin; L A McGeoch; A Yeo; W Zhang;; A Zverovich,"Experimental Analysis of Heuristics for the ATSP,",The Traveling Salesman Problem and its Variations G Gutin and A Punnen Editors Kluwer Academic Publishers Dordrecht,1,123,145,DJohnson
146,D Johnson;D S Johnson,"More Approaches to the Travelling Salesman Guide,",Nature page,1,124,146,DJohnson
147,D Johnson;W H E Day; D S Johnson; D Sankoff,"The Computational Complexity of Inferring Rooted Phylogenies by Parsimony,",Math Biosciences,1,70,147,DJohnson
148,D Johnson;D S Johnson; C H Papadimitriou ; M Yannakakis,"On Generating all Maximal Independent Sets,",Information Processing Letters,1,125,148,DJohnson
149,D Johnson;Alan J Demers ; Jeffrey D Ullman ; M R Garey ; Ronald L Graham,Worst-Case Performance Bounds for Simple One-Dimensional Packing Algorithms ,SIAM Society for Industrial and Applied Mathematics J Comput,1,71,149,DJohnson
150,D Johnson;D S Johnson ; M Szegedy,"What are the Least Tractable Instances of Max Independent Set?,",Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms S S,1,126,150,DJohnson
151,D Johnson;,"Communicating Processes,",J Algorithms,1,1,151,DJohnson
152,D Johnson;A S Fraenkel; M R Garey; D S Johnson; T Schaefer; Y Yesha,"The Complexity of Checkers on an NxN Board: Preliminary Report,",Proc th Annual Symposium Foundations of Computer Science,1,72,152,DJohnson
153,D Johnson;D S Johnson; K A Niemi,"On Knapsacks, Partitions, and a New Dynamic Programming Technique for Trees,",Math of Oper Research,1,127,153,DJohnson
154,D Johnson;,"Computing in the Math Department, Part I,",J Algorithms,1,2,154,DJohnson
155,D Johnson;Aviezri S Fraenkel ; M R Garey ; T Schaefer ; Y Yesha,The Complexity of Checkers on an N * N Board - Preliminary Report,FOCS IEEE Symposium Foundations of Computer Science,1,73,155,DJohnson
156,D Johnson;D S Johnson,"NP-Completeness: An Ongoing Guide,",Academic Press Collection of NP completeness columns,1,128,156,DJohnson
157,D Johnson;,"Computing with One Hand Tied behind Your Back,",J Algorithms,1,3,157,DJohnson
158,D Johnson;M L Fredman; D S Johnson; L A McGeoch ; G Ostheimer,"Data Structures for Traveling Salesmen,",J Algorithms,1,74,158,DJohnson
159,D Johnson;D S Johnson,"On Property $B_r$,",J Comb Theory B,1,129,159,DJohnson
160,D Johnson;,"Concurrent Processing,",J Algorithms,1,4,160,DJohnson
161,D Johnson;M R Garey; R L Graham; D S Johnson; D E Knuth,"Complexity Results for Bandwidth Minimization,",SIAM Society for Industrial and Applied Mathematics J Appl Math,1,75,161,DJohnson
162,D Johnson;,A Catalog of Complexity Classes ,Handbook of Theoretical Computer Science Volume A Algorithms and Complexity A,1,5,162,DJohnson
163,D Johnson;M R Garey; D S Johnson,"Complexity Results for Multiprocessor Scheduling Under Resource Constraints,",SIAM Society for Industrial and Applied Mathematics J Computing,1,76,163,DJohnson
164,D Johnson;,Data Structures for Traveling Salesmen Abstract ,SWAT Scandinavian Workshop Algorithm Theory,1,6,164,DJohnson
165,D Johnson;M R Garey,Composing Functions to Minimize Image Size ,SIAM Society for Industrial and Applied Mathematics J Comput,1,77,165,DJohnson
166,D Johnson;,"Fun and Games,",J Algorithms,1,7,166,DJohnson
167,D Johnson;M R Garey ; D S Johnson; W H Freeman,Computers and Intractability: A Guide to the Theory of NP-Completeness,,1,78,167,DJohnson
168,D Johnson;,Fast Algorithms for Bin Packing ,J Comput Syst Sci,1,8,168,DJohnson
169,D Johnson;,Fast Allocation Algorithms,FOCS IEEE Symposium Foundations of Computer Science,1,9,169,DJohnson
